报告ID,发布日期,观察窗,报告名称,作者,报告类型,资料角色,科技关联层级,主题标签,筛选依据,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-BRUEGEL-E353F75BA2,2025-07-16,W3,A smart European strategy for electric vehicle investment from China,Simone Tagliapietra；Cecilia Trasi；Gregor Sebastian,policy-brief,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/smart-european-strategy-electric-vehicle-investment-china,https://www.bruegel.org/sites/default/files/2025-07/PB%2021%202025_1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-E353F75BA2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-E353F75BA2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-E353F75BA2.md,306677,b67431c91df4e2327cfd725117d188f36b2f0a94d641ce31c9e25ffa639d247c,21,74762,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-9FD2A031ED,2025-08-18,W3,How is innovation competition exacerbating global overcapacity?,Jianwei Xu,analysis,作者/项目正式研究,核心科技直接材料,芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/how-innovation-competition-exacerbating-global-overcapacity,https://www.bruegel.org/sites/default/files/2026-04/how-is-innovation-competition-exacerbating-global-overcapacity%3F-11189.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C687C8C1B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C687C8C1B4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-C687C8C1B4.md,1559293,f879f863b7c4f054d4beee74fa54f108f2c2ec32713548ab3da82b4d38a762f7,31,63467,关联既有官方PDF,,2026-08-22
C-BRUEGEL-735E16370C,2025-09-19,W3,Climate risks to global supply chains,Madalena Barata da Rocha；Heather Grabbe；Niclas Poitiers,working-paper,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/climate-risks-global-supply-chains,https://www.bruegel.org/sites/default/files/2025-09/WP%2020%202025_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-735E16370C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-735E16370C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-735E16370C.md,436051,ae7ea6f34412bbb6381115fa57a4f88fe63d3a558bee88ea4a95094ffa12efc8,19,55104,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-C1719DF2CC,2025-11-05,W3,What can Europe learn from China’s critical-tech innovation push?,Alicia García-Herrero；Michal Krystyanczuk,policy-brief,作者/项目正式研究,核心科技直接材料,芯片、关键技术与科研创新；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/what-can-europe-learn-chinas-critical-tech-innovation-push,https://www.bruegel.org/sites/default/files/2025-11/PB%2029%202025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C1719DF2CC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C1719DF2CC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-C1719DF2CC.md,250878,a92974dd2c6748cd074244d0b8436c60845af43c3551a2c2babfc7849bf10946,12,37787,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-090452D3CC,2025-12-02,W3,From strategy to doctrine: the next steps for European economic security,Ignacio García Bercero；Niclas Poitiers,policy-brief,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/strategy-doctrine-next-steps-european-economic-security,https://www.bruegel.org/sites/default/files/2025-12/PB%2032%202025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-090452D3CC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-090452D3CC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-090452D3CC.md,393440,14ed371ae204d07d24b892cc5076a5144eba27867d58939deb26eb4ab81a4640,16,56038,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-07E4C4A787,2025-12-16,W3,Europe has a solid basis for battery and electric vehicle manufacturing growth,Marie Jugé；Ugnė Keliauskaitė；Ben McWilliams；Simone Tagliapietra,analysis,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/europe-has-solid-basis-battery-and-electric-vehicle-manufacturing-growth,https://www.bruegel.org/sites/default/files/2026-04/europe-has-a-solid-basis-for-battery-and-electric-vehicle-manufacturing-growth-11631.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-07E4C4A787.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-07E4C4A787.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-07E4C4A787.md,1159819,256228d4b61e946e072be20c3222f69420c7bdc2170d377ef590620fb90c2da6,12,16494,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-492817F599,2026-03-05,W3,Reforming European defence procurement to boost military innovation and startups,Ethan Kapstein；Javier Ospital；Guntram B. Wolff,policy-brief,作者/项目正式研究,核心科技直接材料,芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/reforming-european-defence-procurement-boost-military-innovation-and-startups,https://www.bruegel.org/sites/default/files/2026-04/PB%2004%202026.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-492817F599.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-492817F599.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-492817F599.md,751312,934c5a290e11e341cf1c8e04ff87b1db4f9536dc1ab5ef31e497d0a4b3f3f8bf,22,65306,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-F14E248941,2026-05-11,W3,Understanding the global clean tech manufacturing slowdown,Benjamin Bjerkan-Wade；Hannah Hess；Marie Jugé；Ugnė Keliauskaitė；Kate Larsen；Ben McWilliams；Hannah Pitt；Simone Tagliapietra,analysis,作者/项目正式研究,核心科技直接材料,清洁技术、能源与绿色产业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/understanding-global-clean-tech-manufacturing-slowdown,https://www.bruegel.org/sites/default/files/2026-05/understanding-the-global-clean-tech-manufacturing-slowdown-12170_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F14E248941.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F14E248941.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-F14E248941.md,208458,01c166c1e247f650a1f89adef1d461cfdd43ddfcb427eb79febc3407d7d4d434,9,18282,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-B50C84CE73,2026-05-15,W3,Challenges to the integration of the Western Balkans into European Union supply chains,Madalena Barata da Rocha；Niclas Poitiers；Nina Vujanović,working-paper,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/challenges-integration-western-balkans-european-union-supply-chains,https://www.bruegel.org/sites/default/files/2026-05/WP%2009%202026_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-B50C84CE73.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-B50C84CE73.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-B50C84CE73.md,762729,9ad541848b832954e9aa3c6f6d5ec1fbc6e35f4cade58ce90e6cd12c8654a7b8,24,59938,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-462353C8D5,2026-05-19,W3,Europe needs a strategy to close the artificial intelligence compute gap,Alicia García-Herrero；Bertin Martens,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；工业政策、产业能力与竞争力；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/europe-needs-strategy-close-artificial-intelligence-compute-gap,https://www.bruegel.org/sites/default/files/2026-05/europe-needs-a-strategy-to-close-the-artificial-intelligence-compute-gap-12216_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-462353C8D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-462353C8D5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-462353C8D5.md,217308,43386d0e095b6ca81e1ceac8a88b1f91fa43e08768bcf32aaba1a0b064f4c7b9,10,18925,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-9590B4A56C,2026-05-28,W3,Defence innovation and procurement reform: an empirical evaluation of the US Defense Innovation Unit,Ethan Kapstein；Javier Ospital；Guntram B. Wolff,working-paper,作者/项目正式研究,核心科技直接材料,芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/defence-innovation-and-procurement-reform-empirical-evaluation-us-defense-innovation,https://www.bruegel.org/sites/default/files/2026-05/WP%2010%202026.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-9590B4A56C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-9590B4A56C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-9590B4A56C.md,3125282,913ea0847d560b7ff3e6d52cbda871daa24caf3124702d61f1d365fa162b17aa,29,72691,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-D669FF4E82,2026-06-11,W3,The right balance: how to fix European Union artificial intelligence regulation,Mario Mariniello,policy-brief,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/right-balance-how-fix-european-union-artificial-intelligence-regulation,https://www.bruegel.org/sites/default/files/2026-06/PB%2012%202026_1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-D669FF4E82.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-D669FF4E82.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-D669FF4E82.md,717520,87ee483532eb44f0ca4b52e46efc17c08f8adb971fc4335e9ae659da32a111c5,24,71121,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-A6D8CCA85A,2026-06-22,W3,Stack battles: the US-China artificial-intelligence rivalry is moving beyond chips alone,Alicia García-Herrero；Bertin Martens,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；芯片、关键技术与科研创新；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/stack-battles-us-china-artificial-intelligence-rivalry-moving-beyond-chips-alone,https://www.bruegel.org/sites/default/files/2026-06/stack-battles%3A-the-us-china-artificial-intelligence-rivalry-is-moving-beyond-chips-alone-12307.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-A6D8CCA85A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-A6D8CCA85A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-A6D8CCA85A.md,175408,9df031244710e60f297c1636c66036c1979c4064446a954d89c64e2744d37375,7,11942,官方PDF已保存并校验,,2026-08-22
L-B803B237C3,2026-06-23,W3,To what extent can green infrastructure investment mitigate China’s clean-energy overcapacity?,Alicia García-Herrero；Haoxin Mu,working-paper,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/what-extent-can-green-infrastructure-investment-mitigate-chinas-clean-energy,https://www.bruegel.org/sites/default/files/2026-06/WP%2015%202026_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-B803B237C3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-B803B237C3.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-B803B237C3.md,530981,8d09f129515eb0e0149354b1ec90b15d2e519e1fa1076d49124132f7ef5c2f92,19,33279,复用库内既有资产,,2026-08-22
C-BRUEGEL-98A0C0EE9D,2026-07-15,W3,A plan for a World Trade Organization sectoral agreement on semiconductors,Petros C. Mavroidis；Mario R. Palacios,working-paper,作者/项目正式研究,核心科技直接材料,芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/plan-world-trade-organization-sectoral-agreement-semiconductors,https://www.bruegel.org/sites/default/files/2026-07/WP%2021%202026_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-98A0C0EE9D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-98A0C0EE9D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-98A0C0EE9D.md,647451,0ff353d367a5fd51aeddb0d2fbf0e35af9563c514a73afd8810fbf522609d0fd,34,100995,官方PDF已保存并校验,,2026-08-22
