报告ID,机构ID,机构名称,发布日期,日期精度,报告名称,官方文类,官方主题,摘要,官方落地页,官方PDF入口,来源列表页,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-DE-ACATECH-40709,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-05-08,日,MINT Nachwuchsbarometer 2023,Kooperationspublikationen；Plattformen und Kooperationen,topic-17,,https://www.acatech.de/publikation/mint-nachwuchsbarometer-2023/,https://www.acatech.de/publikation/mint-nachwuchsbarometer-2023/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-40716,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-05-12,日,"Investitionsanreize setzen, Reservekapazitäten sichern: Optionen zur Marktintegration erneuerbarer Energien",Plattformen und Kooperationen；Schriftenreihe zur wissenschaftsbasierten Politikberatung,Energie und Ressourcen,,https://www.acatech.de/publikation/strommarktdesign/,https://www.acatech.de/publikation/strommarktdesign/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-40377,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-05-23,日,"Engineering neu denken und gestalten. Herausforderungen, Anwendungsszenarien und das neue Leitbild Advanced Systems Engineering",acatech；acatech IMPULS,Digitale Transformation；topic-12,,https://www.acatech.de/publikation/engineering-neu-denken-und-gestalten/,https://www.acatech.de/publikation/engineering-neu-denken-und-gestalten/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41327,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-05-23,日,"Große Sprachmodelle – Grundlagen, Potenziale und Herausforderungen für die Forschung (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/grosse-sprachmodelle/,https://www.acatech.de/publikation/grosse-sprachmodelle/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,科学体系与基础研究,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41228,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-05-31,日,acatech Maturity Index Smart Services: Die Transformation von Unternehmen zum Smart Service Anbieter gestalten,acatech；acatech STUDIE,Digitale Transformation,,https://www.acatech.de/publikation/acatech-maturity-index-smart-services/,https://www.acatech.de/publikation/acatech-maturity-index-smart-services/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41017,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-07,日,"Fracking: eine Option für Deutschland? Chancen, Risiken und Ungewissheiten beim Fracking in nicht konventionellen Lagerstätten (Impuls)",Plattformen und Kooperationen；Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/fracking-eine-option-fuer-deutschland/,https://www.acatech.de/publikation/fracking-eine-option-fuer-deutschland/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41245,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-07,日,Gesundheitsdatennutzung – sicher und souverän,acatech；acatech IMPULS,Lebenswissenschaften und Gesundheit；topic-12,,https://www.acatech.de/publikation/gesundheitsdatennutzung-sicher-und-souveraen/,https://www.acatech.de/publikation/gesundheitsdatennutzung-sicher-und-souveraen/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41884,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-12,日,"Mit KI zu mehr Teilhabe in der Arbeitswelt. Potenziale, Einsatzmöglichkeiten und Herausforderungen (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/mit-ki-zu-mehr-teilhabe-in-der-arbeitswelt/,https://www.acatech.de/publikation/mit-ki-zu-mehr-teilhabe-in-der-arbeitswelt/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-54289,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-14,日,Monitoring-Bericht 2023 (gemäß § 3 Abs. 3 Wiss FG) – Berichtszeitraum 2022,acatech；Monitoringberichte,,,https://www.acatech.de/publikation/monitoring-bericht-2023/,https://www.acatech.de/publikation/monitoring-bericht-2023/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-40843,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-15,日,Ankommen statt unterwegs sein – Lokale Governance integriert gestalten. Projekt Integrierte Stadtentwicklung und Mobilitätsplanung. Dritter Zwischenbericht,acatech；acatech DISKUSSION,Mobilität und Logistik,,https://www.acatech.de/publikation/ankommen-statt-unterwegs-sein-dritter-zwischenbericht/,https://www.acatech.de/publikation/ankommen-statt-unterwegs-sein-dritter-zwischenbericht/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41937,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-19,日,TechnikRadar 2023: Nachhaltiges Bauen und Wohnen,Kooperationspublikationen；Plattformen und Kooperationen,topic-12,,https://www.acatech.de/publikation/technikradar-2023/,https://www.acatech.de/publikation/technikradar-2023/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-41596,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-20,日,Innovationssystem Deutschland: Die Fachkräftesicherung in Deutschland unterstützen,acatech；acatech STUDIE,topic-17；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/innovationssystem-fachkraefte/,https://www.acatech.de/publikation/innovationssystem-fachkraefte/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,创新政策与研发治理；人才大学与科研组织,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-42095,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-22,日,Jahresbericht 2022,acatech；Jahresberichte,,,https://www.acatech.de/publikation/jahresbericht-2022/,https://www.acatech.de/publikation/jahresbericht-2022/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-42108,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-06-22,日,Lernende Regulatorik als Innovationstreiber. Anregungen zur Ausgestaltung des Reallabore-Gesetzes,acatech publication,Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/lernende-regulatorik-als-innovationstreiber/,https://www.acatech.de/publikation/lernende-regulatorik-als-innovationstreiber/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,创新政策与研发治理,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-43405,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-09-28,日,Elektrolyseure: Schlüsseltechnologie für die Wasserstoffwirtschaft,acatech；acatech IMPULS,Energie und Ressourcen；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/elektrolyseure/,https://www.acatech.de/publikation/elektrolyseure/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-43991,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-10-09,日,"Datenschatz für KI nutzen, Datenschutz mit KI wahren. Technische und rechtliche Ansätze für eine datenschutzkonforme, gemeinwohlorientierte Datennutzung (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/datenschatz-fuer-ki-nutzen-datenschutz-mit-ki-wahren/,https://www.acatech.de/publikation/datenschatz-fuer-ki-nutzen-datenschutz-mit-ki-wahren/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-43990,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-10-19,日,Abschlussbericht Dialogplattform Recyclingrohstoffe – Handlungsoptionen zur Stärkung des Beitrags von Recyclingrohstoffen für die Versorgungssicherheit mit Metallen und Industriemineralen,Kooperationspublikationen；Plattformen und Kooperationen,Energie und Ressourcen；Transformation des Wirtschaftsstandorts,,https://www.acatech.de/publikation/abschlussbericht-dialogplattform-recyclingrohstoffe/,https://www.acatech.de/publikation/abschlussbericht-dialogplattform-recyclingrohstoffe/download-pdf?lang=de,https://www.acatech.de/publikationen/,语境,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-44323,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-11-06,日,Technischer Wandel – wirksam kommunizieren und beteiligen. 12 Denkanstöße aus der Wissenschaft,Sonstige Publikationen,Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/technischer-wandel/,https://www.acatech.de/publikation/technischer-wandel/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,科学体系与基础研究,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-44300,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-11-08,日,RISC-V: Potenziale eines offenen Standards für Chipentwicklung,acatech；acatech IMPULS,Digitale Transformation,,https://www.acatech.de/publikation/risc-v/,https://www.acatech.de/publikation/risc-v/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-42803,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-11-21,日,Innovationspotenziale KI-basierter Robotik,acatech；acatech IMPULS,Digitale Transformation,,https://www.acatech.de/publikation/innovationspotenziale-ki-basierter-robotik/,https://www.acatech.de/publikation/innovationspotenziale-ki-basierter-robotik/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；创新政策与研发治理,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-45449,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-11-28,日,Was ist der freiwillige Kohlenstoffmarkt – und welchen Beitrag leistet er für den Klimaschutz? (Impuls),Plattformen und Kooperationen；Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/was-ist-der-freiwillige-kohlenstoffmarkt/,https://www.acatech.de/publikation/was-ist-der-freiwillige-kohlenstoffmarkt/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-45562,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-11-29,日,Kampagne zur Website ePA Check-up. Dokumentation und Analyse,Sonstige Publikationen,Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/epa-check-up/,https://www.acatech.de/publikation/epa-check-up/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-45684,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-11-30,日,Hybride KI. Wissen und Daten kombiniert nutzen (KI Kompakt),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/hybride-ki-wissen-und-daten-kombiniert-nutzen/,https://www.acatech.de/publikation/hybride-ki-wissen-und-daten-kombiniert-nutzen/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-45880,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-12-06,日,Große Sprachmodelle entwickeln und anwenden. Ansätze für ein souveränes Vorgehen (Whitepaper),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/grosse-sprachmodelle-entwickeln-und-anwenden/,https://www.acatech.de/publikation/grosse-sprachmodelle-entwickeln-und-anwenden/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-40187,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2023-12-08,日,Battery Passport Content Guidance / DIN DKE SPEC 99100,Kooperationspublikationen；Plattformen und Kooperationen,Energie und Ressourcen；Transformation des Wirtschaftsstandorts,,https://www.acatech.de/publikation/battery-passport-content-guidance/,https://www.acatech.de/publikation/battery-passport-content-guidance/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-46665,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-01-23,日,Wasserstoff – Welche Bedeutung hat er im Energiesystem der Zukunft? (Kurz erklärt!),Plattformen und Kooperationen；Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/kurz-erklaert-wasserstoff/,https://www.acatech.de/publikation/kurz-erklaert-wasserstoff/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-44304,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-02-01,日,„Lost in Translation?“ – Ansätze zur Entfesselung gesellschaftlicher und ökonomischer Potenziale der Biotechnologie,acatech；acatech IMPULS,topic-19,,https://www.acatech.de/publikation/potenziale-der-biotechnologie/,https://www.acatech.de/publikation/potenziale-der-biotechnologie/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,已进入精选全文；本地保存官方PDF、提取文本和科技创新切片,2026-08-23
C-DE-ACATECH-46975,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-02-09,日,Bürgerdialoge zur Digitalisierung kommunaler Aufgaben. Zwei Fallbeispiele,Sonstige Publikationen,Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/buergerdialoge/,https://www.acatech.de/publikation/buergerdialoge/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-46617,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-02-20,日,Ankommen statt unterwegs sein. Projekt Integrierte Stadtentwicklung und Mobilitätsplanung,acatech；acatech STUDIE,Mobilität und Logistik,,https://www.acatech.de/publikation/ism-studie/,https://www.acatech.de/publikation/ism-studie/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-46618,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-02-20,日,Lebenswerte Städte und Regionen. Kommunaler Leitfaden für eine integrierte Stadtentwicklung und Mobilitätsplanung,acatech；acatech KOOPERATION,Mobilität und Logistik,,https://www.acatech.de/publikation/ism-leitfaden/,https://www.acatech.de/publikation/ism-leitfaden/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-46619,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-02-20,日,Raum und Mobilität gemeinsam denken. Handlungsempfehlungen für eine integrierte Stadtentwicklung und Mobilitätsplanung,acatech；acatech POSITION,Mobilität und Logistik,,https://www.acatech.de/publikation/ism-position/,https://www.acatech.de/publikation/ism-position/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-47711,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-03-05,日,"Arzneimittel mit KI entwickeln: Von der Idee bis zur Zulassung. Anwendungen, Potenziale und Herausforderungen (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/arzneimittel-mit-ki-entwickeln/,https://www.acatech.de/publikation/arzneimittel-mit-ki-entwickeln/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-47641,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-03-18,日,Unterstützung von Meinungsbildung im digitalen Wandel. Wirkungsanalyse exemplarischer Kommunikations- und Dialogangebote,Sonstige Publikationen,Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/meinungsbildung/,https://www.acatech.de/publikation/meinungsbildung/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,人才大学与科研组织,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-47598,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-03-22,日,acatech HORIZONTE: Sicherheit,acatech；acatech HORIZONTE,,,https://www.acatech.de/publikation/acatech-horizonte-sicherheit/,https://www.acatech.de/publikation/acatech-horizonte-sicherheit/download-pdf?lang=de,https://www.acatech.de/publikationen/,语境,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-48185,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-03-26,日,Battery Passport Technical Guidance,Kooperationspublikationen；Plattformen und Kooperationen,Energie und Ressourcen；Transformation des Wirtschaftsstandorts,,https://www.acatech.de/publikation/battery-passport-technical-guidance/,https://www.acatech.de/publikation/battery-passport-technical-guidance/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-48377,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-04-15,日,"Kohlenstoffmanagement integriert denken: Anforderungen an eine Gesamtstrategie aus CCS, CCU und CDR (Impuls)",Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/carbon-management-integriert-denken/,https://www.acatech.de/publikation/carbon-management-integriert-denken/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,创新政策与研发治理,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-48652,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-04-18,日,Künstliche Intelligenz und industrielle Arbeit – Perspektiven und Gestaltungsoptionen,Kooperationspublikationen；Plattformen und Kooperationen,Digitale Transformation；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/ki-industrielle-arbeit/,https://www.acatech.de/publikation/ki-industrielle-arbeit/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-48749,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-05-14,日,MINT Nachwuchsbarometer 2024,Kooperationspublikationen,topic-17,,https://www.acatech.de/publikation/mint-nachwuchsbarometer-2024/,https://www.acatech.de/publikation/mint-nachwuchsbarometer-2024/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-49643,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-05-31,日,Langzeitspeicherung von Wasserstoff,Plattformen und Kooperationen；Wasserstoff-Kompass,Energie und Ressourcen,,https://www.acatech.de/publikation/langzeitspeicherung-von-wasserstoff/,https://www.acatech.de/publikation/langzeitspeicherung-von-wasserstoff/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-49436,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-06-02,日,Innovationssystem Deutschland: Effizienz und Agilität der öffentlichen Verwaltung erhöhen,acatech；acatech STUDIE,Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/innovationssystem-verwaltung/,https://www.acatech.de/publikation/innovationssystem-verwaltung/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,创新政策与研发治理,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-54293,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-06-03,日,Monitoring-Bericht 2024 (gemäß § 3 Abs. 3 Wiss FG) – Berichtszeitraum 2023,acatech；Monitoringberichte,,,https://www.acatech.de/publikation/monitoring-bericht-2024/,https://www.acatech.de/publikation/monitoring-bericht-2024/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-49544,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-06-05,日,"KI für die Fachkräftesicherung nutzen. Lösungsansätze für Automatisierung, Teilhabe und Wissenstransfer (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/ki-fuer-die-fachkraeftesicherung-nutzen/,https://www.acatech.de/publikation/ki-fuer-die-fachkraeftesicherung-nutzen/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；人才大学与科研组织；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-49076,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-06-11,日,TechnikRadar 2024: Trends bei Technikeinstellungen,acatech KOOPERATION,topic-12,,https://www.acatech.de/publikation/technikradar-2024/,https://www.acatech.de/publikation/technikradar-2024/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-49831,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-06-20,日,KI für bessere Abläufe in Medizin und Pflege. Anwendungen und Potenziale in organisatorischen Prozessen (Whitepaper),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/medizin-und-pflege/,https://www.acatech.de/publikation/medizin-und-pflege/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-48751,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-07-03,日,Geothermische Technologien in Ballungsräumen. Ein Beitrag zur Wärmewende und zum Klimaschutz,acatech STUDIE,Energie und Ressourcen,,https://www.acatech.de/publikation/geothermische-technologien-in-ballungsraeumen/,https://www.acatech.de/publikation/geothermische-technologien-in-ballungsraeumen/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-48762,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-07-04,日,Souveräne Antworten – Anwendung und Entwicklung generativer Künstlicher Intelligenz in Deutschland,acatech IMPULS,Digitale Transformation,,https://www.acatech.de/publikation/generative-kuenstliche-intelligenz/,https://www.acatech.de/publikation/generative-kuenstliche-intelligenz/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-50033,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-07-04,日,"Edge AI: KI nahe am Endgerät. Technologie für mehr Datenschutz, Energieeffizienz und Anwendungen in Echtzeit (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/edge-ai/,https://www.acatech.de/publikation/edge-ai/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-50236,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-07-18,日,KI im Superwahljahr 2024. Generative KI im Umfeld demokratischer Prozesse (Whitepaper),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/ki-im-superwahljahr-2024/,https://www.acatech.de/publikation/ki-im-superwahljahr-2024/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-50293,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-07-25,日,Engineering autonom wandelbarer Industrie 4.0-Systeme,Kooperationspublikationen；Plattformen und Kooperationen,Digitale Transformation；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/engineering-autonom-wandelbar/,https://www.acatech.de/publikation/engineering-autonom-wandelbar/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-50707,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2024-08-13,日,"Kernfusion als Baustein einer klimaneutralen Energieversorgung? Chancen, Herausforderungen, Zeithorizonte (Impuls)",Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/energiegewinnung-mit-kernfusion/,https://www.acatech.de/publikation/energiegewinnung-mit-kernfusion/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
