报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,仓储记录ID,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NISTEP-DP229-D4A82386,DP:229,2024-04-01,W3,"Flexible labor, innovation regimes and the erosion of the Japanese model: Evidence from the Basic Survey on Wage Structure （労働の柔軟性，イノベーション・レジーム， 及び日本モデルの後退：『賃金構造基本統計調査』を用いた実証分析）",日文,讨论论文,作者讨论论文,科技创新政策与能力基线,科技指标、论文与国际比较；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/0002000104,2000104,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP229-D4A82386.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP229-D4A82386.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP229-D4A82386.md,2920,5cc5b20c247e7fbeb5f102bf911993c05f2fe958f8511f9d0373ae99dd75eea1,0,2042,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR201-57FF7615,NR:201,2024-05-01,W3,科学技術の状況に係る総合的意識調査 （NISTEP 定点調査 2023）報告書,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000106,2000106,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR201-57FF7615.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR201-57FF7615.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR201-57FF7615.md,864064,3fdd798852a0e3989a122a05ce44a0b1bbef610726ad6cc55bffdd7ebc08b02a,0,361961,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR202-1CB32699,NR:202,2024-05-01,W3,科学技術の状況に係る総合的意識調査 （NISTEP 定点調査 2023）データ集,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000107,2000107,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR202-1CB32699.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR202-1CB32699.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR202-1CB32699.md,4348,e4c8158e1619a06e980a4036b3840fed5dd03cefff9ce101cdc11b0fb75b3fe5,0,1769,官方发布页摘要已保存,,2026-08-22
C-NISTEP-DP230-267CC35C,DP:230,2024-06-01,W3,大学教員レベルで見た研究開発費の時系列変化: 「科学技術研究調査」を用いた試行,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/0002000109,2000109,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP230-267CC35C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP230-267CC35C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP230-267CC35C.md,191241,f68ccec64e2a999bf964192a251dd1faf60b7cb865170390b401cf204ad53c1c,0,80349,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR203-26589066,NR:203,2024-06-01,W3,民間企業の研究活動に関する調査報告2023,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/0002000111,2000111,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR203-26589066.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR203-26589066.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR203-26589066.md,737553,6b5b35414118ef85916b101cb1f3a1e1c14d346ef51e1bd71b03fc95decc6405,0,386718,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-RM340-676E113A,RM:340,2024-06-01,W3,研究論文に着目した日英独の大学ベンチマーキング2023-大学の個性を活かし、国全体としての水準を向上させるために-,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/0002000110,2000110,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM340-676E113A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM340-676E113A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM340-676E113A.md,386620,b8a438f1106510cf45e1821856d093753148bbcd2ddef0f10062ab20ee02ecc4,0,194280,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP231-EE6F1C51,DP:231,2024-07-01,W3,研究室パネル調査の枠組みによる日英独の研究環境の比較,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/0002000112,2000112,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP231-EE6F1C51.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP231-EE6F1C51.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP231-EE6F1C51.md,231187,a78c6ef1c7f954a02d655f8827c9959e3c8f0eea54c7a99da03d491ad2d64600,0,95112,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP232-19B10054,DP:232,2024-08-01,W3,米国人工知能会議（AAAI-20）の動向分析に関する調査研究―機関単位の筆頭著者の分析及び共著者との共著関係の分析―,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；中国科技能力与国际比较,http://hdl.handle.net/11035/0002000122,2000122,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP232-19B10054.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP232-19B10054.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP232-19B10054.md,131102,d4bde90af201468bd12cc0f848be561a9008588773e075745c1d3eb318ece04e,0,61600,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-RM341-FB5E550D,RM:341,2024-08-01,W3,科学技術指標2024,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理；中国科技能力与国际比较,http://hdl.handle.net/11035/0002000116,2000116,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM341-FB5E550D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM341-FB5E550D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM341-FB5E550D.md,674143,0724fd225c0a5c1b2b2507e8a81a74117bbf4b577e9ffd35ec1557e3b11305fa,0,264807,官方HTML版报告已保存,,2026-08-22
C-NISTEP-DP233-4E519FA3,DP:233,2024-09-01,W3,博士課程修了者の職務満足度が高まる要因についての探索的研究,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/0002000123,2000123,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP233-4E519FA3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP233-4E519FA3.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP233-4E519FA3.md,3286548,43e7d8f09eb5474cbedb7cfb3dc2e0bf7670bfa6924757e4f24457f8d4fa5d97,105,113627,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM342-9C5DCE12,RM:342,2024-09-01,W3,研究活動におけるオープンソース・データの利用に関する簡易調査2024,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000124,2000124,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM342-9C5DCE12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM342-9C5DCE12.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM342-9C5DCE12.md,6727130,f68f046f922b06d6dc917fbe5eb0e695e0fc37093864ba229c531698bdd3d8d6,45,44334,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM343-6315BFE7,RM:343,2024-09-01,W3,政策文書等の未来に関する記述の調査,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000160,2000160,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM343-6315BFE7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM343-6315BFE7.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM343-6315BFE7.md,4357054,95ec744b6e2322fad8aacfc177d2e33a4cf7c7e554544e801353afa71a203389,253,265751,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP234-899F7BBD,DP:234,2024-10-01,W3,学術論文と特許情報を用いたサイエンスイノベーション分析データベースの作成,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000162,2000162,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP234-899F7BBD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP234-899F7BBD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP234-899F7BBD.md,2310726,1b91ec3542c114781fbad9713a07c2fbef3506c24d9c713eda55dae364ed5ed5,30,36130,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM344-1783F414,RM:344,2024-10-01,W3,地域科学技術指標2022,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000161,2000161,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM344-1783F414.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM344-1783F414.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM344-1783F414.md,2520798,6bc34147c8c141bf42e5e084d70c8d38b4cbe7427f1093f39bfd72f322ec3d81,134,199745,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP235-CA9A4C0D,DP:235,2024-12-01,W3,カーボンニュートラルに向けた代替的移動手段への一般市民の受容性に関する調査：日本と米国・韓国の比較分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科技人才、博士与职业流动；科技前瞻、新兴议题与社会；中国科技能力与国际比较,http://hdl.handle.net/11035/0002000198,2000198,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP235-CA9A4C0D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP235-CA9A4C0D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP235-CA9A4C0D.md,157033,598cda181dcd2ec9ae7d3114054322a8e804479007929f7fef5cd58d95dbef17,0,78527,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP236-E083E754,DP:236,2025-01-01,W3,オープンアクセスは誰の研究活動を活性化するのか：OpenAlexによる分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理；中国科技能力与国际比较,http://hdl.handle.net/11035/0002000201,2000201,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP236-E083E754.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP236-E083E754.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP236-E083E754.md,87498,b7eabce549526d57096da1ac46395dd83cb68d59bd2c73f492734d5649c9e5e6,0,46930,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP237-680383C9,DP:237,2025-02-01,W3,ゴールドOAが異分野引用に与える効果：自然科学系論文に着目した分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理；中国科技能力与国际比较,http://hdl.handle.net/11035/0002000203,2000203,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP237-680383C9.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP237-680383C9.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP237-680383C9.md,125577,3290a633621c1c94610a6fd79bcb65e8c5c37e630b4ff1a532a4e4d874e0b957,0,65678,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-RM345-FB766698,RM:345,2025-02-01,W3,地域の目指す未来社会とカーボンニュートラル Ⅱ：地域の可能性と課題,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000204,2000204,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM345-FB766698.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM345-FB766698.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM345-FB766698.md,514529,928ecaf58d10cc093cf1c514b4c2d18ab1e5de51fc5b3e16b8b8b3bf43dac9d4,0,197673,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP238-EE327B61,DP:238,2025-03-01,W3,博士課程修了者の非専門分野における雇用可能性を高める要因の探索的研究：ランダムフォレスト法を用いたアプローチ,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/0002000210,2000210,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP238-EE327B61.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP238-EE327B61.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP238-EE327B61.md,83126,dcac918b809eb24e6700c1cec1209c4571d479b6fae8cd39b1736622b39d5954,0,38249,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP239-FFDD4778,DP:239,2025-05-01,W3,撤回論⽂の概況2024 -国・地域，分野，著者別の傾向と⽇本の状況-,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较,http://hdl.handle.net/11035/0002000214,2000214,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP239-FFDD4778.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP239-FFDD4778.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP239-FFDD4778.md,3497,bd3bda7aeba7877dcc5022b5a10198f5bffe7097e3b672c1dec8c0a1c23753d7,0,2393,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR204-60FC5442,NR:204,2025-05-01,W3,科学技術の状況に係る総合的意識調査（NISTEP定点調査2024）報告書,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000211,2000211,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR204-60FC5442.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR204-60FC5442.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR204-60FC5442.md,955805,994a2f1f918da87d97818128b599c651b137000c2628460627f6f12297382fc9,0,403158,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR205-0959EF4D,NR:205,2025-05-01,W3,科学技術の状況に係る総合的意識調査（NISTEP定点調査2024）データ集,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/0002000212,2000212,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR205-0959EF4D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR205-0959EF4D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR205-0959EF4D.md,4696,df6ae9ab5e68c8daf93f8144f29159b8e348ca6bf5e3c4a8191ca05721ed0702,0,1897,官方发布页摘要已保存,,2026-08-22
C-NISTEP-RM346-446FBBFE,RM:346,2025-05-01,W3,第12回科学技術予測調査 科学技術等の中長期的な将来予測に関するアンケート調査（デルファイ調査）,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/0002000213,2000213,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM346-446FBBFE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM346-446FBBFE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM346-446FBBFE.md,4788,79f2741016f60e8a30457fbbb69661bdd74d924739ff17f677dfba6106df9803,0,1889,官方发布页摘要已保存,,2026-08-22
C-NISTEP-DP240-E8D07DB2,DP:240,2025-06-01,W3,民間企業における費用構造からみた研究開発の状況－「民間企業の研究活動に関する 調査報告」を軸とした分析－,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/0002000216,2000216,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP240-E8D07DB2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP240-E8D07DB2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP240-E8D07DB2.md,145569,96ac3382f7187968f5c923782571a3f2758282c853726416cbd21a7aca77226b,0,55157,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP241-EBC0A29C,DP:241,2025-06-01,W3,専門家が注目する科学技術（注目科学技術）等の可視化・分析システム,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/0002000224,2000224,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP241-EBC0A29C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP241-EBC0A29C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP241-EBC0A29C.md,90621,be63e1ce867d9b622d66b6782a2f40e498c39d66822fd90ff9c5989f2a7bbe5b,0,41121,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR206-ED78B1AB,NR:206,2025-06-01,W3,民間企業の研究活動に関する調査報告2024,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/0002000223,2000223,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR206-ED78B1AB.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR206-ED78B1AB.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR206-ED78B1AB.md,730912,03b69087114667c42a7a5d29e2f69af710f839eb6b5afbc771d55599facc6bfa,0,376205,官方仓储PDF代理全文已保存,,2026-08-22
