报告ID,统一目录报告ID,发布日期,报告名称,官方文类,官方文号,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-EU-STOA-EPRS-ATA-2023-740252,C-EU-STOA-EPRS-ATA-2023-740252,2023-05-02,What if nature taught us how to adapt to climate change?,At a Glance,EPRS_ATA(2023)740252,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)740252,"Over the past 3.8 billion years, nature has been engineering itself to survive. It has also developed efficient and sustainable adaptation mechanisms against changing environmental conditions. To further the EU's political ambitions, could we employ biomimicry to mitigate climate change and achieve climate neutrality?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-740232,C-EU-STOA-EPRS-STU-2023-740232,2023-05-23,"A preparedness plan for Europe: Addressing food, energy and technological security",Study,EPRS_STU(2023)740232,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)740232,"The current situation in Ukraine has led to severe supply chain disruptions, contributing to a sharp increase in food and commodity prices globally and the limitation of fossil fuel imports from Russia to the EU. Moreover, to end Europe's dependence on semiconductor suppliers from Asian countries, it is necessary to take immediate action of a structural nature, involving all EU Member States and all participants in regional supply markets. The overall aim of this study was to identify drivers of ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2023-747420,C-EU-STOA-EPRS-ATA-2023-747420,2023-05-26,What if open strategic autonomy could break the cycle of recurring crises?,At a Glance,EPRS_ATA(2023)747420,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)747420,Open strategic autonomy is about ensuring that the EU has the capacity to cope alone if necessary but without ruling out cooperation whenever possible. It goes some steps beyond smart supply chain management by taking into account geopolitics as well as economic factors. It relies on foresight to identify threats and ensures resilience by anticipating the required responses. Could the resulting preparedness also prevent crises by normalising situations that would otherwise become emergencies?,轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-740225,C-EU-STOA-EPRS-STU-2023-740225,2023-06-02,Decarbonising the fishing sector: Energy efficiency measures and alternative energy solutions for fishing vessels,Study,EPRS_STU(2023)740225,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)740225,"The fishing sector is facing major challenges in the accelerating energy crisis, owing to its high dependency on the stable supply of fossil fuels at low prices. This report reviews the literature on drivers of energy use, identifies potential reduction measures and provides an overview of opportunities for using alternative fuels in the fishing sector. Each measure is evaluated in terms of greenhouse gas emission reduction potential and costs, and challenges and policy options that could facilitate ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-740259,C-EU-STOA-EPRS-STU-2023-740259,2023-06-15,Analysis exploring risks and opportunities linked to the use of collaborative industrial robots in Europe,Study,EPRS_STU(2023)740259,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)740259,"Robot applications, including 'collaborative robots' – cobots – designed to collaborate with humans, are in high demand, with sales and installation figures constantly on the rise. However, it is necessary to analyse the risks and opportunities of this technology and its possible social, economic, and ethical impacts. This study presents the current state of collaborative robotics, its benefits, and its disadvantages, with a special emphasis on key aspects such as safety. It presents possible policy ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-ATA-2023-747441,C-EU-STOA-EPRS-ATA-2023-747441,2023-06-21,What if biosensors could help treat rare diseases?,At a Glance,EPRS_ATA(2023)747441,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)747441,"Most rare diseases are incurable. Research into new diagnostics and therapies is hampered by the low number of patients, limited amount of data, lack of multi-centre coordination and low profitability. Biosensors are a technology that, driven by continuous advances in artificial intelligence, can help disease detection, lower the cost of novel therapies, replace placebo groups in clinical trials and foster patient-centred, personalised (e)-medicine. Governance of biosensor technology involves targeted ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-740249,C-EU-STOA-EPRS-STU-2023-740249,2023-06-28,European streaming platform for national news accessible in all EU languages: Technical feasibility study,Study,EPRS_STU(2023)740249,核心,是,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)740249,"The development of a European digital public space in which all European citizens could inform themselves about current affairs would be a great opportunity. While online platform operators from the United States and China provide various different digital media and also meeting spaces, these often lack democratic discourse and at the same time increase polarisation and division by concentrating and rewarding those types of content that generate outrage. Freedom of expression, and the possibility ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2023-747449,C-EU-STOA-EPRS-ATA-2023-747449,2023-07-07,What if we could make nuclear fusion work?,At a Glance,EPRS_ATA(2023)747449,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)747449,"If it is to achieve the Paris Agreement objective of keeping the rise in global temperature well below 2° C, the EU must consider every possible technology to decarbonise energy production. Nuclear fusion is the process that powers the sun and it can be reproduced on Earth. However, even once the considerable engineering challenges of designing a fusion power plant are overcome, there are major constraints inherent in upscaling fusion power.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-747453,C-EU-STOA-EPRS-STU-2023-747453,2023-09-05,Establishing a horizontal European climate label for products,Study,EPRS_STU(2023)747453,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)747453,"An effective climate labelling scheme requires a methodology, a database, and a label format that allows consistent comparison both within and across product categories. To this end, we analyse the EU product environmental footprint (PEF) methodology, the state of databases on climate footprints, the current knowledge on effective label design, and relevant EU regulation. Based on this analysis, we conclude that further preparation is required before a voluntary, horizontal climate labelling scheme ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2023-753159,C-EU-STOA-EPRS-ATA-2023-753159,2023-10-09,What if algorithms decided what we should eat by looking at our DNA?,At a Glance,EPRS_ATA(2023)753159,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)753159,"Algorithm-generated diets tailored to our individual needs could bring health benefits, but at the cost of having to share our most personal data, such as our DNA. The promises are many, but so are the open questions about interactions between genes, nutrients, environment and health, and the role of socioeconomic factors underlying food choices. Precision nutrition advice, services and products will need to be governed by a range of laws and policies, as they are at the intersection between food ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2023-753162,C-EU-STOA-EPRS-ATA-2023-753162,2023-10-20,What if generative artificial intelligence became conscious?,At a Glance,EPRS_ATA(2023)753162,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)753162,"Generative artificial intelligence applications, such as ChatGPT, are powered through complex learning processes by comprehensive datasets of – potentially dubious – human-created content. There are concerns that such tools could develop consciousness and spark emergent behaviour that is, by definition, unpredictable and therefore potentially unsafe. Do these concerns point to a need to look again at the relevant legislation?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2023-753172,C-EU-STOA-EPRS-ATA-2023-753172,2023-11-17,What if Europe ran out of water?,At a Glance,EPRS_ATA(2023)753172,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)753172,"Globally, it has been estimated that four billion people are facing severe water scarcity. While the situation is not yet critical in Europe, water stress is already a serious issue and climate change is expected to make it worse in the future. What is the extent of the problem, and what solutions are available to avoid running out of water?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-753166,C-EU-STOA-EPRS-STU-2023-753166,2023-11-23,Improving public access to medicines and promoting pharmaceutical innovation,Study,EPRS_STU(2023)753166,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)753166,"Health is a fundamental human right, and achieving equality in access to medicines is crucial for ensuring public health. The current system of innovation strongly relies on the private sector, while remuneration of innovation is mainly based on exclusivities. This system presents several issues, such as innovation being driven by market size, the partial misalignment between industry’s research and development (R&D) priorities and public health goals, access constraints, and the scarcity of disruptive ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-ATA-2023-753182,C-EU-STOA-EPRS-ATA-2023-753182,2023-12-06,What if the EU were energy independent?,At a Glance,EPRS_ATA(2023)753182,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)753182,"The European Union (EU) can aspire to achieve energy independence through the deployment of existing and emerging technologies. Electrification, renewables and energy storage could reduce the EU's reliance on conventional fossil fuels. What are the developments, expectations, concerns and societal implications associated with these technologies? And what initiatives and policies could lead to a resilient EU energy system, through anticipating impacts?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757798,C-EU-STOA-EPRS-STU-2024-757798,2024-02-27,EP Academic Freedom Monitor 2023,Study,EPRS_STU(2024)757798,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757798,"Academic freedom is widely acknowledged both as a fundamental value of present-day higher education and science, and as a prerequisite for well-functioning democratic societies. Yet in recent years, major concerns about the state of academic freedom in the European Union have been raised by various stakeholders. The European Parliament launched an annual EP Academic Freedom Monitor in 2022, aimed at helping to strengthen the protection of academic freedom in the European Union. This report presents ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2024-757796,C-EU-STOA-EPRS-BRI-2024-757796,2024-02-29,Strategic autonomy and the future of nuclear energy in the EU,Briefing,EPRS_BRI(2024)757796,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2024)757796,"Nuclear energy and the promise of cost-effective small modular reactors (SMRs) is high on the EU's policy agenda, against the backdrop of a difficult global geopolitical context and the Union's energy security and climate ambitions. The EU is building a comprehensive strategy for the development and deployment of SMRs, acknowledging their potential benefits and challenges. Innovative nuclear technologies are of significant strategic value, with major steps being taken to increase the supply of advanced ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2024-757797,C-EU-STOA-EPRS-ATA-2024-757797,2024-03-04,What if the problem with cars was not their method of propulsion?,At a Glance,EPRS_ATA(2024)757797,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2024)757797,"The European automotive industry is striving to adapt to market changes driven by the dual green and digital transition. Electrification has become the main strategy for reducing CO2 emissions, especially in urban traffic. At the same time, the average size and weight of cars have greatly increased. Big electric cars are the trend, but are they really the solution? Could better planning and optimisation of resources help?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757806,C-EU-STOA-EPRS-STU-2024-757806,2024-04-17,Alternative protein sources for food and feed,Study,EPRS_STU(2024)757806,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757806,"Alternative proteins are of increasing interest in terms of their potential to improve food security and reduce the environmental impacts of food and feed production. This study assesses the current state and future prospects of protein production globally and in the EU to 2050, with a focus on conventional and alternative protein sources for food and feed. While projections show increased conventional protein needs up to 2050, climate change necessitates exploring non-linear scenarios and the potential ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757793,C-EU-STOA-EPRS-STU-2024-757793,2024-05-22,Health consequences of prolonged exposure to multiple industrial air pollutants,Study,EPRS_STU(2024)757793,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757793,"Air pollution is the single most significant environmental health risk in the European Union, causing chronic disease and premature mortality. Some 300 000 premature deaths are caused by fine particulate matter annually in the EU, and the annual economic cost of air pollution is at least €330 billion. Industrial plants are a significant source of air pollution, releasing a wide range of harmful pollutants that can seriously impact on human health and the environment. While previous research has examined ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757794,C-EU-STOA-EPRS-STU-2024-757794,2024-05-23,Addressing challenges to European multi-country collaboration models for rare diseases,Study,EPRS_STU(2024)757794,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757794,"Rare diseases – defined as diseases that affect no more than one person in 2 000 – currently impact between 30 and 35 million EU citizens. Limited patient volume hinders research on these diseases, to the detriment of understanding of their biology, recruitment to clinical trials and survival rates. Real-time sharing of primary health data within and between rare disease healthcare centres and across Member States is feasible but there are obstacles. This report focuses on childhood cancer as a rare ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757804,C-EU-STOA-EPRS-STU-2024-757804,2024-06-13,Horizon Europe: Protecting academic freedom,Study,EPRS_STU(2024)757804,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757804,"Academic freedom is a fundamental principle of any university and research system or institution, and is essential for a healthy democracy. The concept can be traced back to the birth of the Humboldtian research university model in Germany in the early 1800s. Despite international declarations and constitutional and legal protections, in recent years there has been renewed interest in academic freedom around the world owing to major challenges and threats from governments, industry and civil society ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2024-762846,C-EU-STOA-EPRS-ATA-2024-762846,2024-06-19,"What if focusing on the system, not just the symptoms, were key to health?",At a Glance,EPRS_ATA(2024)762846,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2024)762846,"Exposure to 'forever chemicals', air pollution, stress and many other factors depends on where a person lives and their lifestyle choices. These exposures combine over the course of a lifetime, affecting human biology and health. The 'exposome' concept offers a framework for understanding and analysing this complex reality, and ultimately for informing the shaping of evidence-based policy on chemicals, food and the workplace, as well as on pollution, public health and the environment more generally ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-762843,C-EU-STOA-EPRS-STU-2024-762843,2024-06-26,Exploring the viability of innovative fishing technologies as an alternative to bottom trawling in European marine protected areas: An environmental and socioeconomic analysis,Study,EPRS_STU(2024)762843,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)762843,"Fisheries in Europe's marine environment use different types of mobile and static fishing gears that come into contact with the seabed, including mobile bottom-contacting gears (MBCGs) towed through the water and across the seabed. This study explores: the innovative gears that could be deployed as an alternative to the exclusion of bottom trawling in EU marine protected areas (MPAs); the efficacy and feasibility of implementing such innovations; and the environmental and socioeconomic effects on ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757808,C-EU-STOA-EPRS-STU-2024-757808,2024-06-28,Digital product passport for the textile sector,Study,EPRS_STU(2024)757808,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757808,"A European digital product passport (DPP) could enhance textile industry traceability, circularity, and transparency. This study focuses on the possibility to introduce a DPP, framed within the European Union's strategy for sustainable and circular textiles. It examines the potential, needs, benefits, and challenges associated with deploying a DPP for all stakeholders throughout the European textile sector's value chain. A DPP could benefit all actors in this complex value chain, including producers ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757823,C-EU-STOA-EPRS-STU-2024-757823,2024-07-02,Horizon Europe support for the European Green Deal,Study,EPRS_STU(2024)757823,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757823,"The European Green Deal, aimed at making the EU climate neutral by 2050, outlines a comprehensive approach to sustainability, requiring profound transformation across all industrial sectors. Horizon Europe, the EU's foremost research and innovation programme, can be a critical enabler, providing the necessary funding, framework and innovation pathways to support this transition. Employing a combination of desk research and stakeholder consultations, this study evaluates Horizon Europe's alignment ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757813,C-EU-STOA-EPRS-STU-2024-757813,2024-07-04,The Horizon Europe Programme: A strategic assessment of selected items,Study,EPRS_STU(2024)757813,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757813,"Horizon Europe is the EU's key funding programme for research and innovation, containing ambitious commitments to scientific progress, climate neutrality, and improving the EU's competitiveness and growth. This study evaluates the following selected items in Horizon Europe: the evolution of calls and funding, adoption of the Common Model Grant Agreement (CMGA), implementation of the strategic plan, discontinuation of the Future and Emerging Technologies (FET) Flagship, the participation barriers ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-STU-2024-762845,C-EU-STOA-EPRS-STU-2024-762845,2024-07-08,Closing the blue loops: Responsible and sustainable innovation in the fields of water and ocean,Study,EPRS_STU(2024)762845,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)762845,"This report evaluates the need and scope for an EIT Knowledge and Innovation Community (KIC) focused on water, marine, and maritime areas (KIC WMM). It identifies existing gaps in innovation ecosystems and recommends thematic focus areas with the highest potential for technological development, market deployment, and benefits for EU citizens. Key stakeholders, public engagement methods, funding mechanisms, and legal and regulatory barriers are analysed. Policy options are provided to foster innovation ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-762848,C-EU-STOA-EPRS-STU-2024-762848,2024-07-17,The role of research and innovation in ensuring a safe and sustainable supply of critical raw materials in the EU,Study,EPRS_STU(2024)762848,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)762848,"This study aims to illuminate the role of research and innovation (R&I) in ensuring a safe and sustainable supply of critical raw materials (CRM). It provides background information on CRMs, related EU policies, sustainability issues, and public controversy, tying all these in with their respective R&I needs. The study reviews the role of R&I and cooperation in securing the EU's raw material supply, highlighting the significance of R&I along the value chain and analysing patenting activities and ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-STU-2024-762850,C-EU-STOA-EPRS-STU-2024-762850,2024-07-23,Identifying data gaps in the textile industry and assessing current initiatives to address them,Study,EPRS_STU(2024)762850,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)762850,"This study identifies data gaps throughout the textile industry supply and value chains, from fibre to the end of product life stage and assesses current initiatives addressing them. It also exposes the following challenges: missing data, data accessibility, data management, reliability and relevance, mandatory or non-mandatory data collection, data sharing, and data cost issues. Drawing on a literature review, 17 stakeholder interviews and 2 expert workshops, the study gathers essential insights ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2024-757807,C-EU-STOA-EPRS-STU-2024-757807,2024-07-24,"The protection of mental privacy in the area of neuroscience - Societal, legal and ethical challenges",Study,EPRS_STU(2024)757807,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2024)757807,"Advances in (neuro)technological development have led to an increase in the use and accessibility of neurotechnologies (NT), allowing brain activity to be recorded, analysed and manipulated by neurotechnological devices. While they were originally used only for clinical purposes, they are becoming more and more attractive for healthy populations willing to enhance their cognitive or physical abilities. Consumer-grade devices can be acquired and used by lay persons without supervision in work, education ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2024-762859,C-EU-STOA-EPRS-ATA-2024-762859,2024-09-04,What if electrification transformed the EU economy?,At a Glance,EPRS_ATA(2024)762859,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2024)762859,"Electrification is the process of replacing technologies and systems that rely on fossil fuels with those powered by electricity, often sourced from renewable energy. Electrification is gaining momentum across many sectors, including transport, buildings and industry, driven by the EU's climate ambition and security of supply. As the cost of renewable energy technologies like solar and wind continues to fall, electrification presents an opportunity to reshape the European economy, enhancing competitiveness ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2024-762870,C-EU-STOA-EPRS-ATA-2024-762870,2024-10-16,What if we ran out of copper?,At a Glance,EPRS_ATA(2024)762870,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2024)762870,"Copper is a relatively common element with a variety of suppliers, and that should typically mean a stable market. However, the copper market has recently been showing unusual instability. New EU legislation, though not always directly related, seems to be having a significant impact on copper prices. This is the case for the Chips Act and the Critical Raw Materials Act – designed to make EU industry more resilient by improving strategic autonomy – but also for laws concerning energy, artificial ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2024-762881,C-EU-STOA-EPRS-ATA-2024-762881,2024-11-22,What if Europe championed new AI hardware?,At a Glance,EPRS_ATA(2024)762881,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2024)762881,"Europe could gain competitive edge by supporting the development of new hardware for artificial intelligence (AI). Current state-of-the-art hardware is not optimised for machine learning, and both academic and private sector research is already leading to new designs. At the same time, the need for more time- and energy-efficient machine-learning hardware is increasing as more consumers and companies want access to machine-learning applications. The European Union (EU) has the opportunity to leverage ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2025-765776,C-EU-STOA-EPRS-BRI-2025-765776,2025-02-04,EP Academic Freedom Monitor 2024: Key findings and policy options,Briefing,EPRS_BRI(2025)765776,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2025)765776,"The 2024 edition of the European Parliament's Academic Freedom Monitor consists of two studies, to be published shortly, with joint key findings and policy options that are summarised in this briefing. The first study, 'Analysis of the state of de facto academic freedom in the EU', examines various measurements of academic freedom across the EU Member States. It also analyses the main threats to academic freedom and their impacts in 10 Member States through a qualitative data analysis, with input ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2025-765781,C-EU-STOA-EPRS-ATA-2025-765781,2025-02-21,What if orbital debris destroyed satellites?,At a Glance,EPRS_ATA(2025)765781,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2025)765781,"Space technologies are playing an increasingly critical role in communications, defence and research. As more satellites are launched, there is a growing risk of collision, and of satellites becoming military targets. Satellite-debris collisions have the potential to destroy not just one or two but many satellites, preventing the use of those orbits for years. Although de-orbiting satellites at a faster pace may be a solution, orbital debris falling back to Earth can cause environmental harm. Europe ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2025-765788,C-EU-STOA-EPRS-ATA-2025-765788,2025-03-14,What if we use clean tech to source critical raw materials within the EU?,At a Glance,EPRS_ATA(2025)765788,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2025)765788,"New methods are now available for processing mined metal ores that produce essentially no pollution compared to existing techniques. The large-scale development of these methods would allow EU mines to reopen, greatly contributing to EU sovereignty targets while lowering carbon emissions. Demonstrations of these technologies in Europe already exist at industrial scale, and current regulatory frameworks could be adapted to accommodate and promote their use. With the rollout of carbon pricing on imports ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2025-762887,C-EU-STOA-EPRS-STU-2025-762887,2025-04-07,Academic Freedom Monitor 2024: Overview of de jure academic freedom protection,Study,EPRS_STU(2025)762887,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2025)762887,"Academic freedom is widely recognised as a fundamental value of contemporary higher education and research, and is often presented as a prerequisite for well-functioning democratic societies. However, in recent years, major concerns have been expressed by various stakeholders about the state of academic freedom in the European Union. The European Parliament launched an annual EP Academic Freedom Monitor in 2022, to help improve the promotion and protection of academic freedom in the European Union ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2025-765775,C-EU-STOA-EPRS-STU-2025-765775,2025-04-11,Academic Freedom Monitor 2024: Analysis of de facto state of academic freedom in the EU - Country overview,Study,EPRS_STU(2025)765775,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2025)765775,"Academic freedom is widely recognised as a fundamental value of contemporary higher education and science, and as a prerequisite for well-functioning democratic societies. However, in recent years, major concerns have been expressed by various stakeholders about the state of academic freedom in the European Union. The European Parliament launched an annual EP Academic Freedom Monitor in 2022, to help improve the promotion and protection of academic freedom in the European Union. This report presents ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2025-765769,C-EU-STOA-EPRS-STU-2025-765769,2025-04-11,The future of water availability and use in the EU: A foresight study and policy options to address water scarcity,Study,EPRS_STU(2025)765769,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2025)765769,"This study aims to offer an in-depth analysis of water scarcity, availability, and usage in the face of climate change. By employing a comprehensive foresight methodology that includes an extensive literature review, qualitative and quantitative data analysis, and broad stakeholder consultation, the research provides a detailed overview of current water availability and consumption within the European Union (EU). It highlights the current and projected trends related to water resources, identifying ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2025-765791,C-EU-STOA-EPRS-STU-2025-765791,2025-04-30,"Human exposome research: Potential, limitations and public policy implications",Study,EPRS_STU(2025)765791,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2025)765791,"This report examines the emerging field of exposomics, which studies the cumulative impact of environmental exposures on human health. It highlights the limitations of established environmental health research and advocates a more comprehensive approach. The report explores exposomics' application in various sectors, including urban planning, chemical safety, climate adaptation, child health, workplace safety, clinical practice, and citizen empowerment. It emphasises the need for improved exposure ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2025-765798,C-EU-STOA-EPRS-STU-2025-765798,2025-06-18,Promoting healthy ageing in the EU: Unravelling the interplay between health and socio-demographic factors,Study,EPRS_STU(2025)765798,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2025)765798,"This study addresses the interplay between the health and socio-demographic conditions characterising the EU's ageing population, focused on populations at risk of social inequality, to provide information that policymakers can use to promote healthy ageing. The goal of the study is to compare trends in healthy life years across both populations (countries) and specific populations (by gender and level of education), and to address the social inequalities associated with healthy ageing so that we ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2025-765780,C-EU-STOA-EPRS-STU-2025-765780,2025-06-19,Evolution and/or disruption? Designing the next Framework Programme for Research and Innovation,Study,EPRS_STU(2025)765780,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2025)765780,"This study explores the design of future Framework Programmes for Research and Innovation (R&I) in the European Union. Employing a foresight methodology – comprising a literature review, case studies, scenarios and foresight workshops with stakeholders – the study examines prevailing discourses on Framework Programme structures, identifies key R&I trends, and analyses the challenges posed by current developments. It presents a set of hypothetical programme structures alongside policy recommendations ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
