报告ID,发布日期,观察窗,材料类型,原始类型,报告名称,作者,资料角色,项目分类,中国关联层级,科技关联层级,主题标签,筛选依据,官方落地页,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NBR-0540D61F1A,2026-02-27,W3,NBR政策简报,Brief,The Road Ahead for AI in Vietnam Why Implementation of Its Law on AI Will Determine Competitiveness,Nigel Cory,作者/项目正式研究,AI Governance,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-road-ahead-for-ai-in-vietnam-why-implementation-of-its-law-on-ai-will-determine-competitiveness/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-0540D61F1A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-0540D61F1A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-0540D61F1A.md,184421,5a71c27d75bd69f8ae8969da08c9f842a5c44f34e8469bd018d218d72ad374e6,0,17180,官方网页全文已保存,,2026-08-22
C-NBR-6084BD1D5B,2026-03-09,W3,NBR政策简报,Brief,South Korea’s Approach to AI Governance Mitigating Risks and Ensuring AI Safety,Myuhng-Joo Kim,作者/项目正式研究,AI Governance,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/south-koreas-approach-to-ai-governance-mitigating-risks-and-ensuring-ai-safety/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-6084BD1D5B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-6084BD1D5B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-6084BD1D5B.md,181807,b3164613bff1bf87a9871e0d964652f721aacbd80a69e9b4f74e8c249f6cc305,0,15799,官方网页全文已保存,,2026-08-22
C-NBR-84A865AEBE,2026-03-09,W3,NBR政策简报,Brief,Taiwan’s Emerging AI Governance Building from the Basic Act to the Hard Questions of Data and Copyright,Kai-Shen Huang,作者/项目正式研究,AI Governance,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/taiwans-emerging-ai-governance-building-from-the-basic-act-to-the-hard-questions-of-data-and-copyright/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-huang-mar26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-84A865AEBE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-84A865AEBE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-84A865AEBE.md,597392,2c9f8cda1496a0a3161116d09119f1f0fcced0a032db693fe7299786d7168e43,5,20763,官方PDF已保存并校验,,2026-08-22
C-NBR-C6742C498F,2026-03-09,W3,NBR政策简报,Brief,The Indo-Pacific as the Epicenter of AI Risk,Husan Chahal,作者/项目正式研究,AI Governance,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-indo-pacific-as-the-epicenter-of-ai-risk/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-C6742C498F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-C6742C498F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-C6742C498F.md,183129,9b73e5b76040ad0daa8b9e2b3ac00431f37415f48b817f45a47d9f6e8485b1cc,0,17420,官方网页全文已保存,,2026-08-22
C-NBR-6B746EB4BD,2026-03-20,W3,NBR政策简报,Brief,A Framework for Deeper U.S.-Japan Quantum Cooperation,Hodan Omaar,作者/项目正式研究,Quantum Computing,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/a-framework-for-deeper-u-s-japan-quantum-cooperation/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-omaar-mar26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-6B746EB4BD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-6B746EB4BD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-6B746EB4BD.md,289750,76e0e3228226380cb32854da0bc26b6fae27ba179e2b9ca0ff5c8d96942fac2e,5,18796,官方PDF已保存并校验,,2026-08-22
C-NBR-C798226BE4,2026-03-20,W3,NBR政策简报,Brief,Japan’s Next Moonshot: Leadership in High-Performance Computing Coupled with Quantum Computing Technology,Ulrike Schaede,作者/项目正式研究,Quantum Computing,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/japans-next-moonshot-leadership-in-high-performance-computing-coupled-with-quantum-computing-technology/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-schaede-mar26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-C798226BE4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-C798226BE4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-C798226BE4.md,829957,526e067546501abb1bda9fb328a8ad13ffa8d73117cad80e9d6a54e79155fe7d,5,17949,官方PDF已保存并校验,,2026-08-22
C-NBR-9790F299C4,2026-03-25,W3,NBR研究报告,Report,Analyzing National Quantum-Computing Ecosystems in the Indo-Pacific,Hodan Omaar,作者/项目正式研究,Quantum Computing,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/analyzing-national-quantum-computing-ecosystems-in-the-indo-pacific/,https://www.nbr.org/wp-content/uploads/pdfs/publications/report-omaar-mar26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-9790F299C4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-9790F299C4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-9790F299C4.md,585975,3da9a4371437a7140ec5840b9a64509f0f55a56f74d7d8df9337140d81b8ee88,20,79178,官方PDF已保存并校验,,2026-08-22
C-NBR-F823065DA8,2026-05-12,W3,NBR政策简报,Brief,The Indo-Pacific and the Challenge of Multilateral AI Governance,Renan Araujo,作者/项目正式研究,AI Governance,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-indo-pacific-and-the-challenge-of-multilateral-ai-governance/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-F823065DA8.md,187748,9975f76cd44903a31d298a79b86cdbc1a1f807b0e9a85aa3233403e5da8e877b,0,20113,官方网页全文已保存,,2026-08-22
C-NBR-455E9B5B08,2026-05-18,W3,NBR政策简报,Brief,Diverging AI Governance Structures in the Indo-Pacific,Ryan Calo and Xinzi Lyu,作者/项目正式研究,AI Governance,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/diverging-ai-governance-structures-in-the-indo-pacific/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-455E9B5B08.md,194793,29e3ae024497d4ef1b9ea2d20c5cc7eaa67aa75f6daaa024c08cbdd303d0abb7,0,27807,官方网页全文已保存,,2026-08-22
C-NBR-83B6A4C996,2026-06-04,W3,NBR评论,Commentary,South Korea’s Critical Minerals Balancing Act,Jaemin Baek,作者评论或论文,Critical Minerals,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/south-koreas-critical-minerals-balancing-act/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-baek-jun26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-83B6A4C996.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-83B6A4C996.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-83B6A4C996.md,657731,1baf63fdac0294f0d130594bff53d8f3aab69d4daae544b31905a275ae1f9a19,5,16514,官方PDF已保存并校验,,2026-08-22
C-NBR-68BA73979C,2026-07-14,W3,NBR评论,Commentary,The Cybersecurity Case for Korean Cloud Reform Financial Sector Reforms Are the Model to Follow,Nigel Cory,作者评论或论文,Cybersecurity,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-cybersecurity-case-for-korean-cloud-reform-financial-sector-reforms-are-the-model-to-follow/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-68BA73979C.md,194736,f814abc89544d8b8d3eaf113ed03de224dccb1ec76e7740c1c204338aeff2e40,0,28492,官方网页全文已保存,,2026-08-22
C-NBR-B3D77EE488,2026-07-14,W3,NBR评论,Commentary,The World Data Organization China's Influence on Global Data Governance,Nigel Cory,作者评论或论文,Global Data Governance,直接涉华科技,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-world-data-organization-chinas-expanding-influence-on-global-data/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-B3D77EE488.md,192700,ec547763420b374218b7315f2abd305328a2839f183135dcbddbd78bc7514ccf,0,26122,官方网页全文已保存,,2026-08-22
C-NBR-38676F46AC,2026-08-06,W3,NBR评论,Commentary,Digital Regulation in Asia: Assessing South Korea's Outlier Approach,Laura Sallstrom,作者评论或论文,Digital Regulation,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/digital-regulation-in-asia-assessing-south-koreas-outlier-approach/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-sallstrom-aug26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-38676F46AC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-38676F46AC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-38676F46AC.md,548214,968912e806714d0897a56cfbe9007a760b3247ad8e6bdf07833f1d6069bea23a,7,28251,官方PDF已保存并校验,,2026-08-22
C-NBR-004A59E9B6,2026-08-19,W3,NBR研究报告,Report,Achieving Cyber Risk Resilience Analyzing Alternative Policy Approaches,"Andrew Grotto, Jonathon Marek, and Doug Strub",作者/项目正式研究,Cybersecurity,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/achieving-cyber-risk-resilience-analyzing-alternative-policy-approaches/,https://www.nbr.org/wp-content/uploads/pdfs/publications/sr122_achieving_cyber_risk_resilience_aug2026.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-004A59E9B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-004A59E9B6.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-004A59E9B6.md,7015102,45376c65c91a608ad3d455a803383541f0f9359e5e7f7e4382b5c5a32ea9fe9a,100,328001,官方PDF已保存并校验,,2026-08-22
