报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,语言,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-STEPI-A0204-29,29,A0204,기타연구,2019-12-27,W2,[Fellowship] 공공기술 기반 창업 활성화를 위한 지원제도 개선방안 연구,봉강호,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=29,https://www.stepi.re.kr/common/report/Download.do?reIdx=29&streFileNm=A0204_29&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-29.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-29.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-29.md,1208429,5748a6e208eca67ce88cc09ea980fda5e0c78b54490562f226ce4ae3c222c21c,66,62640,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-30,30,A0204,기타연구,2019-12-27,W2,[Fellowship] 오픈 API를 활용한 디지털 사회혁신 거버넌스 사례에 관한 연구,"황정윤
										
										외 2명",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=30,https://www.stepi.re.kr/common/report/Download.do?reIdx=30&streFileNm=A0204_30&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-30.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-30.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-30.md,699863,7f58fdf4ed5f58e8c1bd9b93bf30ad981e4c1d5d3b72f387eef24a589bcbb8f9,55,49344,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-31,31,A0204,기타연구,2019-12-27,W2,[Fellowship] 드론의 사회적 가치 제고를 위한 활용 방안 - 개발도상국의 공간정보 격차 해소 사례연구 -,박재현,韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=31,https://www.stepi.re.kr/common/report/Download.do?reIdx=31&streFileNm=A0204_31&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-31.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-31.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-31.md,1563336,72b90b1924e85c538f6acf31b6f22168c306be4584eb2a3eb8ecb32243ab951b,78,95871,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-32,32,A0204,기타연구,2019-12-27,W2,[Fellowship] R&D 협력과 기업의 기술혁신 유인 한국 제조업을 중심으로 - 경쟁자와의 R&D 협력과 무임승차 -,박범주,韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=32,https://www.stepi.re.kr/common/report/Download.do?reIdx=32&streFileNm=A0204_32&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-32.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-32.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-32.md,505146,1ce03c1138263675540c69334e6c001fde484f04fa2baf44a5d80a22138a3506,49,54579,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-33,33,A0204,기타연구,2020-05-26,W2,[Korea Report] 한국의 코로나19 대응 현황과 주요 동인,"이명화
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=33,,,,,0,,0,0,官方目录无PDF正文,官方目录无PDF,,2026-08-22
C-STEPI-A0204-34,34,A0204,기타연구,2020-12-15,W2,[Korea Report II]National Policy Transition in the COVID-19 Pandemic Era: Responding to Grand Challenges,"Caroline Paunov
										
										외 7명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=34,https://www.stepi.re.kr/common/report/Download.do?reIdx=34&streFileNm=a10abc1f-4394-4100-9c8a-1c9a47a3a8eb.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-34.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-34.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-34.md,2096713,2bde0bf746a862fd2dd6caa4c109d1e02940585d0719aeb1098139194bdf48f7,130,239981,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-36,36,A0204,기타연구,2021-02-23,W2,한국의 혁신창업생태계 대시보드,"김영환
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=36,,,,,0,,0,0,官方目录无PDF正文,官方目录无PDF,,2026-08-22
C-STEPI-A0204-37,37,A0204,기타연구,2020-12-31,W2,오슬로 매뉴얼 2018 (제4판): 혁신 관련 데이터의 수집ㆍ보고ㆍ활용을 위한 지침 - 과학ㆍ기술ㆍ혁신활동의 측정,"이정우
										
										외 6명",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=37,https://www.stepi.re.kr/common/report/Download.do?reIdx=37&streFileNm=35470a4b-4665-41b9-a896-bbe66b1825e8.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-37.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-37.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-37.md,3970027,4301bb4fe7e022647974cb0222a39dc221fac9793c5f18b2181e7ee00815d0a6,316,473146,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-38,38,A0204,기타연구,2020-12-31,W2,(2020 STEPI Fellowship) 지식기반 스마트 특성화 - 동아시아의 신산업 창출 경로를 중심으로,엄원섭,韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=38,https://www.stepi.re.kr/common/report/Download.do?reIdx=38&streFileNm=b9bb22f1-a4ed-4081-bcd7-ea84b4d898f8.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-38.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-38.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-38.md,1262139,47506952e538eb98c2465888af38997e16dfac9bcac5ff67850e1421a9cad543,71,67234,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-39,39,A0204,기타연구,2020-12-31,W2,(2020 STEPI Fellowship) 완전 자율주행차 상용화를 위한  국제규범과 국내법제도의 조화,박주희,韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=39,https://www.stepi.re.kr/common/report/Download.do?reIdx=39&streFileNm=1776212d-60d4-425d-acc2-0fa2b866c8eb.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-39.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-39.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-39.md,664075,845d5f5e7cc2f8488225a846d58ee17eec3030f67b732b70ef1986c3f5c12bfb,76,91479,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-40,40,A0204,기타연구,2020-12-31,W2,(2020 STEPI Fellowship) 개발도상국의 경제발전에 ICT부문 ODA가 미치는 영향에 관한 연구,박건우,韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=40,https://www.stepi.re.kr/common/report/Download.do?reIdx=40&streFileNm=89810d57-003b-4d1c-a551-29d2adcfef04.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-40.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-40.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-40.md,688359,a55faae206d510ba39cef587d6130322b3903fe05603132194d9c1f80c72e71b,65,56261,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-41,41,A0204,기타연구,2020-12-31,W2,(2020 STEPI Fellowship) 포스트코로나 시대에 대응하는 그린뉴딜 정책의 경제적 파급효과 -과학기술정책에 대한 시사점-,이소영,韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=41,https://www.stepi.re.kr/common/report/Download.do?reIdx=41&streFileNm=ea2b476f-78d7-4827-af4e-f99ce57ea4f3.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-41.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-41.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-41.md,561742,2839880c10730b08162f293c15c2ff42bd8879a03cdc6fb3ed69f399eb24ed33,48,44333,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-42,42,A0204,기타연구,2020-12-31,W2,(2020 STEPI Fellowship) 김정은 시대 북한 ‘과학기술 중시 정책’과 남북 간 과학기술 교류협력,모춘흥,韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=42,https://www.stepi.re.kr/common/report/Download.do?reIdx=42&streFileNm=85ca4a06-b3c5-44cc-8385-7783d34f9766.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-42.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-42.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-42.md,430575,441884cc0bc2d8ff8cdee710b16f9855905f794f4449976fe45067d791348efd,39,38907,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-43,43,A0204,기타연구,2020-12-31,W2,"(2020 STEPI Fellowship) 미중기술패권 경쟁과 시사점 화웨이, 틱톡, 텐허 분쟁사례를 중심으로",윤혜령,韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=43,https://www.stepi.re.kr/common/report/Download.do?reIdx=43&streFileNm=f1f2745c-0b2d-4da0-9e32-2b1fbab7b429.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-43.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-43.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-43.md,483066,bc700da2023d296907f0f2be6205c66f95da30456fbccd49eff661799c1285f0,36,31873,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-44,44,A0204,기타연구,2020-12-31,W2,(2020 STEPI Fellowship) 연구인력 직무훈련이 기업의 기술적 지식 스톡과 연구 생산성의 관계에 미치는 영향 한국 제조업 기업을 중심으로,김동규 이창양,韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=44,https://www.stepi.re.kr/common/report/Download.do?reIdx=44&streFileNm=ad17da4e-e6e2-467e-8475-9a18d9894aa2.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-44.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-44.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-44.md,631623,07394c0b75481f6f5522a77d765040151e07613562aed1e57f9b4b4a31e4699a,54,62142,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-46,46,A0204,기타연구,2021-06-30,W2,한국의 혁신창업생태계 대시보드(2021년 1분기),김영환,韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=46,https://www.stepi.re.kr/common/report/Download.do?reIdx=46&streFileNm=71dbe178-8409-491d-9b2c-9126de291dd1.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-46.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-46.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-46.md,12634361,02458ce80c124cc94bf9eb30d788e6a82bfee7a938188d5a85071a912ca940bb,11,276,图像型PDF，OCR待补,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-63,63,A0204,기타연구,2021-08-18,W2,한국의 혁신창업생태계 대시보드(21년 2분기),김영환,韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=63,https://www.stepi.re.kr/common/report/Download.do?reIdx=63&streFileNm=8c1c4b60-a7a3-493f-82ba-79b06769459d.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-63.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-63.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-63.md,12484320,6ad52d72e480f70119eb8bd57bc97b3d932dfed1c8fca1fe992e348b0787a507,11,276,图像型PDF，OCR待补,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-64,64,A0204,기타연구,2021-10-29,W2,[국가별보고서 제1호] 일본의 스마트제조혁신 정책 분석 : 주요 현황과 시사점,"오윤환
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=64,https://www.stepi.re.kr/common/report/Download.do?reIdx=64&streFileNm=949056e9-5e27-4d3f-9bc4-987f7f2efd05.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-64.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-64.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-64.md,5026090,0646c37935ea65be2bcfcb17c3332e28e9cc9bc4a939f34bcac18d236056d8c0,78,47887,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-65,65,A0204,기타연구,2021-11-29,W2,[국가별보고서 제2호] 중국의 스마트제조혁신 정책 분석 : 주요 현황과 시사점,"오윤환
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=65,https://www.stepi.re.kr/common/report/Download.do?reIdx=65&streFileNm=3a4eb78f-9afc-4096-92f0-98bc13a08add.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-65.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-65.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-65.md,12542557,251fc81117fcfb527f030418b963897947b04496425f012ce143769901d99dd6,74,45510,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-66,66,A0204,기타연구,2021-12-09,W2,한국의 혁신창업생태계 대시보드(21년 3분기),김영환,韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=66,https://www.stepi.re.kr/common/report/Download.do?reIdx=66&streFileNm=778b70fa-0030-447b-be31-e0bad0038159.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-66.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-66.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-66.md,2560864,10cbf11cd58e23910fd91c95cdba4d1beb4481614ab0a1b1637e5d5b1c425cf7,11,9623,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-67,67,A0204,기타연구,2021-12-03,W2,[국가별보고서 제3호] 독일의 스마트제조혁신 정책 분석 : 주요 현황과 시사점,"오윤환
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=67,https://www.stepi.re.kr/common/report/Download.do?reIdx=67&streFileNm=9ec4612e-2ffc-4fcc-b07a-0df85dae4801.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-67.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-67.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-67.md,9264944,781502dfa9d42a1ed244636d6e948a6fe6c02b486929d5165cb76b08a71680ce,70,32378,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-69,69,A0204,기타연구,2022-01-25,W3,한국의 혁신창업생태계 대시보드(21년 4분기),김영환,韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=69,https://www.stepi.re.kr/common/report/Download.do?reIdx=69&streFileNm=92d07fb9-7598-4a5c-8b87-77686af5efea.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-69.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-69.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-69.md,2555681,ad1f699d656faf05c87c0ca71493b3fefca7d0b1dd17772e5eb609629feb6e05,11,9675,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-70,70,A0204,기타연구,2022-03-30,W3,2021 한국의 혁신창업생태계 대시보드,"김영환
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=70,https://www.stepi.re.kr/common/report/Download.do?reIdx=70&streFileNm=2405c343-8369-407d-bcaa-9086f1fe8ba3.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-70.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-70.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-70.md,2829834,901464bfe0b78ec86b5a9682f561005a7ea0b447574acd6f4edfd6a2f48fd52f,149,118119,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0204-71,71,A0204,기타연구,2022-03-31,W3,한국의 혁신창업생태계 대시보드(22년 1분기),"김영환
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=71,https://www.stepi.re.kr/common/report/Download.do?reIdx=71&streFileNm=cb02bccf-5af6-42be-afc6-c7497cbf66ff.pdf&cateCont=A0204&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-71.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-71.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0204-71.md,4095026,8e86021ef4bbf65ebfbb4a91af6bdd9d183b5f93479910bc35963fc0f3506e7a,11,10109,可检索文本,官方PDF已保存并校验,,2026-08-22
