主题标签,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,官方摘要,本地原始资产,本地文本,官方落地页
军民融合与国防科技,C-CSET-7460,2021-09-14,W2,CSET原创研究报告,AI Education in China and the United States,作者/项目正式研究,"A globally competitive AI workforce hinges on the education, development, and sustainment of the best and brightest AI talent. This issue brief compares efforts to integrate AI education in China and the United States, and what advantages and disadvantages this entails. The authors consider key differences in system design and oversight, as well as strategic planning. They then explore implications for the U.S. national security community.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7460.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7460.txt,https://cset.georgetown.edu/publication/ai-education-in-china-and-the-united-states/
军民融合与国防科技,C-CSET-7533,2021-09-21,W2,CSET原创研究报告,Robot Hacking Games,作者/项目正式研究,"Software vulnerability discovery, patching, and exploitation—collectively known as the vulnerability lifecycle—is time consuming and labor intensive. Automating the process could significantly improve software security and offensive hacking. The Defense Advanced Research Projects Agency’s Cyber Grand Challenge supported teams of researchers from 2014 to 2016 that worked to create these tools. China took notice. In 2017, China hosted its first Robot Hacking Game, seeking to automate the software vulnerability lifecycle. Since then, China has hosted seven such competitions and the People’s Liberation Army has increased its role in hosting the games.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7533.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7533.txt,https://cset.georgetown.edu/publication/robot-hacking-games/
数字治理与网络安全,C-CSET-7533,2021-09-21,W2,CSET原创研究报告,Robot Hacking Games,作者/项目正式研究,"Software vulnerability discovery, patching, and exploitation—collectively known as the vulnerability lifecycle—is time consuming and labor intensive. Automating the process could significantly improve software security and offensive hacking. The Defense Advanced Research Projects Agency’s Cyber Grand Challenge supported teams of researchers from 2014 to 2016 that worked to create these tools. China took notice. In 2017, China hosted its first Robot Hacking Game, seeking to automate the software vulnerability lifecycle. Since then, China has hosted seven such competitions and the People’s Liberation Army has increased its role in hosting the games.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7533.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7533.txt,https://cset.georgetown.edu/publication/robot-hacking-games/
航天与其他前沿技术,C-CSET-7533,2021-09-21,W2,CSET原创研究报告,Robot Hacking Games,作者/项目正式研究,"Software vulnerability discovery, patching, and exploitation—collectively known as the vulnerability lifecycle—is time consuming and labor intensive. Automating the process could significantly improve software security and offensive hacking. The Defense Advanced Research Projects Agency’s Cyber Grand Challenge supported teams of researchers from 2014 to 2016 that worked to create these tools. China took notice. In 2017, China hosted its first Robot Hacking Game, seeking to automate the software vulnerability lifecycle. Since then, China has hosted seven such competitions and the People’s Liberation Army has increased its role in hosting the games.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7533.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7533.txt,https://cset.georgetown.edu/publication/robot-hacking-games/
人工智能与算力,C-CSET-7882,2021-10-26,W2,CSET原创研究报告,"No Permits, No Fabs",作者/项目正式研究,"Congress has advanced legislation to appropriate $52 billion in funding for the CHIPS for America Act, which aims to increase semiconductor manufacturing and supply chain resilience in the United States. But more can be done to improve the resiliency of U.S. access to microelectronics beyond manufacturing incentives. This report outlines infrastructure investments and regulatory reforms that could make the United States a more attractive place to build new chipmaking capacity and ensure continued U.S. access to key inputs for semiconductor manufacturing.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7882.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7882.txt,https://cset.georgetown.edu/publication/no-permits-no-fabs/
技术转移与出口管制,C-CSET-7882,2021-10-26,W2,CSET原创研究报告,"No Permits, No Fabs",作者/项目正式研究,"Congress has advanced legislation to appropriate $52 billion in funding for the CHIPS for America Act, which aims to increase semiconductor manufacturing and supply chain resilience in the United States. But more can be done to improve the resiliency of U.S. access to microelectronics beyond manufacturing incentives. This report outlines infrastructure investments and regulatory reforms that could make the United States a more attractive place to build new chipmaking capacity and ensure continued U.S. access to key inputs for semiconductor manufacturing.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7882.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7882.txt,https://cset.georgetown.edu/publication/no-permits-no-fabs/
军民融合与国防科技,C-CSET-7882,2021-10-26,W2,CSET原创研究报告,"No Permits, No Fabs",作者/项目正式研究,"Congress has advanced legislation to appropriate $52 billion in funding for the CHIPS for America Act, which aims to increase semiconductor manufacturing and supply chain resilience in the United States. But more can be done to improve the resiliency of U.S. access to microelectronics beyond manufacturing incentives. This report outlines infrastructure investments and regulatory reforms that could make the United States a more attractive place to build new chipmaking capacity and ensure continued U.S. access to key inputs for semiconductor manufacturing.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7882.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7882.txt,https://cset.georgetown.edu/publication/no-permits-no-fabs/
国家创新体系与产业政策,C-CSET-7882,2021-10-26,W2,CSET原创研究报告,"No Permits, No Fabs",作者/项目正式研究,"Congress has advanced legislation to appropriate $52 billion in funding for the CHIPS for America Act, which aims to increase semiconductor manufacturing and supply chain resilience in the United States. But more can be done to improve the resiliency of U.S. access to microelectronics beyond manufacturing incentives. This report outlines infrastructure investments and regulatory reforms that could make the United States a more attractive place to build new chipmaking capacity and ensure continued U.S. access to key inputs for semiconductor manufacturing.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7882.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7882.txt,https://cset.georgetown.edu/publication/no-permits-no-fabs/
人工智能与算力,C-CSET-7897,2021-10-28,W2,CSET原创研究报告,Harnessed Lightning,作者/项目正式研究,"This report examines nearly 350 artificial intelligence-related equipment contracts awarded by the People’s Liberation Army and state-owned defense enterprises in 2020 to assess how the Chinese military is adopting AI. The report identifies China’s key AI defense industry suppliers, highlights gaps in U.S. export control policies, and contextualizes the PLA’s AI investments within China’s broader strategy to compete militarily with the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7897.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7897.txt,https://cset.georgetown.edu/publication/harnessed-lightning/
技术转移与出口管制,C-CSET-7897,2021-10-28,W2,CSET原创研究报告,Harnessed Lightning,作者/项目正式研究,"This report examines nearly 350 artificial intelligence-related equipment contracts awarded by the People’s Liberation Army and state-owned defense enterprises in 2020 to assess how the Chinese military is adopting AI. The report identifies China’s key AI defense industry suppliers, highlights gaps in U.S. export control policies, and contextualizes the PLA’s AI investments within China’s broader strategy to compete militarily with the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7897.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7897.txt,https://cset.georgetown.edu/publication/harnessed-lightning/
军民融合与国防科技,C-CSET-7897,2021-10-28,W2,CSET原创研究报告,Harnessed Lightning,作者/项目正式研究,"This report examines nearly 350 artificial intelligence-related equipment contracts awarded by the People’s Liberation Army and state-owned defense enterprises in 2020 to assess how the Chinese military is adopting AI. The report identifies China’s key AI defense industry suppliers, highlights gaps in U.S. export control policies, and contextualizes the PLA’s AI investments within China’s broader strategy to compete militarily with the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7897.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7897.txt,https://cset.georgetown.edu/publication/harnessed-lightning/
人工智能与算力,C-CSET-8756,2022-01-26,W3,CSET原创研究报告,Sustaining U.S. Competitiveness in Semiconductor Manufacturing,作者/项目正式研究,"Since 1990, the U.S. share of global semiconductor manufacturing capacity has declined while the shares of China, South Korea, and Taiwan have increased. If carefully targeted, CHIPS for America Act incentives could reverse this trend for the types of chips that matter most to U.S. national security. In this policy brief, the author assesses how CHIPS Act incentives should be distributed across different types of chips.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8756.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8756.txt,https://cset.georgetown.edu/publication/sustaining-u-s-competitiveness-in-semiconductor-manufacturing/
人工智能与算力,C-CSET-8881,2022-02-09,W3,CSET原创研究报告,Reshoring Chipmaking Capacity Requires High-Skilled Foreign Talent,作者/项目正式研究,"CHIPS for America Act funding will result in the construction of new semiconductor fabrication facilities (“fabs”) in the United States, employing tens of thousands of workers. This policy brief assesses the occupations and backgrounds that will be most in-demand among new fabs, as well as options for ensuring availability of the necessary talent. Findings suggest the need for new immigration pathways for experienced foreign fab workers, and investments in workforce development.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8881.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8881.txt,https://cset.georgetown.edu/publication/reshoring-chipmaking-capacity-requires-high-skilled-foreign-talent/
科技人才与科研安全,C-CSET-8881,2022-02-09,W3,CSET原创研究报告,Reshoring Chipmaking Capacity Requires High-Skilled Foreign Talent,作者/项目正式研究,"CHIPS for America Act funding will result in the construction of new semiconductor fabrication facilities (“fabs”) in the United States, employing tens of thousands of workers. This policy brief assesses the occupations and backgrounds that will be most in-demand among new fabs, as well as options for ensuring availability of the necessary talent. Findings suggest the need for new immigration pathways for experienced foreign fab workers, and investments in workforce development.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8881.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8881.txt,https://cset.georgetown.edu/publication/reshoring-chipmaking-capacity-requires-high-skilled-foreign-talent/
国家创新体系与产业政策,C-CSET-8881,2022-02-09,W3,CSET原创研究报告,Reshoring Chipmaking Capacity Requires High-Skilled Foreign Talent,作者/项目正式研究,"CHIPS for America Act funding will result in the construction of new semiconductor fabrication facilities (“fabs”) in the United States, employing tens of thousands of workers. This policy brief assesses the occupations and backgrounds that will be most in-demand among new fabs, as well as options for ensuring availability of the necessary talent. Findings suggest the need for new immigration pathways for experienced foreign fab workers, and investments in workforce development.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8881.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8881.txt,https://cset.georgetown.edu/publication/reshoring-chipmaking-capacity-requires-high-skilled-foreign-talent/
科技人才与科研安全,C-CSET-8976,2022-02-17,W3,涉华科技政策证词,Dakota Cary’s Testimony Before the U.S.-China Economic and Security Commission,作者政策证词,"CSET Research Analyst Dakota Cary testified before the U.S.-China Economic and Security Review Commission hearing on “China’s Cyber Capabilities: Warfare, Espionage, and Implications for the United States.” Cary discussed the cooperative relationship between Chinese universities and China’s military and intelligence services to develop talent with the capabilities to perform state-sponsored cyberespionage operations.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8976.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8976.txt,https://cset.georgetown.edu/publication/dakota-carys-testimony-before-the-u-s-china-economic-and-security-commission/
军民融合与国防科技,C-CSET-8976,2022-02-17,W3,涉华科技政策证词,Dakota Cary’s Testimony Before the U.S.-China Economic and Security Commission,作者政策证词,"CSET Research Analyst Dakota Cary testified before the U.S.-China Economic and Security Review Commission hearing on “China’s Cyber Capabilities: Warfare, Espionage, and Implications for the United States.” Cary discussed the cooperative relationship between Chinese universities and China’s military and intelligence services to develop talent with the capabilities to perform state-sponsored cyberespionage operations.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8976.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8976.txt,https://cset.georgetown.edu/publication/dakota-carys-testimony-before-the-u-s-china-economic-and-security-commission/
数字治理与网络安全,C-CSET-8976,2022-02-17,W3,涉华科技政策证词,Dakota Cary’s Testimony Before the U.S.-China Economic and Security Commission,作者政策证词,"CSET Research Analyst Dakota Cary testified before the U.S.-China Economic and Security Review Commission hearing on “China’s Cyber Capabilities: Warfare, Espionage, and Implications for the United States.” Cary discussed the cooperative relationship between Chinese universities and China’s military and intelligence services to develop talent with the capabilities to perform state-sponsored cyberespionage operations.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8976.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8976.txt,https://cset.georgetown.edu/publication/dakota-carys-testimony-before-the-u-s-china-economic-and-security-commission/
人工智能与算力,C-CSET-9744,2022-05-04,W3,CSET原创研究报告,Preserving the Chokepoints,作者/项目正式研究,Offshoring the production of semiconductor manufacturing equipment would remove an important source of leverage over China and make the United States more dependent on other countries for some of the most important inputs to semiconductor manufacturing. This brief explores the factors driving U.S. SME firms to offshore production and what can be done to slow or reverse offshoring.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-9744.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-9744.txt,https://cset.georgetown.edu/publication/preserving-the-chokepoints/
技术转移与出口管制,C-CSET-9744,2022-05-04,W3,CSET原创研究报告,Preserving the Chokepoints,作者/项目正式研究,Offshoring the production of semiconductor manufacturing equipment would remove an important source of leverage over China and make the United States more dependent on other countries for some of the most important inputs to semiconductor manufacturing. This brief explores the factors driving U.S. SME firms to offshore production and what can be done to slow or reverse offshoring.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-9744.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-9744.txt,https://cset.georgetown.edu/publication/preserving-the-chokepoints/
军民融合与国防科技,C-CSET-9913,2022-05-11,W3,涉华科技政策证词,Dewey Murdick’s Testimony before the Senate Select Committee on Intelligence,作者政策证词,CSET Director Dewey Murdick testified before the Senate Select Committee on Intelligence hearing on “Countering the People’s Republic of China’s Economic and Technological Plan for Dominance.” Murdick discussed China’s strategy to move towards self-sufficiency in key technologies and steps the United States can take to respond.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-9913.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-9913.txt,https://cset.georgetown.edu/publication/dewey-murdicks-testimony-before-the-senate-select-committee-on-intelligence/
人工智能与算力,C-CSET-10052,2022-05-23,W3,CSET原创研究报告,Quad AI,作者/项目正式研究,"Through the Quad forum, the United States, Australia, Japan and India have committed to pursuing an open, accessible and secure technology ecosystem and offering a democratic alternative to China’s techno-authoritarian model. This report assesses artificial intelligence collaboration across the Quad and finds that while Australia, Japan and India each have close AI-related research and investment ties to both the United States and China, they collaborate far less with one another.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10052.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10052.txt,https://cset.georgetown.edu/publication/quad-ai/
科技人才与科研安全,C-CSET-10052,2022-05-23,W3,CSET原创研究报告,Quad AI,作者/项目正式研究,"Through the Quad forum, the United States, Australia, Japan and India have committed to pursuing an open, accessible and secure technology ecosystem and offering a democratic alternative to China’s techno-authoritarian model. This report assesses artificial intelligence collaboration across the Quad and finds that while Australia, Japan and India each have close AI-related research and investment ties to both the United States and China, they collaborate far less with one another.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10052.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10052.txt,https://cset.georgetown.edu/publication/quad-ai/
技术转移与出口管制,C-CSET-10096,2022-05-26,W3,CSET原创研究报告,Chokepoints,作者/项目正式研究,"China’s “Science and Technology Daily,” a state-run newspaper, published a revealing series of articles in 2018 on 35 different Chinese technological import dependencies. The articles, accessible here in English for the first time, express concern that strategic Chinese industries are vulnerable to any disruption to their supply of specific U.S., Japanese, and European “chokepoint” technologies. This issue brief summarizes the article series and analyzes the Chinese perspective on these import dependencies and their causes.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10096.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10096.txt,https://cset.georgetown.edu/publication/chokepoints/
国家创新体系与产业政策,C-CSET-10096,2022-05-26,W3,CSET原创研究报告,Chokepoints,作者/项目正式研究,"China’s “Science and Technology Daily,” a state-run newspaper, published a revealing series of articles in 2018 on 35 different Chinese technological import dependencies. The articles, accessible here in English for the first time, express concern that strategic Chinese industries are vulnerable to any disruption to their supply of specific U.S., Japanese, and European “chokepoint” technologies. This issue brief summarizes the article series and analyzes the Chinese perspective on these import dependencies and their causes.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10096.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10096.txt,https://cset.georgetown.edu/publication/chokepoints/
人工智能与算力,C-CSET-10217,2022-06-09,W3,CSET原创研究报告,Re-Shoring Advanced Semiconductor Packaging,作者/项目正式研究,"The semiconductor industry and the U.S. government are engaged in ambitious plans to expand domestic semiconductor manufacturing capacity. Previous CSET research has found that the CHIPS for America Act incentives, if carefully targeted and augmented by adequate regulatory and workforce support, could reverse the observable decline in U.S. semiconductor manufacturing capacity since 1990. This paper argues that targeted investment incentives to increase U.S.-based advanced packaging capacity are also important for innovation, supply chain security, and ongoing semiconductor industry leadership.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10217.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10217.txt,https://cset.georgetown.edu/publication/re-shoring-advanced-semiconductor-packaging/
科技人才与科研安全,C-CSET-10217,2022-06-09,W3,CSET原创研究报告,Re-Shoring Advanced Semiconductor Packaging,作者/项目正式研究,"The semiconductor industry and the U.S. government are engaged in ambitious plans to expand domestic semiconductor manufacturing capacity. Previous CSET research has found that the CHIPS for America Act incentives, if carefully targeted and augmented by adequate regulatory and workforce support, could reverse the observable decline in U.S. semiconductor manufacturing capacity since 1990. This paper argues that targeted investment incentives to increase U.S.-based advanced packaging capacity are also important for innovation, supply chain security, and ongoing semiconductor industry leadership.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10217.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10217.txt,https://cset.georgetown.edu/publication/re-shoring-advanced-semiconductor-packaging/
技术转移与出口管制,C-CSET-10217,2022-06-09,W3,CSET原创研究报告,Re-Shoring Advanced Semiconductor Packaging,作者/项目正式研究,"The semiconductor industry and the U.S. government are engaged in ambitious plans to expand domestic semiconductor manufacturing capacity. Previous CSET research has found that the CHIPS for America Act incentives, if carefully targeted and augmented by adequate regulatory and workforce support, could reverse the observable decline in U.S. semiconductor manufacturing capacity since 1990. This paper argues that targeted investment incentives to increase U.S.-based advanced packaging capacity are also important for innovation, supply chain security, and ongoing semiconductor industry leadership.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10217.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10217.txt,https://cset.georgetown.edu/publication/re-shoring-advanced-semiconductor-packaging/
军民融合与国防科技,C-CSET-10217,2022-06-09,W3,CSET原创研究报告,Re-Shoring Advanced Semiconductor Packaging,作者/项目正式研究,"The semiconductor industry and the U.S. government are engaged in ambitious plans to expand domestic semiconductor manufacturing capacity. Previous CSET research has found that the CHIPS for America Act incentives, if carefully targeted and augmented by adequate regulatory and workforce support, could reverse the observable decline in U.S. semiconductor manufacturing capacity since 1990. This paper argues that targeted investment incentives to increase U.S.-based advanced packaging capacity are also important for innovation, supply chain security, and ongoing semiconductor industry leadership.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10217.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10217.txt,https://cset.georgetown.edu/publication/re-shoring-advanced-semiconductor-packaging/
国家创新体系与产业政策,C-CSET-10217,2022-06-09,W3,CSET原创研究报告,Re-Shoring Advanced Semiconductor Packaging,作者/项目正式研究,"The semiconductor industry and the U.S. government are engaged in ambitious plans to expand domestic semiconductor manufacturing capacity. Previous CSET research has found that the CHIPS for America Act incentives, if carefully targeted and augmented by adequate regulatory and workforce support, could reverse the observable decline in U.S. semiconductor manufacturing capacity since 1990. This paper argues that targeted investment incentives to increase U.S.-based advanced packaging capacity are also important for innovation, supply chain security, and ongoing semiconductor industry leadership.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10217.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10217.txt,https://cset.georgetown.edu/publication/re-shoring-advanced-semiconductor-packaging/
人工智能与算力,C-CSET-10383,2022-06-22,W3,CSET原创研究报告,Sustaining and Growing the U.S. Semiconductor Advantage: A Primer,作者/项目正式研究,"As an integral player in advanced semiconductor supply chains, the United States enjoys advantages over China in producing and accessing chips for artificial intelligence and other leading-edge computing technologies. However, a lack of domestic production capacity threatens U.S. semiconductor access. The United States can strengthen its advantages by working with allies and partners to prevent China from producing leading-edge chips and by reshoring its own domestic chipmaking capacity.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10383.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10383.txt,https://cset.georgetown.edu/publication/sustaining-and-growing-the-u-s-semiconductor-advantage-a-primer/
技术转移与出口管制,C-CSET-10383,2022-06-22,W3,CSET原创研究报告,Sustaining and Growing the U.S. Semiconductor Advantage: A Primer,作者/项目正式研究,"As an integral player in advanced semiconductor supply chains, the United States enjoys advantages over China in producing and accessing chips for artificial intelligence and other leading-edge computing technologies. However, a lack of domestic production capacity threatens U.S. semiconductor access. The United States can strengthen its advantages by working with allies and partners to prevent China from producing leading-edge chips and by reshoring its own domestic chipmaking capacity.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10383.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10383.txt,https://cset.georgetown.edu/publication/sustaining-and-growing-the-u-s-semiconductor-advantage-a-primer/
军民融合与国防科技,C-CSET-10383,2022-06-22,W3,CSET原创研究报告,Sustaining and Growing the U.S. Semiconductor Advantage: A Primer,作者/项目正式研究,"As an integral player in advanced semiconductor supply chains, the United States enjoys advantages over China in producing and accessing chips for artificial intelligence and other leading-edge computing technologies. However, a lack of domestic production capacity threatens U.S. semiconductor access. The United States can strengthen its advantages by working with allies and partners to prevent China from producing leading-edge chips and by reshoring its own domestic chipmaking capacity.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10383.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10383.txt,https://cset.georgetown.edu/publication/sustaining-and-growing-the-u-s-semiconductor-advantage-a-primer/
人工智能与算力,C-CSET-10438,2022-06-29,W3,CSET原创研究报告,Silicon Twist,作者/项目正式研究,"The Chinese military’s progress in artificial intelligence largely depends on continued access to high-end semiconductors. By analyzing thousands of purchasing records, this policy brief offers a detailed look at how China’s military comes to access these devices. The authors find that most computer chips ordered by Chinese military units are designed by American companies, and outline steps that the U.S. government could take to curtail their access.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-10438.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-10438.txt,https://cset.georgetown.edu/publication/silicon-twist/
