报告ID,机构ID,机构名称,发布日期,日期精度,报告编号,报告名称,官方文类,语言,作者,官方落地页,官方PDF入口,来源列表页,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-JP-RIETI-22-E-004,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-02-01,月,22-E-004,Do Teachers' College Majors Affect Students' Academic Achievement in the Sciences? A Cross Subfields Analysis with Student-Teacher Fixed Effects,English Discussion Paper,English,"INOUE Atsushi (Nippon Institute for Research Advancement) / TANAKA Ryuichi (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22020001.html,https://www.rieti.go.jp/jp/publications/dp/22e004.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,科学体系与科研能力,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-006,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-02-01,月,22-E-006,Effects of the Quality of Science and Innovation on Venture Finance: Evidence from University Spinoffs in Japan,English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University),https://www.rieti.go.jp/en/publications/summary/22020003.html,https://www.rieti.go.jp/jp/publications/dp/22e006.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,科学体系与科研能力；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-015,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-03-01,月,22-E-015,Employee Downsizing and Human Capital Accumulation (Previous title) Does Employee Downsizing Work? Evidence from Product Innovation at Manufacturing Plants*,English Discussion Paper,English,OKUDAIRA Hiroko (Doshisha University) / TAKIZAWA Miho (Gakushuin University) / YAMANOUCHI Kenta (Kagawa University),https://www.rieti.go.jp/en/publications/summary/22030003.html,https://www.rieti.go.jp/jp/publications/dp/22e015.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,产业创新与成果转化；科技人才与技能；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-026,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-03-01,月,22-E-026,The Role of Face-to-face Contact in Innovation: The Evidence from the Spanish Flu Pandemic in Japan,English Discussion Paper,English,"INOUE Hiroyasu (University of Hyogo) / NAKAJIMA Kentaro (Faculty Fellow, RIETI) / OKAZAKI Tetsuji (Faculty Fellow, RIETI) / SAITO Yukiko (Senior Fellow (Specially Appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/22030028.html,https://www.rieti.go.jp/jp/publications/dp/22e026.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-009,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-03-01,月,22-J-009,Strengthened Regulations for Digital Platform Businesses in China: Focusing on the Anti-Monopoly Law,Japanese Discussion Paper,Japanese,KAWASHIMA Fujio (Kobe University),https://www.rieti.go.jp/en/publications/summary/22030013.html,https://www.rieti.go.jp/jp/publications/dp/22j009.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2021.html,核心,关键与新兴技术；国际合作与中国比较,是,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-030,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-04-01,月,22-E-030,Government R&D Spending as a Driving Force of Technology Convergence,English Discussion Paper,English,"ZHU Chen (University of Tokyo) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22040002.html,https://www.rieti.go.jp/jp/publications/dp/22e030.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,研发投入与创新政策；关键与新兴技术,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-22-J-017,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-04-01,月,22-J-017,The Impact of National University Reform on University Patents in Japan: Researcher Level Analysis,Japanese Discussion Paper,Japanese,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / IKEUCHI Kenta (Senior Fellow, RIETI) / KWON Seokbeom (Sungkyunkwan University)",https://www.rieti.go.jp/en/publications/summary/22040005.html,https://www.rieti.go.jp/jp/publications/dp/22j017.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,科学体系与科研能力；产业创新与成果转化；科技人才与技能；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-018,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-05-01,月,22-J-018,Empirical study on municipal digital transformation: the case of Japan,Japanese Discussion Paper,Japanese,"HAMAGUCHI Nobuaki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22050003.html,https://www.rieti.go.jp/jp/publications/dp/22j018.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-022,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-05-01,月,22-J-022,Firm Incubation through Business Group Affiliation: Acquisition and technology transaction,Japanese Discussion Paper,Japanese,"KIM YoungGak (Senshu University) / NAGAOKA Sadao (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22050017.html,https://www.rieti.go.jp/jp/publications/dp/22j022.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,关键与新兴技术；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-023,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-06-01,月,22-J-023,Knowledge Combination and R&D: Assessing the performance of Japanese firms from an international perspective,Japanese Discussion Paper,Japanese,"NAGAOKA Sadao (Faculty Fellow, RIETI) / TSUKADA Naotoshi (Research Associate, RIETI) / ENDO Shiguma",https://www.rieti.go.jp/en/publications/summary/22060005.html,https://www.rieti.go.jp/jp/publications/dp/22j023.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,研发投入与创新政策；产业创新与成果转化；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-024,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-06-01,月,22-J-024,Spillover Effects of R&D in Japan,Japanese Discussion Paper,Japanese,"EDAMURA Kazuma (Kanagawa University) / NAGAOKA Sadao (Faculty Fellow, RIETI) / ONISHI Koichiro (Waseda University)",https://www.rieti.go.jp/en/publications/summary/22060007.html,https://www.rieti.go.jp/jp/publications/dp/22j024.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,研发投入与创新政策,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-064,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-07-01,月,22-E-064,The Effect of Uncertainty on Entrepreneurial Activity,English Discussion Paper,English,TAKAHASHI Hidenori (Kobe University) / YAMAKAWA Yasuhiro (Babson College),https://www.rieti.go.jp/en/publications/summary/22070005.html,https://www.rieti.go.jp/jp/publications/dp/22e064.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-027,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-07-01,月,22-J-027,Analysis of the Effects of Changes in the Japanese R&D Tax Credit System in 2015: Impact of expansion of tax credits for open innovation and abolition of the tax credit carryover system,Japanese Discussion Paper,Japanese,"IKEUCHI Kenta (Senior Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/22070009.html,https://www.rieti.go.jp/jp/publications/dp/22j027.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,研发投入与创新政策；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-P-015,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-07-01,月,22-P-015,Status of Standardization Activities (Survey on Standardization Activities 2020) (Overview of Results by Industry and R&D Expenditures),English Policy Discussion Paper,English,"TAMURA Suguru (Senior Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22070004.html,https://www.rieti.go.jp/jp/publications/pdp/22p015.pdf,https://www.rieti.go.jp/en/publications/act_pdp.html,核心,研发投入与创新政策；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-085,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-09-01,月,22-E-085,Impact of Stay Abroad on Language Skill Development: Regression discontinuity evidence from Japanese university students,English Discussion Paper,English,"HIGUCHI Yuki (Sophia University) / NAKAMURO Makiko (Faculty Fellow, RIETI) / Carsten ROEVER (University of Melbourne) / SASAKI Miyuki (Waseda University) / YASHIMA Tomoko (Kansai University)",https://www.rieti.go.jp/en/publications/summary/22090003.html,https://www.rieti.go.jp/jp/publications/dp/22e085.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,支撑,科学体系与科研能力；科技人才与技能；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-096,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-09-01,月,22-E-096,Information Advantage or Bias Related to Social Ties: Evidence from a peer review system for national research grants,English Discussion Paper,English,"ONISHI Koichiro (Waseda University) / OWAN Hideo (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22090018.html,https://www.rieti.go.jp/jp/publications/dp/22e096.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-033,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-09-01,月,22-J-033,Startup Support of Regional Financial Institutions and Regional Startup,Japanese Discussion Paper,Japanese,"YAMORI Nobuyoshi (Faculty Fellow, RIETI) / NAGATA Kunikazu (The University of Nagano) / KONDO Kazumine (Aichi Gakuin University) / OKUDA Masayuki (ichi Sangyo University)",https://www.rieti.go.jp/en/publications/summary/22090002.html,https://www.rieti.go.jp/jp/publications/dp/22j033.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-102,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-10-01,月,22-E-102,Size Matters in Municipal Digital Transformation: Insights from local government survey in Japan,English Discussion Paper,English,"HAMAGUCHI Nobuaki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22100012.html,https://www.rieti.go.jp/jp/publications/dp/22e102.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-J-035,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-10-01,月,22-J-035,A Damage Liability Rule in a Society with Autonomously Driving Vehicles and Development of the Technology for Safety Performance,Japanese Discussion Paper,Japanese,"HIBIKI Akira (Consulting Fellow, RIETI) / SHINKUMA Takayoshi (Kansai University) / YOSHIDA Jun (Kyusyu University)",https://www.rieti.go.jp/en/publications/summary/22100003.html,https://www.rieti.go.jp/jp/publications/dp/22j035.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2022.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-104,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-11-01,月,22-E-104,Invention by College Graduates in Science and Engineering during Japan's Industrialization,English Discussion Paper,English,"YAMAGUCHI Shotaro (University of Maryland) / INOUE Hiroyasu (University of Hyogo) / NAKAJIMA Kentaro (Faculty Fellow, RIETI) / OKAZAKI Tetsuji (Faculty Fellow, RIETI) / SAITO Yukiko (Senior Fellow (Specially Appointed), RIETI) / Serguey BRAGUINSKY (University of Maryland / NBER / Osaka University)",https://www.rieti.go.jp/en/publications/summary/22110003.html,https://www.rieti.go.jp/jp/publications/dp/22e104.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,科学体系与科研能力；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-22-E-106,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2022-11-01,月,22-E-106,What Do R&D Spillovers from Universities and Firms Contribute to Productivity? Plant level productivity and technological and geographic proximity in Japan,English Discussion Paper,English,"René BELDERBOS (KU Leuven / UNU-MERIT / Maastricht University) / IKEUCHI Kenta (Senior Fellow (Policy Economist), RIETI) / FUKAO Kyoji (Faculty Fellow, RIETI) / KIM Young Gak (Senshu University) / KWON Hyeog Ug (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/22110006.html,https://www.rieti.go.jp/jp/publications/dp/22e106.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,研发投入与创新政策；关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-012,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-02-01,月,23-E-012,Startup Growth and Conditioning Factors: A conceptual framework for a survey-based study,English Discussion Paper,English,"HAMAGUCHI Nobuaki (Faculty Fellow, RIETI) / João Carlos FERRAZ (Universidade Federal do Rio de Janeiro)",https://www.rieti.go.jp/en/publications/summary/23020010.html,https://www.rieti.go.jp/jp/publications/dp/23e012.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-015,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-03-01,月,23-E-015,Measuring Science and Innovation Linkage Using Text Mining of Research Papers and Patent Information,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / KOSHIBA Hitoshi (NISTEP / AIST) / IKEUCHI Kenta (Senior Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/23030005.html,https://www.rieti.go.jp/jp/publications/dp/23e015.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,科学体系与科研能力；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-017,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-03-01,月,23-E-017,The Impact of Export Controls on International Trade: Evidence from the Japan–Korea trade dispute in the semiconductor industry,English Discussion Paper,English,"MAKIOKA Ryo (Research Associate, RIETI) / ZHANG Hongyong (Senior Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/23030011.html,https://www.rieti.go.jp/jp/publications/dp/23e017.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,语境,关键与新兴技术；产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-024,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-03-01,月,23-E-024,Identifying Technology Opportunity Using a Dual-attention Model and a Technology-market Concordance Matrix,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / ZHU Chen (University of Tokyo)",https://www.rieti.go.jp/en/publications/summary/23030022.html,https://www.rieti.go.jp/jp/publications/dp/23e024.pdf,https://www.rieti.go.jp/en/publications/act_dp2022.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-027,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-04-01,月,23-E-027,University as a Knowledge Source of Innovation: A spatial analysis of the impact on local high-tech startup creation,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / ZHAO Qiuhan (University of Tokyo)",https://www.rieti.go.jp/en/publications/summary/23040006.html,https://www.rieti.go.jp/jp/publications/dp/23e027.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,科学体系与科研能力；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-J-015,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-04-01,月,23-J-015,Why is China Building a New System for Mobilizing Resources Nationwide for Scientific and Technological Innovation? A comparative study of the Chinese system and the EU system of scientific and technological innovation,Japanese Discussion Paper,Japanese,"MENG Jianjun (Visiting Fellow, RIETI) / PAN Motao (Wuhan University)",https://www.rieti.go.jp/en/publications/summary/23040001.html,https://www.rieti.go.jp/jp/publications/dp/23j015.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,科学体系与科研能力；关键与新兴技术；产业创新与成果转化；国际合作与中国比较,是,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-23-J-020,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-06-01,月,23-J-020,The Impact of Robot Imports on the Performance of Chinese Firms,Japanese Discussion Paper,Japanese,"YANG Qizhong (Toyo University) / INUI Tomohiko (Faculty Fellow, RIETI) / KIM Young Gak (Senshu University)",https://www.rieti.go.jp/en/publications/summary/23060012.html,https://www.rieti.go.jp/jp/publications/dp/23j020.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,是,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-23-E-047,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-07-01,月,23-E-047,The Decline of Labor Share and New Technology Diffusion: Implications for markups and monopsony power,English Discussion Paper,English,"KUSAKA Shoki (Yale University) / OKAZAKI Tetsuji (Faculty Fellow, RIETI) / ONISHI Ken (Hitotsubashi University) / WAKAMORI Naoki (Hitotsubashi University)",https://www.rieti.go.jp/en/publications/summary/23070004.html,https://www.rieti.go.jp/jp/publications/dp/23e047.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-052,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-07-01,月,23-E-052,Firm-level Determinants of Cross-border Data Flows: An econometric analysis based on a variable selection technique,English Discussion Paper,English,"ITO Banri (Research Associate, RIETI) / TOMIURA Eiichi (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/23070017.html,https://www.rieti.go.jp/jp/publications/dp/23e052.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术；产业创新与成果转化；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-053,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-07-01,月,23-E-053,Determinants of Commercialization Modes of Science: Evidence from panel data of university technology transfer in Japan,English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University),https://www.rieti.go.jp/en/publications/summary/23070018.html,https://www.rieti.go.jp/jp/publications/dp/23e053.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,科学体系与科研能力；关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-23-E-062,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-08-01,月,23-E-062,Sources of Heterogeneous Treatment Effects of Incorporating Manufacturing Kohsetsushi : Evidence from panel data of technology extension,English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University),https://www.rieti.go.jp/en/publications/summary/23080012.html,https://www.rieti.go.jp/jp/publications/dp/23e062.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-J-026,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-08-01,月,23-J-026,The Impact of Digital Transformation on Productivity and Resource Reallocation within Firms,Japanese Discussion Paper,Japanese,"FUKAO Kyoji (Faculty Fellow, RIETI) / INUI Tomohiko (Faculty Fellow, RIETI) / KIM YoungGak (Senshu University) / KWON Hyeog Ug (Faculty Fellow, RIETI) / IKEUCHI Kenta (Senior Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/23080005.html,https://www.rieti.go.jp/jp/publications/dp/23j026.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-J-034,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-09-01,月,23-J-034,AI Adoption and Productivity of Japanese Firms: Spillover and innovation effects,Japanese Discussion Paper,Japanese,"IKEUCHI Kenta (Senior Fellow (Policy Economist), RIETI) / INUI Tomohiko (Faculty Fellow, RIETI) / KIM YoungGak (Senshu University)",https://www.rieti.go.jp/en/publications/summary/23090012.html,https://www.rieti.go.jp/jp/publications/dp/23j034.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-J-036,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-09-01,月,23-J-036,An Empirical Analysis of the Impact of Employee Aging on Innovation and Productivity,Japanese Discussion Paper,Japanese,"FUKAO Kyoji (Faculty Fellow, RIETI) / KIM YoungGak (Senshu University) / KWON Hyeog Ug (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/23090016.html,https://www.rieti.go.jp/jp/publications/dp/23j036.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-075,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-10-01,月,23-E-075,"On the Trends of Technology, Family Formation, and Women's Time Allocation",English Discussion Paper,English,"KITAO Sagiri (Senior Fellow (Specially Appointed), RIETI) / NAKAKUNI Kanato (University of Tokyo)",https://www.rieti.go.jp/en/publications/summary/23100013.html,https://www.rieti.go.jp/jp/publications/dp/23e075.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-J-040,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-10-01,月,23-J-040,Lease and Capital Investments: A technological feature of the leasing industry,Japanese Discussion Paper,Japanese,MIYAKAWA Daisuke (Waseda University) / YANAOKA Masaki (TOKYO SHOKO RESEARCH) / YAZAWA Hirotaka (Sumitomo Mitsui Finance and Leasing) / YUKIMOTO Shinji (Sumitomo Mitsui Finance and Leasing),https://www.rieti.go.jp/en/publications/summary/23100010.html,https://www.rieti.go.jp/jp/publications/dp/23j040.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,关键与新兴技术；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-J-046,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-11-01,月,23-J-046,Survey on Individuals’ Preferences for Employee Entrepreneurship and Mobility,Japanese Discussion Paper,Japanese,"YOSHIDA Yukiko (NTT DOCOMO) / HONJO Yuji (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/23110002.html,https://www.rieti.go.jp/jp/publications/dp/23j046.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2023.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-23-E-086,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2023-12-01,月,23-E-086,Green Transformation Innovation,English Discussion Paper,English,KIMURA Yosuke (Tokyo Institute of Technology),https://www.rieti.go.jp/en/publications/summary/23120006.html,https://www.rieti.go.jp/jp/publications/dp/23e086.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-012,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-01-01,月,24-E-012,"SBIR, Startups, and Subsequent Technological Development: Laser diodes in the United States and Japan",English Discussion Paper,English,SHIMIZU Hiroshi (Waseda University) / WAKUTSU Naohiko (Nagoya City University),https://www.rieti.go.jp/en/publications/summary/24010018.html,https://www.rieti.go.jp/jp/publications/dp/24e012.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,关键与新兴技术；产业创新与成果转化；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-24-E-013,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-02-01,月,24-E-013,Economic Growth through Basic Research by Firms: A science linkage approach,English Discussion Paper,English,"NIREI Makoto (Faculty Fellow, RIETI) / OIKAWA Koki (Waseda University) / OROKU Masahiro (Recruit Co., Ltd.)",https://www.rieti.go.jp/en/publications/summary/24020001.html,https://www.rieti.go.jp/jp/publications/dp/24e013.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,科学体系与科研能力；产业创新与成果转化,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-24-E-015,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2024-02-01,月,24-E-015,R&D Subsidies and Multi-product Firms,English Discussion Paper,English,Rikard FORSLID (Stockholm University) / OKUBO Toshihiro (Keio University),https://www.rieti.go.jp/en/publications/summary/24020004.html,https://www.rieti.go.jp/jp/publications/dp/24e015.pdf,https://www.rieti.go.jp/en/publications/act_dp2023.html,核心,研发投入与创新政策；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
