主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-FR-07,2025-03-01,W3,研究開発の俯瞰報告書　日本の科学技術・イノベーション政策の動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-07.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-FR-07,2025-03-01,W3,研究開発の俯瞰報告書　日本の科学技術・イノベーション政策の動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-07.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-FR-07,2025-03-01,W3,研究開発の俯瞰報告書　日本の科学技術・イノベーション政策の動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-07.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
中国科技政策与能力比较,核心科技直接材料,C-CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
中国科技政策与能力比较,核心科技直接材料,C-CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
中国科技政策与能力比较,核心科技直接材料,C-CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,官方PDF已保存并校验
