报告ID,WordPress_ID,发布日期,观察窗,材料类型,报告名称,资料角色,主题标签,筛选依据,官方摘要,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CSET-5360,5360,2021-03-19,W2,涉华科技政策证词,Emily Weinstein’s Testimony Before the U.S.-China Economic and Security Review Commission,作者政策证词,科技人才与科研安全；军民融合与国防科技；国家创新体系与产业政策,China主题下的科技政策证词,CSET Research Analyst Emily Weinstein testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Weinstein discussed China’s military-civil fusion strategy in university investment firms and Chinese talent programs.,https://cset.georgetown.edu/publication/emily-weinsteins-testimony-before-the-u-s-china-economic-and-security-review-commission/,https://cset.georgetown.edu/wp-content/uploads/Weinstein_Testimony_March2021.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5360.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5360.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5360.md,341962,3eee0851e6e56a02ed4c7068a24033a79d36f76ceac956b14bcd532f77031b03,22,59781,官方PDF已保存并校验,,2026-08-22
C-CSET-5394,5394,2021-03-23,W2,CSET原创研究报告,China’s Progress in Semiconductor Manufacturing Equipment,作者/项目正式研究,人工智能与算力；军民融合与国防科技,正式报告涉华科技关键词命中,"To reduce its dependence on the United States and its allies for semiconductors, China is building domestic semiconductor manufacturing facilities by importing U.S., Japanese, and Dutch semiconductor manufacturing equipment. In the longer term, it also hopes to indigenize this equipment to replace imports. U.S. and allied policy responses to China’s efforts will significantly affect its prospects for success in this challenging task.",https://cset.georgetown.edu/publication/chinas-progress-in-semiconductor-manufacturing-equipment/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinas-Progress-in-Semiconductor-Manufacturing-Equipment.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5394.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5394.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5394.md,987417,cb4a336834d84cc330d4c04caf3330d4d268f7d4eb1f4e2616e4a5b6811bb543,68,133341,官方PDF已保存并校验,,2026-08-22
C-CSET-6033,6033,2021-05-25,W2,CSET原创研究报告,China’s Foreign Technology Wish List,作者/项目正式研究,技术转移与出口管制；国家创新体系与产业政策,正式报告涉华科技关键词命中,"“Science and technology diplomats” act as brokers as part of China’s broader strategy to acquire foreign technology. Each year, they file hundreds of official reports on their activities. This issue brief illuminates trends in the 642 reports filed by the S&T directorates of Chinese embassies and consulates from 2015 to 2020, quantifying which types of technologies the Chinese government is most focused on acquiring, and from where.",https://cset.georgetown.edu/publication/chinas-foreign-technology-wish-list/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinas-Foreign-Technology-Wish-List.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6033.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6033.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6033.md,1846570,7633e34f565baf4ce2dcaf7c3b33fca9e3ce661ed8731607c1fab857c3984239,54,87547,官方PDF已保存并校验,,2026-08-22
C-CSET-6084,6084,2021-06-01,W2,CSET原创研究报告,"Research Security, Collaboration, and the Changing Map of Global R&D",作者/项目正式研究,科技人才与科研安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"The global map of research has shifted dramatically over the last 20 years. Annual global investment in research and development has tripled, and the United States’ share of both global R&D funding and total research output is diminishing. The open research system, with its expanding rates of investment and interconnectedness, has delivered tremendous benefits to many nations but also created new challenges for research integrity and security.",https://cset.georgetown.edu/publication/research-security-collaboration-and-the-changing-map-of-global-rd/,https://cset.georgetown.edu/wp-content/uploads/CSET-Research-Security-Collaboration-and-the-Changing-Map-of-Global-RD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6084.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6084.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6084.md,1588476,0bf2f3b6a2c34df371db5d728558c8488e760737ef092231c7b352659b1e99fe,17,24860,官方PDF已保存并校验,,2026-08-22
C-CSET-6404,6404,2021-06-21,W2,CSET原创研究报告,Poison in the Well,作者/项目正式研究,技术转移与出口管制；数字治理与网络安全,正式报告涉华科技关键词命中,"Modern machine learning often relies on open-source datasets, pretrained models, and machine learning libraries from across the internet, but are those resources safe to use? Previously successful digital supply chain attacks against cyber infrastructure suggest the answer may be no. This report introduces policymakers to these emerging threats and provides recommendations for how to secure the machine learning supply chain.",https://cset.georgetown.edu/publication/poison-in-the-well/,https://cset.georgetown.edu/wp-content/uploads/CSET-Poison-in-the-Well.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6404.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6404.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6404.md,2099802,979f7654eb9d3fe60986e98f2ed6b1feb31df2b13f7a1d398f9e1f7ec9940e47,30,50504,官方PDF已保存并校验,,2026-08-22
C-CSET-6554,6554,2021-06-30,W2,CSET原创研究报告,China’s National Cybersecurity Center,作者/项目正式研究,科技人才与科研安全；数字治理与网络安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"China’s National Cybersecurity Center (NCC) resides on a 40 km2 plot in Wuhan. As one indication of its significance, the Chinese Communist Party’s highest-ranking members have an oversight committee for the facility. Over the next decade, the NCC will provide the talent, innovation, and indigenization of cyber capabilities that China’s Ministry of State Security, Ministry of Public Security, and People’s Liberation Army Strategic Support Force hacking teams lack. Though still under construction, the NCC’s first class of graduates will cross the stage in June 2022.",https://cset.georgetown.edu/publication/chinas-national-cybersecurity-center/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinas-National-Cybersecurity-Center-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6554.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6554.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6554.md,18870872,17047a0358c64308fda67669c07223801c02b098adeb9bfec90b4e5685b0975a,71,122265,官方PDF已保存并校验,,2026-08-22
C-CSET-6957,6957,2021-07-20,W2,涉华科技政策证词,Will Hunt’s Testimony Before the Strategic Technologies and Advanced Research (STAR) Subcommittee,作者政策证词,人工智能与算力；国家创新体系与产业政策,China主题下的科技政策证词,CSET Research Analyst Will Hunt testified before the Strategic Technologies and Advanced Research (STAR) Subcommittee on “Microelectronics: Levers for Promoting Security and Innovation.” He offered recommendations to advance the U.S.’ semiconductor industry.,https://cset.georgetown.edu/publication/will-hunts-testimony-before-the-strategic-technologies-and-advanced-research-star-subcommittee/,https://cset.georgetown.edu/wp-content/uploads/Hunt_Testimony_July-2021.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6957.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6957.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6957.md,152718,3bf13383d01d3a8ef0908587ef88cbcc803f65fd117cbd313e4c41a0442c073b,6,16494,官方PDF已保存并校验,,2026-08-22
C-CSET-6780,6780,2021-07-22,W2,CSET原创研究报告,The Huawei Moment,作者/项目正式研究,综合科技竞争,正式报告涉华科技关键词命中,"For the first time, a Chinese company—Huawei—is set to lead the global transition from one key national security infrastructure technology to the next. How did Washington, at the beginning of the twenty-first century, fail to protect U.S. firms in this strategic technology and allow a geopolitical competitor to take a leadership position in a national security relevant critical infrastructure such as telecommunications? This policy brief highlights the characteristics of 5G development that China leveraged, exploited, and supported to take the lead in this key technology. The Huawei case study is in some ways the canary in the coal mine for emerging technologies and an illustration of what can happen to U.S. competitiveness when China’s companies do not have to base decisions on market forces.",https://cset.georgetown.edu/publication/the-huawei-moment/,https://cset.georgetown.edu/wp-content/uploads/CSET-The-Huawei-Moment.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6780.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6780.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6780.md,1048724,627ad1b7a4dd9efe7764e0b527ce1b46f7303bef30dc9f7fca6f0c568d98433e,62,109831,官方PDF已保存并校验,,2026-08-22
C-CSET-6840,6840,2021-07-26,W2,CSET原创研究报告,China’s CyberAI Talent Pipeline,作者/项目正式研究,人工智能与算力；科技人才与科研安全；数字治理与网络安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"To what extent does China’s cultivation of talent in cybersecurity and AI matter in terms of competitiveness with other countries? Right now, it seems to have an edge: China’s 11 World-Class Cybersecurity Schools offer more classes on artificial intelligence and machine learning than do the 20 U.S. universities certified as Centers of Academic Excellence in Cyber Operations. This policy brief recommends tracking 13 research grants from the National Science Foundation that attempt to integrate AI into cybersecurity curricula.",https://cset.georgetown.edu/publication/chinas-cyberai-talent-pipeline/,https://cset.georgetown.edu/wp-content/uploads/Chinas-CyberAI-Talent-Pipeline.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6840.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6840.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6840.md,454194,b23a5b51779a9f2e84605e1b16de42f08082de857e7106d7c5c6a4d9cc556f04,23,38661,官方PDF已保存并校验,,2026-08-22
C-CSET-6949,6949,2021-08-04,W2,涉华科技政策证词,Anna Puglisi’s Testimony Before the Senate Select Committee on Intelligence,作者政策证词,综合科技竞争,China主题下的科技政策证词,CSET Senior Fellow Anna Puglisi testified before the Senate Select Committee on Intelligence on “Beijing’s Long Arm: Threats to U.S. National Security.” She offered recommendations to counter China’s S&T collection efforts.,https://cset.georgetown.edu/publication/anna-puglisis-testimony-before-the-senate-select-committee-on-intelligence/,https://cset.georgetown.edu/wp-content/uploads/Anna-Puglisi-Testimony-August-2021.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6949.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6949.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-6949.md,458816,9ad8c9d5cf2b44bcda82000a5ad683d1cd28008d644748d4e2a1f18c1add571c,10,36383,官方PDF已保存并校验,,2026-08-22
C-CSET-7143,7143,2021-08-18,W2,CSET原创研究报告,Indonesia’s AI Promise in Perspective,作者/项目正式研究,人工智能与算力；数字治理与网络安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"The United States and China are keeping an eye on Indonesia’s artificial intelligence potential given the country’s innovation-driven national strategy and flourishing AI industry. China views Indonesia as an anchor for its economic, digital, and political inroads in Southeast Asia and has invested aggressively in new partnerships. The United States, with robust political and economic relations rooted in shared democratic ideals, has an opportunity to leverage its comparative advantages and tap into Indonesia’s AI potential through high-level agreements.",https://cset.georgetown.edu/publication/indonesias-ai-promise-in-perspective/,https://cset.georgetown.edu/wp-content/uploads/CSET-Indonesias-AI-Promise-in-Perspective-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7143.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7143.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7143.md,1150952,02725d7d951c867563d34994d49df567ca860b1b4b5340842f8324b9c8038f68,52,107089,官方PDF已保存并校验,,2026-08-22
C-CSET-7210,7210,2021-08-26,W2,CSET原创研究报告,Headline or Trend Line?,作者/项目正式研究,人工智能与算力,正式报告涉华科技关键词命中,"Chinese and Russian government officials are keen to publicize their countries’ strategic partnership in emerging technologies, particularly artificial intelligence. This report evaluates the scope of cooperation between China and Russia as well as relative trends over time in two key metrics of AI development: research publications and investment. The findings expose gaps between aspirations and reality, bringing greater accuracy and nuance to current assessments of Sino-Russian tech cooperation.",https://cset.georgetown.edu/publication/headline-or-trend-line/,https://cset.georgetown.edu/wp-content/uploads/Headline-or-Trend-Line.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7210.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7210.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7210.md,934416,f113b6379fff0bd1e3dee75f261ffd5050faa14409ef6bb1f6df9e7cb1eac5ab,63,123875,官方PDF已保存并校验,,2026-08-22
C-CSET-7456,7456,2021-09-14,W2,CSET原创研究报告,Education in China and the United States,作者/项目正式研究,人工智能与算力；科技人才与科研安全,正式报告涉华科技关键词命中,"A globally competitive AI workforce hinges on the education, development, and sustainment of the best and brightest AI talent. This issue brief provides an overview of the education systems in China and the United States, lending context to better understand the accompanying main report, “AI Education in China and the United States: A Comparative Assessment.”",https://cset.georgetown.edu/publication/education-in-china-and-the-united-states/,https://cset.georgetown.edu/wp-content/uploads/CSET-Education-in-China-and-the-United-States-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7456.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7456.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7456.md,492287,d5e747cddcc04afa0e90d8b0a916333cc013ab08d97797c6a91f25eb86a7338b,33,54862,官方PDF已保存并校验,,2026-08-22
C-CSET-7460,7460,2021-09-14,W2,CSET原创研究报告,AI Education in China and the United States,作者/项目正式研究,人工智能与算力；科技人才与科研安全；军民融合与国防科技,正式报告涉华科技关键词命中,"A globally competitive AI workforce hinges on the education, development, and sustainment of the best and brightest AI talent. This issue brief compares efforts to integrate AI education in China and the United States, and what advantages and disadvantages this entails. The authors consider key differences in system design and oversight, as well as strategic planning. They then explore implications for the U.S. national security community.",https://cset.georgetown.edu/publication/ai-education-in-china-and-the-united-states/,https://cset.georgetown.edu/wp-content/uploads/CSET-AI-Education-in-China-and-the-United-States-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7460.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7460.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7460.md,3649099,035d1a55f5ea65abea6b0cc14dab0f20b000b3609477eb7be37f6609f7f82019,55,98387,官方PDF已保存并校验,,2026-08-22
C-CSET-7533,7533,2021-09-21,W2,CSET原创研究报告,Robot Hacking Games,作者/项目正式研究,军民融合与国防科技；数字治理与网络安全；航天与其他前沿技术,正式报告涉华科技关键词命中,"Software vulnerability discovery, patching, and exploitation—collectively known as the vulnerability lifecycle—is time consuming and labor intensive. Automating the process could significantly improve software security and offensive hacking. The Defense Advanced Research Projects Agency’s Cyber Grand Challenge supported teams of researchers from 2014 to 2016 that worked to create these tools. China took notice. In 2017, China hosted its first Robot Hacking Game, seeking to automate the software vulnerability lifecycle. Since then, China has hosted seven such competitions and the People’s Liberation Army has increased its role in hosting the games.",https://cset.georgetown.edu/publication/robot-hacking-games/,https://cset.georgetown.edu/wp-content/uploads/CSET-Robot-Hacking-Games.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7533.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7533.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7533.md,2023828,4a5b78b67083f1008a4459bba164df290a0dd75bbef0954186c1dd79d8d83e8c,22,38406,官方PDF已保存并校验,,2026-08-22
C-CSET-7882,7882,2021-10-26,W2,CSET原创研究报告,"No Permits, No Fabs",作者/项目正式研究,人工智能与算力；技术转移与出口管制；军民融合与国防科技；国家创新体系与产业政策,正式报告涉华科技关键词命中,"Congress has advanced legislation to appropriate $52 billion in funding for the CHIPS for America Act, which aims to increase semiconductor manufacturing and supply chain resilience in the United States. But more can be done to improve the resiliency of U.S. access to microelectronics beyond manufacturing incentives. This report outlines infrastructure investments and regulatory reforms that could make the United States a more attractive place to build new chipmaking capacity and ensure continued U.S. access to key inputs for semiconductor manufacturing.",https://cset.georgetown.edu/publication/no-permits-no-fabs/,https://cset.georgetown.edu/wp-content/uploads/CSET-No-Permits-No-Fabs.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7882.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7882.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7882.md,510133,614dd99be584c789593dc82ee7e6740ff5a795ca2d5505d28e7318fb60c11207,35,61602,官方PDF已保存并校验,,2026-08-22
C-CSET-7897,7897,2021-10-28,W2,CSET原创研究报告,Harnessed Lightning,作者/项目正式研究,人工智能与算力；技术转移与出口管制；军民融合与国防科技,正式报告涉华科技关键词命中,"This report examines nearly 350 artificial intelligence-related equipment contracts awarded by the People’s Liberation Army and state-owned defense enterprises in 2020 to assess how the Chinese military is adopting AI. The report identifies China’s key AI defense industry suppliers, highlights gaps in U.S. export control policies, and contextualizes the PLA’s AI investments within China’s broader strategy to compete militarily with the United States.",https://cset.georgetown.edu/publication/harnessed-lightning/,https://cset.georgetown.edu/wp-content/uploads/CSET-Harnessed-Lightning.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-7897.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-7897.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-7897.md,2929783,93a43b71ffe9fffc8320f0e304eddf05ced637bc2152f8709130d6ab6e020546,84,187067,官方PDF已保存并校验,,2026-08-22
C-CSET-8756,8756,2022-01-26,W3,CSET原创研究报告,Sustaining U.S. Competitiveness in Semiconductor Manufacturing,作者/项目正式研究,人工智能与算力,正式报告涉华科技关键词命中,"Since 1990, the U.S. share of global semiconductor manufacturing capacity has declined while the shares of China, South Korea, and Taiwan have increased. If carefully targeted, CHIPS for America Act incentives could reverse this trend for the types of chips that matter most to U.S. national security. In this policy brief, the author assesses how CHIPS Act incentives should be distributed across different types of chips.",https://cset.georgetown.edu/publication/sustaining-u-s-competitiveness-in-semiconductor-manufacturing/,https://cset.georgetown.edu/wp-content/uploads/CSET-Sustaining-U.S.-Competitiveness-in-Semiconductor-Manufacturing-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8756.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8756.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-8756.md,551382,09af1d1e20b29c1660afb7b0ce926ba835b6f44c7f7897a3490caaae988dec9a,49,87080,官方PDF已保存并校验,,2026-08-22
C-CSET-8881,8881,2022-02-09,W3,CSET原创研究报告,Reshoring Chipmaking Capacity Requires High-Skilled Foreign Talent,作者/项目正式研究,人工智能与算力；科技人才与科研安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"CHIPS for America Act funding will result in the construction of new semiconductor fabrication facilities (“fabs”) in the United States, employing tens of thousands of workers. This policy brief assesses the occupations and backgrounds that will be most in-demand among new fabs, as well as options for ensuring availability of the necessary talent. Findings suggest the need for new immigration pathways for experienced foreign fab workers, and investments in workforce development.",https://cset.georgetown.edu/publication/reshoring-chipmaking-capacity-requires-high-skilled-foreign-talent/,https://cset.georgetown.edu/wp-content/uploads/CSET-Reshoring-Chipmaking-Capacity-Requires-High-Skilled-Foreign-Talent.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8881.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8881.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-8881.md,317749,903c7e0375777b9ff27d5a8f4fc80257820b9f7cc8f8810a54260a9f70f2bbcf,23,31340,官方PDF已保存并校验,,2026-08-22
C-CSET-8976,8976,2022-02-17,W3,涉华科技政策证词,Dakota Cary’s Testimony Before the U.S.-China Economic and Security Commission,作者政策证词,科技人才与科研安全；军民融合与国防科技；数字治理与网络安全,China主题下的科技政策证词,"CSET Research Analyst Dakota Cary testified before the U.S.-China Economic and Security Review Commission hearing on “China’s Cyber Capabilities: Warfare, Espionage, and Implications for the United States.” Cary discussed the cooperative relationship between Chinese universities and China’s military and intelligence services to develop talent with the capabilities to perform state-sponsored cyberespionage operations.",https://cset.georgetown.edu/publication/dakota-carys-testimony-before-the-u-s-china-economic-and-security-commission/,https://cset.georgetown.edu/wp-content/uploads/Testimony-before-U.S.-China-Economic-and-Security-Review-Commission-Dakota-Cary.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-8976.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-8976.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-8976.md,264102,76bde2d99ea9b67c2714b1024be2e9c2bb37b729b0c099f8e89a7d3f71757283,14,33820,官方PDF已保存并校验,,2026-08-22
C-CSET-9744,9744,2022-05-04,W3,CSET原创研究报告,Preserving the Chokepoints,作者/项目正式研究,人工智能与算力；技术转移与出口管制,正式报告涉华科技关键词命中,Offshoring the production of semiconductor manufacturing equipment would remove an important source of leverage over China and make the United States more dependent on other countries for some of the most important inputs to semiconductor manufacturing. This brief explores the factors driving U.S. SME firms to offshore production and what can be done to slow or reverse offshoring.,https://cset.georgetown.edu/publication/preserving-the-chokepoints/,https://cset.georgetown.edu/wp-content/uploads/Preserving-the-Chokepoints.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-9744.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-9744.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-9744.md,410474,301857ce9b3d2d834051a9316635c8ca36671936f5ca8593b06f117525128ee7,20,37174,官方PDF已保存并校验,,2026-08-22
C-CSET-9913,9913,2022-05-11,W3,涉华科技政策证词,Dewey Murdick’s Testimony before the Senate Select Committee on Intelligence,作者政策证词,军民融合与国防科技,China主题下的科技政策证词,CSET Director Dewey Murdick testified before the Senate Select Committee on Intelligence hearing on “Countering the People’s Republic of China’s Economic and Technological Plan for Dominance.” Murdick discussed China’s strategy to move towards self-sufficiency in key technologies and steps the United States can take to respond.,https://cset.georgetown.edu/publication/dewey-murdicks-testimony-before-the-senate-select-committee-on-intelligence/,https://cset.georgetown.edu/wp-content/uploads/2022.05.11-Testimony-before-the-Senate-Select-Committee-on-Intelligence.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-9913.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-9913.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-9913.md,540461,121301afb715d2e06cebc6eba8befde4a76b7f07ce49969419244102cd6e3e86,8,23125,官方PDF已保存并校验,,2026-08-22
