报告ID,统一目录报告ID,发布日期,报告名称,官方内容类型,官方子类型,作者,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-CSIS-RAI-2024-INNOVATION-LIGHTBULB-US-STATE-LEVEL-RD-LANDSCAPE,C-CSIS-RAI-2024-INNOVATION-LIGHTBULB-US-STATE-LEVEL-RD-LANDSCAPE,2024-11-08,Innovation Lightbulb: The U.S. State-Level R&D Landscape,Article,Newsletter,Arrizka Faida,核心,否,https://www.csis.org/analysis/innovation-lightbulb-us-state-level-rd-landscape,The top 15 U.S. states in R&D expenditures contributed a substantial 78 percent of the nation’s total R&D expenditures in 2022. State-level tax incentives play a critical role in strengthening local innovation ecosystems and addressing unique regional needs.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2024-TOO-GOOD-LOSE-AMERICAS-STAKE-INTEL,C-CSIS-RAI-2024-TOO-GOOD-LOSE-AMERICAS-STAKE-INTEL,2024-11-12,Too Good to Lose: America’s Stake in Intel,Report,Report,"Sujai Shivakumar, Charles Wessner, and Thomas Howell",核心,否,https://www.csis.org/analysis/too-good-lose-americas-stake-intel,"When it comes to the future of American semiconductor manufacturing and the success of the CHIPS Act, Intel is not too big to fail, but it is too good to lose.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2024-WHAT-RISC-V-MEANS-FUTURE-CHIP-DEVELOPMENT,C-CSIS-RAI-2024-WHAT-RISC-V-MEANS-FUTURE-CHIP-DEVELOPMENT,2024-11-13,What RISC-V Means for the Future of Chip Development,Article,Critical Questions,Sujai Shivakumar and Julie Heng,语境,是,https://www.csis.org/analysis/what-risc-v-means-future-chip-development,"Some policymakers worry that Chinese firms will use RISC-V architecture to bypass U.S. export controls. What is RISC-V, why is it a source of contention, and what can the United States do about it?",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2024-PROTECTING-INTELLECTUAL-PROPERTY-NATIONAL-SECURITY,C-CSIS-RAI-2024-PROTECTING-INTELLECTUAL-PROPERTY-NATIONAL-SECURITY,2024-12-03,Protecting Intellectual Property for National Security,Article,Transcript,,核心,否,https://www.csis.org/analysis/protecting-intellectual-property-national-security,Rep. Nathaniel Moran (R-TX) joined CSIS Renewing American Innovation to examine the role of intellectual property (IP) in innovation and geopolitical competition.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-BASIC-RESEARCH-BREAKTHROUGH-INNOVATIONS,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-BASIC-RESEARCH-BREAKTHROUGH-INNOVATIONS,2025-02-07,Innovation Lightbulb: Basic Research for Breakthrough Innovations,Article,Newsletter,Julie Heng,核心,否,https://www.csis.org/analysis/innovation-lightbulb-basic-research-breakthrough-innovations,"Sustaining breakthrough innovations requires stable and substantial investments in basic science, robust innovation systems, and regional technology hubs.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-ALBANY-NANOTECHS-POTENTIAL-SUPPORT-NATIONAL-SEMICONDUCTOR-TECHNOLOGY-CENTER,C-CSIS-RAI-2025-ALBANY-NANOTECHS-POTENTIAL-SUPPORT-NATIONAL-SEMICONDUCTOR-TECHNOLOGY-CENTER,2025-02-14,Albany NanoTech’s Potential to Support the National Semiconductor Technology Center,Report,Report,Charles Wessner and Thomas Howell,核心,否,https://www.csis.org/analysis/albany-nanotechs-potential-support-national-semiconductor-technology-center,"In 2024, Albany NanoTech was designated as the first National Semiconductor Technology Center research and development site. How did Albany become the nation’s premier hub for chip research, what are the stakes, and how should we support its development?",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-INNOVATION-COMPETITION-CHIP-DESIGN-BETWEEN-US-AND-CHINA,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-INNOVATION-COMPETITION-CHIP-DESIGN-BETWEEN-US-AND-CHINA,2025-02-21,Innovation Lightbulb: Innovation Competition in Chip Design Between the U.S. and China,Article,Newsletter,Hideki Tomoshige,核心,是,https://www.csis.org/analysis/innovation-lightbulb-innovation-competition-chip-design-between-us-and-china,"As the number of Chinese chip design companies grows and their capabilities evolve, the U.S. needs to maintain its leadership in chip design and continue understanding China's semiconductor design ecosystem.",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-GROWING-CHALLENGES-SEMICONDUCTOR-DESIGN-INDUSTRY-UNITED-STATES-CANNOT-TAKE-LEADERSHIP,C-CSIS-RAI-2025-GROWING-CHALLENGES-SEMICONDUCTOR-DESIGN-INDUSTRY-UNITED-STATES-CANNOT-TAKE-LEADERSHIP,2025-02-25,Growing Challenges for the Semiconductor Design Industry: The United States Cannot Take Leadership for Granted,Report,Report,"Sujai Shivakumar, Charles Wessner, and Thomas Howell",核心,是,https://www.csis.org/analysis/growing-challenges-semiconductor-design-industry-united-states-cannot-take-leadership,"In the face of the Chinese challenge, the United States cannot afford to take a business-as-usual approach to chip design leadership. Continued support for semiconductor design is vital for national security and global competitiveness.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-UNITED-STATES-CANNOT-AFFORD-DISARRAY-CHINA-STRENGTHENS-ITS-BIOPHARMACEUTICAL-INDUSTRY,C-CSIS-RAI-2025-UNITED-STATES-CANNOT-AFFORD-DISARRAY-CHINA-STRENGTHENS-ITS-BIOPHARMACEUTICAL-INDUSTRY,2025-03-18,The United States Cannot Afford Disarray as China Strengthens Its Biopharmaceutical Industry,Article,Commentary,"Sujai Shivakumar, Charles Wessner, and Julie Heng",核心,是,https://www.csis.org/analysis/united-states-cannot-afford-disarray-china-strengthens-its-biopharmaceutical-industry,"The United States should remember that leadership in biopharmaceutical innovation is driven by its unparalleled R&D ecosystem. Arbitrary changes in funding and rules threaten U.S. bioinnovation leadership and the nation’s health, welfare, and national security.",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-PROTECTING-INTELLECTUAL-PROPERTY-NATIONAL-SECURITY-TRANSITION-REPORT,C-CSIS-RAI-2025-PROTECTING-INTELLECTUAL-PROPERTY-NATIONAL-SECURITY-TRANSITION-REPORT,2025-03-25,Protecting Intellectual Property for National Security,Report,Report,"Kirti Gupta, Andrei Iancu, Walter G. Copan, and Chris Borges",核心,否,https://www.csis.org/index%2Ephp/analysis/protecting-intellectual-property-national-security-transition-report,"In the face of growing international competition and rapid technological disruption, IP policy is not just a legal matter—it is a strategic priority.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-UNDERSTANDING-NATIONAL-SECURITY-COMMISSION-EMERGING-BIOTECHNOLOGY-REPORT,C-CSIS-RAI-2025-UNDERSTANDING-NATIONAL-SECURITY-COMMISSION-EMERGING-BIOTECHNOLOGY-REPORT,2025-04-08,Understanding the National Security Commission on Emerging Biotechnology Report,Article,Commentary,Julie Heng,核心,是,https://www.csis.org/analysis/understanding-national-security-commission-emerging-biotechnology-report,"The report delivers a sobering, frightening, conclusion: China is quickly ascending to biotechnology dominance, and the United States must take swift action in the next three years to stay competitive.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-NOT-JUST-ATTRACTING-RETAINING-INTERNATIONAL-STEM-STUDENTS,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-NOT-JUST-ATTRACTING-RETAINING-INTERNATIONAL-STEM-STUDENTS,2025-04-11,Innovation Lightbulb: Not Just Attracting But Retaining International STEM Students,Article,Newsletter,Julie Heng and Yutong Deng,核心,否,https://www.csis.org/analysis/innovation-lightbulb-not-just-attracting-retaining-international-stem-students,"While the United States remains the top destination for international students, a factor that has historically helped the country maintain a competitive edge, this advantage is increasingly at risk if U.S. STEM graduates are not retained in the newly competitive global market for high skills.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-LIMITS-CHIP-EXPORT-CONTROLS-MEETING-CHINA-CHALLENGE,C-CSIS-RAI-2025-LIMITS-CHIP-EXPORT-CONTROLS-MEETING-CHINA-CHALLENGE,2025-04-14,The Limits of Chip Export Controls in Meeting the China Challenge,Article,Commentary,"Sujai Shivakumar, Charles Wessner, and Thomas Howell",核心,是,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,"Export controls alone cannot substitute for comprehensive industrial and research policy measures necessary to ensure U.S. leadership in semiconductor design, production, and infrastructure.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-TRACKING-CHIPS-ACT-INCENTIVES,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-TRACKING-CHIPS-ACT-INCENTIVES,2025-04-25,Innovation Lightbulb: Tracking CHIPS Act Incentives,Article,Newsletter,"Chris Borges, Yutong Deng, and Julie Heng",核心,否,https://www.csis.org/analysis/innovation-lightbulb-tracking-chips-act-incentives,"Over two years after the CHIPS and Science Act was passed to revitalize U.S. semiconductor research and manufacturing and drive innovation , the distribution of CHIPS Act incentives offers an early look at how this ambitious industrial policy is taking shape.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-SUSTAINING-STANDARDS-LEADERSHIP-UNITED-STATES-CANNOT-DISENGAGE-RISC-V,C-CSIS-RAI-2025-SUSTAINING-STANDARDS-LEADERSHIP-UNITED-STATES-CANNOT-DISENGAGE-RISC-V,2025-04-28,Sustaining Standards Leadership: The United States Cannot Disengage from RISC-V,Report,Report,Sujai Shivakumar and Julie Heng,核心,否,https://www.csis.org/analysis/sustaining-standards-leadership-united-states-cannot-disengage-risc-v,"RISC-V enhances the competitiveness of U.S. chip design firms by creating a flexible, low-risk, and low-cost platform for collaboration. To capitalize on this opportunity, the United States should continue to support RISC-V for future chip innovation.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-NSF-KEY-NATIONAL-SECURITY-PILLAR-NOW-NOT-TIME-DISARM,C-CSIS-RAI-2025-NSF-KEY-NATIONAL-SECURITY-PILLAR-NOW-NOT-TIME-DISARM,2025-05-01,The NSF Is a Key National Security Pillar—Now Is Not the Time to Disarm,Article,Commentary,Sujai Shivakumar and Julie Heng,核心,否,https://www.csis.org/analysis/nsf-key-national-security-pillar-now-not-time-disarm,"Abandoning what is unquestionably the main battlefield of the twenty-first century would be a strategic mistake of historic proportions. Now is the time to strengthen—not weaken—U.S. national innovation capabilities and technological competitiveness, and the NSF is key.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-US-IP-TRADE-SURPLUS,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-US-IP-TRADE-SURPLUS,2025-05-12,Innovation Lightbulb: The U.S. IP Trade Surplus,Article,Newsletter,Chris Borges,核心,否,https://www.csis.org/analysis/innovation-lightbulb-us-ip-trade-surplus,"Because U.S. universities, laboratories, and companies produce a steady stream of breakthroughs, the United States earns far more from cross‑border IP transactions than it spends.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-US-PATENTING-ABROAD-QUIET-TRADE-ADVANTAGE,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-US-PATENTING-ABROAD-QUIET-TRADE-ADVANTAGE,2025-05-23,Innovation Lightbulb: U.S. Patenting Abroad — A Quiet Trade Advantage,Article,Newsletter,Chris Borges,核心,否,https://www.csis.org/analysis/innovation-lightbulb-us-patenting-abroad-quiet-trade-advantage,The United States' strong footprint in foreign patenting is an innovative and competitive asset.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-BARRIERS-SUPPLY-CHAIN-MODERNIZATION-AND-FACTOR-PRODUCTIVITY-ENHANCEMENTS,C-CSIS-RAI-2025-BARRIERS-SUPPLY-CHAIN-MODERNIZATION-AND-FACTOR-PRODUCTIVITY-ENHANCEMENTS,2025-06-05,Barriers to Supply Chain Modernization and Factor Productivity Enhancements,Article,Congressional Testimony,Sujai Shivakumar,核心,否,https://www.csis.org/analysis/barriers-supply-chain-modernization-and-factor-productivity-enhancements,"Rebuilding U.S. manufacturing is essential for economic competitiveness and national security. Innovation without production weakens America’s industrial base. Sustained investment in talent, infrastructure, and tech leadership will bolster U.S. manufacturing leadership.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-US-FEDERAL-INVESTMENTS-QUANTUM-TECHNOLOGY-RESEARCH-AND-INFRASTRUCTURE,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-US-FEDERAL-INVESTMENTS-QUANTUM-TECHNOLOGY-RESEARCH-AND-INFRASTRUCTURE,2025-06-26,Innovation Lightbulb: U.S. Federal Investments in Quantum Technology Research and Infrastructure,Article,Newsletter,Hideki Tomoshige,核心,否,https://www.csis.org/analysis/innovation-lightbulb-us-federal-investments-quantum-technology-research-and-infrastructure,"Given the nascency of the U.S. quantum industry and the importance of U.S. leadership in quantum for competitive market and national security advantage, federal leadership is critical to building up the quantum ecosystem.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-RENEWING-UNITED-STATES-SKILLED-TECHNICAL-WORKFORCE,C-CSIS-RAI-2025-RENEWING-UNITED-STATES-SKILLED-TECHNICAL-WORKFORCE,2025-07-09,Renewing the United States’ Skilled Technical Workforce,Article,Critical Questions,Sujai Shivakumar and Julie Heng,支撑,否,https://www.csis.org/analysis/renewing-united-states-skilled-technical-workforce,"The United States cannot reclaim manufacturing leadership in emerging strategic technologies without the right talent infrastructure. And a strong talent supply chain cannot be built without policy alignment, regional action, and sustained support.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-PROGRESS-TOWARD-PRACTICAL-AREAS-QUANTUM-TECHNOLOGY,C-CSIS-RAI-2025-PROGRESS-TOWARD-PRACTICAL-AREAS-QUANTUM-TECHNOLOGY,2025-07-15,Progress Toward Practical Areas of Quantum Technology,Article,Commentary,Hideki Tomoshige and Phillip Singerman,核心,否,https://www.csis.org/analysis/progress-toward-practical-areas-quantum-technology,Development of different quantum technologies is progressing at different speeds. Closely monitoring technological advancements in five key areas will be key to implementing quantum policy effectively.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-VISUALIZING-PROPOSED-CUTS-FEDERAL-RD-FUNDING,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-VISUALIZING-PROPOSED-CUTS-FEDERAL-RD-FUNDING,2025-07-17,Innovation Lightbulb: Visualizing Proposed Cuts to Federal R&D Funding,Article,Newsletter,Chris Borges,核心,否,https://www.csis.org/analysis/innovation-lightbulb-visualizing-proposed-cuts-federal-rd-funding,Increasing overall defense spending while cutting funding to science agencies misses the fundamental connection between U.S. science and national security.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-CROSSHAIRS-COUNTERING-CHINAS-INDUSTRIAL-ESPIONAGE,C-CSIS-RAI-2025-INNOVATION-CROSSHAIRS-COUNTERING-CHINAS-INDUSTRIAL-ESPIONAGE,2025-07-23,Innovation in the Crosshairs: Countering China’s Industrial Espionage,Article,Congressional Testimony,Sujai Shivakumar,核心,是,https://www.csis.org/analysis/innovation-crosshairs-countering-chinas-industrial-espionage,"To stay ahead in a world of intensifying tech competition, the U.S. must invest in research & development and support proven tools like the SBIR program. Innovation without commercialization risks ceding leadership and influence to U.S. adversaries.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-EXPERTS-REACT-UNPACKING-TRUMP-ADMINISTRATIONS-PLAN-WIN-AI-RACE,C-CSIS-RAI-2025-EXPERTS-REACT-UNPACKING-TRUMP-ADMINISTRATIONS-PLAN-WIN-AI-RACE,2025-07-25,Experts React: Unpacking the Trump Administration’s Plan to Win the AI Race,Article,Commentary,CSIS Scholars,核心,否,https://www.csis.org/analysis/experts-react-unpacking-trump-administrations-plan-win-ai-race,The Trump administration's launch of its AI Action Plan and accompanying executive orders removes any doubt that global leadership in AI is at the heart of economic competitiveness and national security. Our experts unpack the administration's road map and its prospects for impact.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-EXAMINING-CHINAS-STRATEGIC-REGIONAL-INNOVATION-AND-RD-DISTRIBUTION,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-EXAMINING-CHINAS-STRATEGIC-REGIONAL-INNOVATION-AND-RD-DISTRIBUTION,2025-07-28,Innovation Lightbulb: Examining China’s Strategic Regional Innovation and R&D Distribution,Article,Newsletter,Yutong Deng,核心,是,https://www.csis.org/analysis/innovation-lightbulb-examining-chinas-strategic-regional-innovation-and-rd-distribution,"The geographic distribution of China’s R&D reveals a highly structured, state-led innovation strategy that coordinates regional specialization in order to optimize national innovation capacity and balanced economic growth.",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-UNITED-STATES-CANNOT-WIN-TWENTY-FIRST-CENTURY-INNOVATION-RACE-TWENTIETH-CENTURY-PLAYBOOK,C-CSIS-RAI-2025-UNITED-STATES-CANNOT-WIN-TWENTY-FIRST-CENTURY-INNOVATION-RACE-TWENTIETH-CENTURY-PLAYBOOK,2025-07-30,The United States Cannot Win the Twenty-First-Century Innovation Race with a Twentieth-Century Playbook,Article,Commentary,Sujai Shivakumar and Julie Heng,核心,否,https://www.csis.org/analysis/united-states-cannot-win-twenty-first-century-innovation-race-twentieth-century-playbook,"If the United States wants to compete globally, it must adopt an integrated systems approach to innovation that anchors research with production—that means investing in workforce and infrastructure capacity—and commercializes inventions with speed and at scale.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-PUBLIC-AND-PRIVATE-RD-ARE-COMPLEMENTS-NOT-SUBSTITUTES,C-CSIS-RAI-2025-PUBLIC-AND-PRIVATE-RD-ARE-COMPLEMENTS-NOT-SUBSTITUTES,2025-08-20,Public and Private R&D Are Complements—Not Substitutes,Article,Newsletter,Chris Borges,核心,是,https://www.csis.org/analysis/public-and-private-rd-are-complements-not-substitutes,"As China and other nations increasingly invest in innovation, the United States needs sustained investment at scale across all three stages of R&D to remain globally competitive.",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-SECURING-US-INDUSTRIAL-BASE-SEMICONDUCTORS-INVESTING-NATIONAL-CHAMPION,C-CSIS-RAI-2025-SECURING-US-INDUSTRIAL-BASE-SEMICONDUCTORS-INVESTING-NATIONAL-CHAMPION,2025-08-25,Securing the U.S. Industrial Base in Semiconductors: Investing in a National Champion,Article,Commentary,"Sujai Shivakumar, Charles Wessner, and Chris Borges",核心,否,https://www.csis.org/analysis/securing-us-industrial-base-semiconductors-investing-national-champion,Taking Intel onto its balance sheet means the U.S. government is taking on risk. But the much bigger risk is letting Intel fail.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-NETHERLANDS-INNOVATION-LANDSCAPE,C-CSIS-RAI-2025-NETHERLANDS-INNOVATION-LANDSCAPE,2025-08-29,The Netherlands’ Innovation Landscape,Report,Report,"Sujai Shivakumar, Charles Wessner, and Thomas Howell",核心,否,https://www.csis.org/analysis/netherlands-innovation-landscape,"In a world that runs on advanced technologies, the Netherlands has developed a pragmatic strategy that develops its research and development infrastructure, leverages its leadership in advanced semiconductor technologies, and builds new global networks for cooperation.",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-GROWING-GAP-BETWEEN-US-TECHNOLOGY-INNOVATION-AND-PRODUCTION,C-CSIS-RAI-2025-INNOVATION-LIGHTBULB-GROWING-GAP-BETWEEN-US-TECHNOLOGY-INNOVATION-AND-PRODUCTION,2025-09-03,Innovation Lightbulb: The Growing Gap Between U.S. Technology Innovation and Production,Article,Newsletter,Yutong Deng,核心,否,https://www.csis.org/analysis/innovation-lightbulb-growing-gap-between-us-technology-innovation-and-production,Closing the innovation-production gap is essential to restoring U.S. industrial competitiveness.,CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-DONT-TAX-INVENTION-RISKS-PATENT-TAX,C-CSIS-RAI-2025-DONT-TAX-INVENTION-RISKS-PATENT-TAX,2025-09-04,Don’t Tax Invention: The Risks of a Patent Tax,Article,Commentary,Sujai Shivakumar and Chris Borges,核心,否,https://www.csis.org/analysis/dont-tax-invention-risks-patent-tax,"By taxing patents, Washington may gain short-term revenue, but at the cost of long-term innovation and economic growth.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-SUSTAINING-MOMENTUM-US-INDIA-TECHNOLOGY-TIES,C-CSIS-RAI-2025-SUSTAINING-MOMENTUM-US-INDIA-TECHNOLOGY-TIES,2025-09-11,Sustaining Momentum in U.S.-India Technology Ties,Article,Commentary,Sujai Shivakumar and Shruti Sharma,语境,否,https://www.csis.org/analysis/sustaining-momentum-us-india-technology-ties,"U.S.-India technology relations are entering a decisive phase. Yet, political distractions risk slowing down this momentum. This is not the moment to stall a partnership that has created a platform capable of producing strategic and commercial payoffs for both nations.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-COMPETING-CHINAS-PUBLIC-RD-MODEL-LESSONS-AND-RISKS-US-INNOVATION-STRATEGY,C-CSIS-RAI-2025-COMPETING-CHINAS-PUBLIC-RD-MODEL-LESSONS-AND-RISKS-US-INNOVATION-STRATEGY,2025-09-17,Competing with China’s Public R&D Model: Lessons and Risks for U.S. Innovation Strategy,Article,Commentary,Charles Wessner and Shruti Sharma,核心,是,https://www.csis.org/analysis/competing-chinas-public-rd-model-lessons-and-risks-us-innovation-strategy,"The United States now confronts the most serious challenge to its innovation leadership since World War II. Without decisive action, the erosion of U.S. leadership in research and technological development will carry lasting economic and strategic costs.",CSIS RAI官方项目归档Report/Article元数据,已进入精选全文；按本地官方PDF或网页正文、清洗文本和科技创新切片调用,2026-08-23
C-CSIS-RAI-2025-SEMICONDUCTOR-CLUSTERS-MAKING-INDIAS-PUSH-GLOBAL-COMPETITIVENESS,C-CSIS-RAI-2025-SEMICONDUCTOR-CLUSTERS-MAKING-INDIAS-PUSH-GLOBAL-COMPETITIVENESS,2025-09-23,Semiconductor Clusters in the Making: India’s Push for Global Competitiveness,Article,Critical Questions,Sujai Shivakumar and Shruti Sharma,核心,否,https://www.csis.org/analysis/semiconductor-clusters-making-indias-push-global-competitiveness,"India’s semiconductor ambitions are entering a decisive phase. Backed by the India Semiconductor Mission and a growing network of state-level incentive programs, the country is attempting to compress decades of ecosystem development into just a few years.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-REBUILDING-RESILIENCE-US-PHARMACEUTICAL-MANUFACTURING,C-CSIS-RAI-2025-REBUILDING-RESILIENCE-US-PHARMACEUTICAL-MANUFACTURING,2025-09-29,Rebuilding Resilience in U.S. Pharmaceutical Manufacturing,Article,Commentary,Charles Wessner and Shruti Sharma,核心,否,https://www.csis.org/analysis/rebuilding-resilience-us-pharmaceutical-manufacturing,"Tariffs and the recent executive orders aimed at expanding U.S. pharmaceutical manufacturing are insufficient on their own to address some of the key challenges facing U.S. manufacturers in regulation, permitting delays and talent development.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-US-UNIVERSITIES-ENGINES-ECONOMIC-GROWTH,C-CSIS-RAI-2025-US-UNIVERSITIES-ENGINES-ECONOMIC-GROWTH,2025-10-29,U.S. Universities: Engines of Economic Growth,Article,Commentary,"Sujai Shivakumar, Charles Wessner, Shruti Sharma, and Chris Borges",核心,否,https://www.csis.org/analysis/us-universities-engines-economic-growth,"University research is a proven job creator, an engine of regional economic growth, and a generator of entirely new industries that also advance public health, improve wellbeing, and bolster national security.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
C-CSIS-RAI-2025-ARCHITECTURE-AI-LEADERSHIP-ENFORCEMENT-INNOVATION-AND-GLOBAL-TRUST,C-CSIS-RAI-2025-ARCHITECTURE-AI-LEADERSHIP-ENFORCEMENT-INNOVATION-AND-GLOBAL-TRUST,2025-11-06,"The Architecture of AI Leadership: Enforcement, Innovation, and Global Trust",Report,Report,Charles Wessner and Shruti Sharma,核心,否,https://www.csis.org/analysis/architecture-ai-leadership-enforcement-innovation-and-global-trust,"The Chip Security Act seeks to address real vulnerabilities in the current export control system, but embedding compliance into hardware is not a substitute for strategic enforcement.",CSIS RAI官方项目归档Report/Article元数据,总目录保留；科学、R&D、创新生态、成果转化、关键技术及中国科技比较节点进入全文层,2026-08-23
