报告ID,统一目录报告ID,WordPress记录ID,发布日期,报告名称,官方类型,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-FAS-2024-TEACHER-EDUCATION-CLEARINGHOUSE-FOR-AI-AND-DATA-SCIENCE,C-FAS-2024-TEACHER-EDUCATION-CLEARINGHOUSE-FOR-AI-AND-DATA-SCIENCE,34803,2024-12-17,Teacher Education Clearinghouse for AI and Data Science,Policy Memo,支撑,否,https://fas.org/publication/teacher-education-clearinghouse-for-ai-and-data-science/,"For the United States to continue to be a competitive global power in technology and innovation, we need a workforce that understands how to use, apply, and develop new innovations using AI and Data Science.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-CYBER-WORKFORCE-ACTION-PLAN,C-FAS-2024-CYBER-WORKFORCE-ACTION-PLAN,34820,2024-12-18,Establishing a Cyber Workforce Action Plan,Policy Memo,支撑,否,https://fas.org/publication/cyber-workforce-action-plan/,"As cyber threats grow more complex and sophisticated, the nation’s ability to defend itself depends on developing a robust, adaptable, and highly skilled cybersecurity workforce.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-BUILDING-REGIONAL-CYBER-COALITIONS,C-FAS-2024-BUILDING-REGIONAL-CYBER-COALITIONS,34876,2024-12-19,Building Regional Cyber Coalitions: Reimagining CISA’s JCDC to Empower Mission-Focused Cyber Professionals Across the Nation,Policy Memo,支撑,否,https://fas.org/publication/building-regional-cyber-coalitions/,"State, local, tribal, and territorial governments along with Critical Infrastructure Owners face escalating cyber threats but struggle with limited cybersecurity staff and complex technology management.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-FIXING-IMPACT-AT-USAID,C-FAS-2024-FIXING-IMPACT-AT-USAID,34883,2024-12-19,Fixing Impact: How Fixed Prices Can Scale Results-Based Procurement at USAID,Policy Memo,支撑,否,https://fas.org/publication/fixing-impact-at-usaid/,"To respond and maintain U.S. global leadership, USAID should transition to heavily favor a Fixed-Price model to enhance the United States’ ability to compete globally and deliver impact at scale.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-CREATING-A-NATIONAL-EXPOSOME-PROJECT,C-FAS-2024-CREATING-A-NATIONAL-EXPOSOME-PROJECT,34939,2024-12-20,Creating a National Exposome Project,Policy Memo,语境,否,https://fas.org/publication/creating-a-national-exposome-project/,"The U.S. government should establish a public-private National Exposome Project (NEP) to generate benchmark human exposure levels for the ~80,000 chemicals to which Americans are regularly exposed.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-TRANSFORMING-THE-CARCERAL-EXPERIENCE-LEVERAGING-TECHNOLOGY-FOR-REHABILITATION,C-FAS-2024-TRANSFORMING-THE-CARCERAL-EXPERIENCE-LEVERAGING-TECHNOLOGY-FOR-REHABILITATION,34945,2024-12-20,Transforming the Carceral Experience: Leveraging Technology for Rehabilitation,Policy Memo,支撑,否,https://fas.org/publication/transforming-the-carceral-experience-leveraging-technology-for-rehabilitation/,"Investing in interventions behind the walls is not just a matter of improving conditions for incarcerated individuals—it is a public safety and economic imperative. By reducing recidivism through education and family contact, we can improve reentry outcomes and save billions in taxpayer dollars.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-AI-CORPS-HHS-TRANSFORMATION,C-FAS-2024-AI-CORPS-HHS-TRANSFORMATION,34957,2024-12-23,From Strategy to Impact: Establishing an AI Corps to Accelerate HHS Transformation,Policy Memo,核心,否,https://fas.org/publication/ai-corps-hhs-transformation/,"To unlock the full potential of artificial intelligence within the Department of Health and Human Services, an AI Corps should be established, embedding specialized AI experts within each of the department’s 10 agencies.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2024-PUBLIC-HEALTH-EMERGENCY-PAYMENT,C-FAS-2024-PUBLIC-HEALTH-EMERGENCY-PAYMENT,34961,2024-12-23,Ready for the Next Threat: Creating a Commercial Public Health Emergency Payment System,Policy Memo,语境,否,https://fas.org/publication/public-health-emergency-payment/,"In anticipation of future known and unknown health security threats, including new pandemics, biothreats, and climate-related health emergencies, our answers need to be much faster, cheaper, and less disruptive to other operations.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-COLLABORATIVE-DATASETS-LIFE-SCIENCES,C-FAS-2025-COLLABORATIVE-DATASETS-LIFE-SCIENCES,34980,2025-01-02,"Kickstarting Collaborative, AI-Ready Datasets in the Life Sciences with Government-funded Projects",Policy Memo,核心,否,https://fas.org/publication/collaborative-datasets-life-sciences/,"The research community lacks strategies to incentivize collaboration on high-quality data acquisition and sharing. The government should fund collaborative roadmapping, certification, collection, and sharing of large, high-quality datasets in life science.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-NEXT-NUCLEAR-CORPS-FLEXIBLE,C-FAS-2025-NEXT-NUCLEAR-CORPS-FLEXIBLE,34976,2025-01-02,Launch the Next Nuclear Corps for a More Flexible Nuclear Regulatory Commission,Policy Memo,语境,否,https://fas.org/publication/next-nuclear-corps-flexible/,"The potential of new nuclear power plants to meet energy demand, increase energy security, and revitalize local economies depends on new regulatory and operational approaches at the NRC.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-RESTORING-U-S-LEADERSHIP-IN-MANUFACTURING,C-FAS-2025-RESTORING-U-S-LEADERSHIP-IN-MANUFACTURING,17137,2025-01-03,Restoring U.S. Leadership in Manufacturing,Policy Memo,支撑,否,https://fas.org/publication/restoring-u-s-leadership-in-manufacturing/,"Declining U.S. manufacturing has sharply curtailed a key path to the middle class for those with high school educations or less, thereby exacerbating income inequality nationwide. The United States can address many of these problems through concerted efforts in advanced manufacturing.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-INNOVATION-AGENDA-FOR-ADDICTION,C-FAS-2025-INNOVATION-AGENDA-FOR-ADDICTION,35011,2025-01-06,An Innovation Agenda for Addiction: Breakthrough Medicines That Scale,Policy Memo,核心,否,https://fas.org/publication/innovation-agenda-for-addiction/,The federal government should expand the FDA’s priority review voucher program and provide market exclusivity advantages to encourage the development of medications for addiction.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-ENSURING-THE-NEXT-GENERATION-OF-STEM-TALENT-THROUGH-K-12-RESEARCH-PROGRAMMING,C-FAS-2025-ENSURING-THE-NEXT-GENERATION-OF-STEM-TALENT-THROUGH-K-12-RESEARCH-PROGRAMMING,17013,2025-01-06,Ensuring the Next Generation of STEM Talent through K–12 Research Programming,Policy Memo,支撑,否,https://fas.org/publication/ensuring-the-next-generation-of-stem-talent-through-k-12-research-programming/,"The next administration should establish a national, federally-funded initiative to develop a robust and diverse pipeline of STEM talent.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-LOCAL-CAPACITY-DISASTER-RESILIENCE,C-FAS-2025-LOCAL-CAPACITY-DISASTER-RESILIENCE,35066,2025-01-07,Enhancing Local Capacity for Disaster Resilience,Policy Memo,语境,否,https://fas.org/publication/local-capacity-disaster-resilience/,"A new initiative targeting service investment to build resilience in low-capacity communities would help build capacity at the local level, train a new generation of service-oriented professionals, and ensure that federal funding gets to the communities that need it most.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-GUIDANCE-PLATFORM-AI-ACQUISITION,C-FAS-2025-GUIDANCE-PLATFORM-AI-ACQUISITION,35077,2025-01-08,A National Guidance Platform for AI Acquisition,Policy Memo,核心,否,https://fas.org/publication/guidance-platform-ai-acquisition/,"By leveraging its substantial purchasing power responsibly, the government can encourage high-quality, inclusive AI solutions that address diverse citizen needs while setting a strong precedent for innovation and accountability.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-CLEARING-THE-PATH-FOR-NEW-USES-FOR-GENERIC-DRUGS,C-FAS-2025-CLEARING-THE-PATH-FOR-NEW-USES-FOR-GENERIC-DRUGS,35138,2025-01-09,Clearing the Path for New Uses for Generic Drugs,Policy Memo,语境,否,https://fas.org/publication/clearing-the-path-for-new-uses-for-generic-drugs/,To encourage greater adoption of generic drugs in clinical practice the FDA should implement a dedicated regulatory pathway for non-manufacturers to seek approval of new indications for repurposed generic drugs.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-PULL-FINANCE-CLIMATE-RESILIENCE,C-FAS-2025-PULL-FINANCE-CLIMATE-RESILIENCE,35130,2025-01-09,Using Pull Finance for Market-driven Infrastructure and Asset Resilience,Policy Memo,支撑,否,https://fas.org/publication/pull-finance-climate-resilience/,"The increasing frequency of extreme weather events, which caused over $200 billion in global economic losses in 2023, is disrupting global supply chains and exacerbating migration pressures, particularly for the U.S. Investing in climate resilience abroad offers a significant opportunity for U.S. businesses in technology, engineering, and infrastructure, while also supporting job creation at home.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-ANTITRUST-IN-THE-AI-ERA,C-FAS-2025-ANTITRUST-IN-THE-AI-ERA,35156,2025-01-10,Antitrust in the AI Era: Strengthening Enforcement Against Emerging Anticompetitive Behavior,Policy Memo,核心,否,https://fas.org/publication/antitrust-in-the-ai-era/,"Given the rapid pace of AI advancement, a proactive effort triumphs over a reactive one. To protect consumers, workers, and the economy more broadly, it is imperative that the FTC and DOJ adapt their enforcement strategies to meet the complexities of the AI era.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-A-PEER-SUPPORT-SERVICE-INTEGRATED-INTO-THE-988-LIFELINE,C-FAS-2025-A-PEER-SUPPORT-SERVICE-INTEGRATED-INTO-THE-988-LIFELINE,35192,2025-01-12,A Peer Support Service Integrated Into the 988 Lifeline,Policy Memo,语境,否,https://fas.org/publication/a-peer-support-service-integrated-into-the-988-lifeline/,A peer support option should be integrated into the 988 Suicide and Crisis Lifeline so that 988 service users can choose to connect with specialists based on a shared lived experience.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-ENSURING-CHILD-SAFETY-AI-ERA,C-FAS-2025-ENSURING-CHILD-SAFETY-AI-ERA,35196,2025-01-12,An Agenda for Ensuring Child Safety in the AI Era,Policy Memo,核心,否,https://fas.org/publication/ensuring-child-safety-ai-era/,"AI is transforming how children learn and live, and policymakers, industry, and educators owe it to the next generation to set in place a responsible policy that embraces this new technology while at the same time ensuring all children’s well-being, privacy, and safety is respected.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-2025-HEAT-POLICY-AGENDA,C-FAS-2025-2025-HEAT-POLICY-AGENDA,35104,2025-01-13,2025 Federal Heat Policy Agenda,Policy Memo,语境,否,https://fas.org/publication/2025-heat-policy-agenda/,"Extreme heat has become a national economic crisis: lowering productivity, shrinking business revenue, destroying crops, and pushing power grids to the brink. The impacts of extreme heat cost our Nation an estimated $162 billion in 2024 – equivalent to nearly 1% of the U.S. GDP.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-HEAT-WILDFIRE-PUBLIC-HEALTH-EMERGENCIES,C-FAS-2025-HEAT-WILDFIRE-PUBLIC-HEALTH-EMERGENCIES,35273,2025-01-14,Extreme Heat and Wildfire Smoke: Consequences for Communities,Policy Memo,语境,否,https://fas.org/publication/heat-wildfire-public-health-emergencies/,"Understanding and planning for the compound impacts of extreme heat and wildfire smoke will improve public health preparedness, mitigate public exposure to extreme heat and wildfire smoke, and minimize economic losses.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-UNPACKING-HIRING-FEDERAL-REGIONAL-TALENT,C-FAS-2025-UNPACKING-HIRING-FEDERAL-REGIONAL-TALENT,35311,2025-01-15,Unpacking Hiring: Toward a Regional Federal Talent Strategy,Policy Memo,支撑,否,https://fas.org/publication/unpacking-hiring-federal-regional-talent/,"With a collaborative, cross-agency lens and a commitment to engaging jobseekers where they live, the government can enhance its ability to attract talent while underscoring to Americans that the federal government is not a distant authority but rather a stakeholder in their communities that offers credible opportunities to serve.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-SUPPORTING-FEDERAL-DECISION-MAKING-THROUGH-PARTICIPATORY-TECHNOLOGY-ASSESSMENT,C-FAS-2025-SUPPORTING-FEDERAL-DECISION-MAKING-THROUGH-PARTICIPATORY-TECHNOLOGY-ASSESSMENT,16991,2025-01-16,Supporting Federal Decision Making through Participatory Technology Assessment,Policy Memo,语境,否,https://fas.org/publication/supporting-federal-decision-making-through-participatory-technology-assessment/,The next administration should establish a Participatory Technology Assessment unit to ensure federal S&T decisions benefit society.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-DIGITAL-CONTENT-AUTHENTICATION-ECOSYSTEM,C-FAS-2025-DIGITAL-CONTENT-AUTHENTICATION-ECOSYSTEM,35357,2025-01-17,Fighting Fakes and Liars’ Dividends: We Need To Build a National Digital Content Authentication Technologies Research Ecosystem,Policy Memo,核心,否,https://fas.org/publication/digital-content-authentication-ecosystem/,"As people become less able to distinguish between what is real and what is fake, it has become easier than ever to be misled by synthetic content, whether by accident or with malicious intent. This makes advancing alternative countermeasures, such as technical solutions, more vital than ever before.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-BLANK-CHECKS-FOR-BLACK-BOXES,C-FAS-2025-BLANK-CHECKS-FOR-BLACK-BOXES,35578,2025-01-30,Blank Checks for Black Boxes: Bring AI Governance to Competitive Grants,Policy Memo,核心,否,https://fas.org/publication/blank-checks-for-black-boxes/,"To tackle AI risks in grant spending, grant-making agencies should adopt trustworthy AI practices in their grant competitions and start enforcing them against reckless grantees.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-STRATEGIC-MICROELECTRONICS-RESERVE,C-FAS-2025-STRATEGIC-MICROELECTRONICS-RESERVE,35636,2025-02-03,An “Open Foundational” Chip Design Standard and Buyers’ Group to Create a Strategic Microelectronics Reserve,Policy Memo,核心,否,https://fas.org/publication/strategic-microelectronics-reserve/,"The technical advances fueled by leading-edge nodes are vital to our long-term competitiveness, but they too rely on legacy devices.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-TECHNOLOGY-AND-NEPA-A-ROADMAP-FOR-INNOVATION,C-FAS-2025-TECHNOLOGY-AND-NEPA-A-ROADMAP-FOR-INNOVATION,35684,2025-02-03,Technology and NEPA: A Roadmap for Innovation,Report,支撑,否,https://fas.org/publication/technology-and-nepa-a-roadmap-for-innovation/,"Improving American competitiveness, security, and prosperity depends on private and public stakeholders’ ability to responsibly site, build, and deploy proposed critical energy, infrastructure, and environmental restoration projects.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-EFFICIENT-EFFECTIVE-FEDERAL-PERMITTING-WORKFORCE,C-FAS-2025-EFFICIENT-EFFECTIVE-FEDERAL-PERMITTING-WORKFORCE,35744,2025-02-04,Solutions for an Efficient and Effective Federal Permitting Workforce,Report,支撑,否,https://fas.org/publication/efficient-effective-federal-permitting-workforce/,"The United States faces urgent challenges related to aging infrastructure, vulnerable energy systems, and economic competitiveness. But the permitting workforce is unprepared to implement changes. Here’s how they can improve.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-TARGETED-INDUSTRIAL-POLICY-CHIPS,C-FAS-2025-TARGETED-INDUSTRIAL-POLICY-CHIPS,35719,2025-02-04,Using Targeted Industrial Policy to Address National Security Implications of Chinese Chips,Policy Memo,语境,是,https://fas.org/publication/targeted-industrial-policy-chips/,"In an industry with such high fixed costs, the Chinese state’s subsidization gives such firms a great advantage and imperils U.S. competitiveness and national security. To curtail Chinese legacy chip dominance, the United States should weaponize its monopoly on electronic design automation software.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-CONTAIN-CHINA-ON-LEGACY-CHIPS,C-FAS-2025-CONTAIN-CHINA-ON-LEGACY-CHIPS,35848,2025-02-06,Taking on the World’s Factory: A Path to Contain China on Legacy Chips,Policy Memo,核心,是,https://fas.org/publication/contain-china-on-legacy-chips/,"We can address the issue of international semiconductor competition along three major axes: increasing production outside of China, containing an oversupply of Chinese semiconductors, and mitigating the risks of remaining Chinese chips in the U.S. market.",FAS官方WordPress Reports/Policy Memos元数据,已进入精选全文；按本地官方HTML正文、清洗文本和切片调用,2026-08-23
C-FAS-2025-DEVICE-REPROCESSING-HEALTH-CARE,C-FAS-2025-DEVICE-REPROCESSING-HEALTH-CARE,35900,2025-02-10,Supporting Device Reprocessing to Reduce Waste in Health Care,Policy Memo,语境,否,https://fas.org/publication/device-reprocessing-health-care/,"While healthcare institutions are embracing decarbonization and waste reduction plans, they cannot do this effectively without addressing the enormous impact of single-use devices.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-PROTECTING-INFANT-NUTRITION-BREASTFEEDING,C-FAS-2025-PROTECTING-INFANT-NUTRITION-BREASTFEEDING,35936,2025-02-11,Protecting Infant Nutrition Security: Shifting the Paradigm on Breastfeeding to Build a Healthier Future for all Americans,Policy Memo,语境,否,https://fas.org/publication/protecting-infant-nutrition-breastfeeding/,"Policymakers on both sides of the aisle agree that no baby should ever go hungry, as evidenced by the bipartisan passage of recent breastfeeding legislation and widely supported regulations. However, significant barriers remain.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-INVESTING-IN-LEARNING-ECOSYSTEMS,C-FAS-2025-INVESTING-IN-LEARNING-ECOSYSTEMS,35981,2025-02-12,Tending Tomorrow’s Soil: Investing in Learning Ecosystems,Policy Memo,语境,否,https://fas.org/publication/investing-in-learning-ecosystems/,"By investing in the mechanisms that connect learning ecosystems, policymakers can build “neighborhoods” of learning that prepare students for citizenship, work, and life.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-STRENGTHENING-INFORMATION-INTEGRITY-PROVENANCE,C-FAS-2025-STRENGTHENING-INFORMATION-INTEGRITY-PROVENANCE,35995,2025-02-13,Strengthening Information Integrity with Provenance for AI-Generated Text Using ‘Fuzzy Provenance’ Solutions,Policy Memo,核心,否,https://fas.org/publication/strengthening-information-integrity-provenance/,"By creating a reliable, user-friendly framework for surfacing provenance, NIST would empower readers to better discern the trustworthiness of the text they encounter, thereby helping to counteract the risks posed by deceptive AI-generated content.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-EXPANDING-STATE-LOCAL-CAPACITY-AI-PROCUREMENT,C-FAS-2025-EXPANDING-STATE-LOCAL-CAPACITY-AI-PROCUREMENT,36008,2025-02-14,A Federal Center of Excellence to Expand State and Local Government Capacity for AI Procurement and Use,Policy Memo,支撑,否,https://fas.org/publication/expanding-state-local-capacity-ai-procurement/,"As new waves of AI technologies continue to enter the public sector, touching a breadth of services critical to the welfare of the American people, this center of excellence will help maintain high standards for responsible public sector AI for decades to come.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-FACA-LANDSCAPE-PUBLIC-TRUST,C-FAS-2025-FACA-LANDSCAPE-PUBLIC-TRUST,36020,2025-02-18,Reforming the Federal Advisory Committee Landscape for Improved Evidence-based Decision Making and Increasing Public Trust,Policy Memo,语境,否,https://fas.org/publication/faca-landscape-public-trust/,"Protecting the health and safety of the American public and ensuring that the public has the opportunity to participate in the federal decision-making process is crucial. As currently organized, FACs are not equipped to provide the best evidence-based advice.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-POTENTIAL-RETURN-OF-THE-US-NUCLEAR-MISSION-TO-RAF-LAKENHEATH,C-FAS-2025-POTENTIAL-RETURN-OF-THE-US-NUCLEAR-MISSION-TO-RAF-LAKENHEATH,36105,2025-02-26,Reawakening a Nuclear Legacy: The Potential Return of the US Nuclear Mission to RAF Lakenheath,Report,语境,否,https://fas.org/publication/potential-return-of-the-us-nuclear-mission-to-raf-lakenheath/,"Even without weapons present, the addition of a large nuclear air base in northern Europe is a significant new development that would have been inconceivable just a decade-and-a-half ago.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-INCREASING-RESPONSIBLE-DATA-SHARING-CAPACITY-THROUGHOUT-GOVERNMENT,C-FAS-2025-INCREASING-RESPONSIBLE-DATA-SHARING-CAPACITY-THROUGHOUT-GOVERNMENT,36387,2025-03-13,Increasing Responsible Data Sharing Capacity throughout Government,Policy Memo,核心,否,https://fas.org/publication/increasing-responsible-data-sharing-capacity-throughout-government/,Current scientific understanding shows that so-called “anonymization” methods that have been widely used in the past are inadequate for protecting privacy in the era of big data and artificial intelligence.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-DIFFUSING-FEDERAL-RESPONSIBILITY-FOR-FLOOD-RISK-MANAGEMENT,C-FAS-2025-DIFFUSING-FEDERAL-RESPONSIBILITY-FOR-FLOOD-RISK-MANAGEMENT,36642,2025-03-31,Empowering States for Resilient Infrastructure by Diffusing Federal Responsibility for Flood Risk Management,Policy Memo,支撑,否,https://fas.org/publication/diffusing-federal-responsibility-for-flood-risk-management/,"By requiring all states to conduct flood infrastructure vulnerability assessments (FIVAs), the federal government can limit its financial liability while advancing a more efficient and effective model of flood resilience that puts states and localities at the fore.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-INNOVATION-ACCELERATOR-IN-Q-TEL-PROGRAM,C-FAS-2025-INNOVATION-ACCELERATOR-IN-Q-TEL-PROGRAM,36861,2025-04-09,Creating a US Innovation Accelerator Modeled On In-Q-Tel,Policy Memo,核心,否,https://fas.org/publication/innovation-accelerator-in-q-tel-program/,The U.S. should create a new non-governmental Innovation Accelerator modeled after the successful In-Q-Tel program to invest in small and mid-cap companies creating technologies that address critical needs of the United States.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-DE-RISKING-THE-BIOECONOMY,C-FAS-2025-DE-RISKING-THE-BIOECONOMY,37095,2025-04-29,De-Risking the U.S. Bioeconomy by Establishing Financial Mechanisms to Drive Growth and Innovation,Policy Memo,核心,否,https://fas.org/publication/de-risking-the-bioeconomy/,"By providing essential funding mechanisms, the Bioeconomy Finance Program will reduce the risks inherent in biotechnology innovation, encouraging more private sector investment.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-AGENDA-FOR-AN-AMERICAN-RENEWAL,C-FAS-2025-AGENDA-FOR-AN-AMERICAN-RENEWAL,37236,2025-05-15,Agenda for an American Renewal,Policy Memo,核心,否,https://fas.org/publication/agenda-for-an-american-renewal/,"There is no better time to re-invigorate America’s innovation edge by investing in R&D to create and capture “industries of the future,” re-shoring capital and expertise, and working closely with allies to expand our capabilities while safeguarding those technologies that are critical to our security.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-ACCELERATING-AI-INTERPRETABILITY,C-FAS-2025-ACCELERATING-AI-INTERPRETABILITY,37783,2025-06-10,Accelerating AI Interpretability To Promote U.S. Technological Leadership,Policy Memo,核心,否,https://fas.org/publication/accelerating-ai-interpretability/,"If AI systems are not always reliable and secure, this could inhibit their adoption, especially in high-stakes scenarios, potentially compromising American AI leadership.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-ACCELERATING-RD-FOR-CRITICAL-AI,C-FAS-2025-ACCELERATING-RD-FOR-CRITICAL-AI,37762,2025-06-10,Accelerating R&D for Critical AI Assurance and Security Technologies,Policy Memo,支撑,否,https://fas.org/publication/accelerating-rd-for-critical-ai/,"To secure global adoption of U.S. AI technology and ensure America’s workforce can fully leverage advanced AI, the federal government should take a strategic and coordinated approach to support AI assurance and security R&D.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2025-GRANTS-ENHANCING-STATE-LOCAL-AI-CAPACITY,C-FAS-2025-GRANTS-ENHANCING-STATE-LOCAL-AI-CAPACITY,37803,2025-06-11,A Grant Program to Enhance State and Local Government AI Capacity and Address Emerging Threats,Policy Memo,支撑,否,https://fas.org/publication/grants-enhancing-state-local-ai-capacity/,"Congress should establish a new grant program, coordinated by the Cybersecurity and Infrastructure Security Agency, to assist state and local governments in addressing AI challenges.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
