主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-29FE461F7E,2025-04-24,W3,"Lab leader, market ascender: China's rise in biotechnology",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-29FE461F7E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-29FE461F7E.txt,https://merics.org/en/report/lab-leader-market-ascender-chinas-rise-biotechnology,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,L-91429813C1,2025-06-24,W3,The trade-offs of innovating in China in times of global technology rivalry,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-91429813C1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-91429813C1.txt,https://merics.org/en/report/trade-offs-innovating-china-times-global-technology-rivalry,复用库内既有资产
创新体系、科研与技术人才,核心科技直接材料,L-91429813C1,2025-06-24,W3,The trade-offs of innovating in China in times of global technology rivalry,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-91429813C1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-91429813C1.txt,https://merics.org/en/report/trade-offs-innovating-china-times-global-technology-rivalry,复用库内既有资产
创新体系、科研与技术人才,科技产业与经济安全基线,L-0058448186,2025-06-26,W3,Quest for strategic autonomy? Europe grapples with the US-China rivalry,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-0058448186.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-0058448186.txt,https://merics.org/en/report/quest-strategic-autonomy-europe-grapples-us-china-rivalry,复用库内既有资产
供应链、技术管制与经济安全,科技产业与经济安全基线,L-0058448186,2025-06-26,W3,Quest for strategic autonomy? Europe grapples with the US-China rivalry,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-0058448186.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-0058448186.txt,https://merics.org/en/report/quest-strategic-autonomy-europe-grapples-us-china-rivalry,复用库内既有资产
人工智能、芯片与算力,核心科技直接材料,L-A62A2C0008,2025-07-22,W3,China’s drive toward self-reliance in artificial intelligence: from chips to large language models,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A62A2C0008.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A62A2C0008.txt,https://merics.org/en/report/chinas-drive-toward-self-reliance-artificial-intelligence-chips-large-language-models,复用库内既有资产
供应链、技术管制与经济安全,核心科技直接材料,L-A62A2C0008,2025-07-22,W3,China’s drive toward self-reliance in artificial intelligence: from chips to large language models,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A62A2C0008.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A62A2C0008.txt,https://merics.org/en/report/chinas-drive-toward-self-reliance-artificial-intelligence-chips-large-language-models,复用库内既有资产
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-21DF118F78,2025-10-22,W3,"The Arctic, outer space and influence-building: China and Russia join forces to expand in new strategic frontiers",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-21DF118F78.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-21DF118F78.txt,https://merics.org/en/report/arctic-outer-space-and-influence-building-china-and-russia-join-forces-expand-new-strategic,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-FE5FE24631,2025-10-29,W3,Member states’ resilience efforts fall short of looming challenges: Europe-China Resilience Audit Update 2025,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-FE5FE24631.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-FE5FE24631.txt,https://merics.org/en/report/member-states-resilience-efforts-fall-short-looming-challenges-europe-china-resilience-audit,官方网页全文已保存
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-A30A8395C5,2025-10-29,W3,Profiling European countries' resilience towards China - 2025 Update,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-A30A8395C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-A30A8395C5.txt,https://merics.org/en/report/profiling-european-countries-resilience-towards-china-2025-update,官方网页全文已保存
人工智能、芯片与算力,核心科技直接材料,L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,复用库内既有资产
网络安全、数据与数字治理,核心科技直接材料,L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,复用库内既有资产
先进制造、机器人与交通技术,核心科技直接材料,L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,复用库内既有资产
生物、量子、航天与绿色技术,核心科技直接材料,L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,复用库内既有资产
创新体系、科研与技术人才,核心科技直接材料,L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,复用库内既有资产
供应链、技术管制与经济安全,核心科技直接材料,L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,复用库内既有资产
人工智能、芯片与算力,核心科技直接材料,L-6AD2965D20,2026-04-30,W3,Embodied AI: China’s ambitious path to transform its robotics industry,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6AD2965D20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6AD2965D20.txt,https://merics.org/en/report/embodied-ai-chinas-ambitious-path-transform-its-robotics-industry,复用库内既有资产
先进制造、机器人与交通技术,核心科技直接材料,L-6AD2965D20,2026-04-30,W3,Embodied AI: China’s ambitious path to transform its robotics industry,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6AD2965D20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6AD2965D20.txt,https://merics.org/en/report/embodied-ai-chinas-ambitious-path-transform-its-robotics-industry,复用库内既有资产
供应链、技术管制与经济安全,核心科技直接材料,L-A5F166E167,2026-06-30,W3,"EU: Shepherded by Brussels, Europe awakens to Chinese technology",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/eu-shepherded-brussels-europe-awakens-chinese-technology,复用库内既有资产
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-75D77CEFB2,2026-06-30,W3,Fragmented Europe: Dealing with China as a technology and innovation power,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/fragmented-europe-dealing-china-technology-and-innovation-power,关联既有官方PDF
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-75D77CEFB2,2026-06-30,W3,Fragmented Europe: Dealing with China as a technology and innovation power,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/fragmented-europe-dealing-china-technology-and-innovation-power,关联既有官方PDF
供应链、技术管制与经济安全,核心科技直接材料,C-MERICS-75D77CEFB2,2026-06-30,W3,Fragmented Europe: Dealing with China as a technology and innovation power,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/fragmented-europe-dealing-china-technology-and-innovation-power,关联既有官方PDF
创新体系、科研与技术人才,核心科技直接材料,L-6107A40D28,2026-06-30,W3,Ireland: Interlocking factors shape the approach to China in science-tech innovation,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/ireland-interlocking-factors-shape-approach-china-science-tech-innovation,复用库内既有资产
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-EF97E60BCB,2026-06-30,W3,"Italy: Biopharma, automotive and telecoms sectors are facing China’s technological power",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/italy-biopharma-automotive-and-telecoms-sectors-are-facing-chinas-technological-power,关联既有官方PDF
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-EF97E60BCB,2026-06-30,W3,"Italy: Biopharma, automotive and telecoms sectors are facing China’s technological power",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,https://merics.org/en/report/italy-biopharma-automotive-and-telecoms-sectors-are-facing-chinas-technological-power,关联既有官方PDF
