报告ID,统一目录报告ID,DOI,ISSN,系列,发布日期,报告名称,作者,科学技术创新主题,中国关联,DOI入口,OECD落地页,登记机构,资料层级,全文策略,源文件SHA256,采集日期
C-OECD-DOI-F30547E7-EN,C-OECD-DOI-F30547E7-EN,10.1787/f30547e7-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2023-11-20,OECD framework for mapping and quantifying government support for business innovation,,创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/f30547e7-en,https://www.oecd-ilibrary.org/science-and-technology/oecd-framework-for-mapping-and-quantifying-government-support-for-business-innovation_f30547e7-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-2DB44E8B-EN,C-OECD-DOI-2DB44E8B-EN,10.1787/2db44e8b-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2023-11-24,Income-based tax relief for R&D and innovation,,科学体系与基础研究；创新政策与研发治理,否,https://doi.org/10.1787/2db44e8b-en,https://www.oecd.org/en/publications/income-based-tax-relief-for-r-d-and-innovation_2db44e8b-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-DFFB0747-EN,C-OECD-DOI-DFFB0747-EN,10.1787/dffb0747-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2023-11-30,Navigating green and digital transitions,,技术创新与关键技术,否,https://doi.org/10.1787/dffb0747-en,https://www.oecd-ilibrary.org/science-and-technology/navigating-green-and-digital-transitions_dffb0747-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-B887F436-EN,C-OECD-DOI-B887F436-EN,10.1787/b887f436-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2023-12-04,Unlocking co-creation for green innovation,,创新政策与研发治理,否,https://doi.org/10.1787/b887f436-en,https://www.oecd-ilibrary.org/science-and-technology/unlocking-co-creation-for-green-innovation_b887f436-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-1CB42A67-EN,C-OECD-DOI-1CB42A67-EN,10.1787/1cb42a67-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-02-02,Eight lessons learned from comparing ocean economy measurement strategies across countries,,创新政策与研发治理,否,https://doi.org/10.1787/1cb42a67-en,https://www.oecd-ilibrary.org/science-and-technology/eight-lessons-learned-from-comparing-ocean-economy-measurement-strategies-across-countries_1cb42a67-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-9BCDE495-EN,C-OECD-DOI-9BCDE495-EN,10.1787/9bcde495-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-03-15,Mapping and testing product-level vulnerabilities in granular production networks,,科学技术创新综合目录,否,https://doi.org/10.1787/9bcde495-en,https://www.oecd-ilibrary.org/industry-and-services/mapping-and-testing-product-level-vulnerabilities-in-granular-production-networks_9bcde495-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-0248EAD5-EN,C-OECD-DOI-0248EAD5-EN,10.1787/0248ead5-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-04-24,Framework for Anticipatory Governance of Emerging Technologies,,技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/0248ead5-en,https://www.oecd.org/en/publications/framework-for-anticipatory-governance-of-emerging-technologies_0248ead5-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-BA2AAF7B-EN,C-OECD-DOI-BA2AAF7B-EN,10.1787/ba2aaf7b-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-04-24,"OECD Agenda for Transformative Science, Technology and Innovation Policies",,科学体系与基础研究；技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/ba2aaf7b-en,https://www.oecd-ilibrary.org/science-and-technology/oecd-agenda-for-transformative-science-technology-and-innovation-policies_ba2aaf7b-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-F63CA261-EN,C-OECD-DOI-F63CA261-EN,10.1787/f63ca261-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-04-24,Digital adoption during COVID-19,,技术创新与关键技术,否,https://doi.org/10.1787/f63ca261-en,https://www.oecd-ilibrary.org/industry-and-services/digital-adoption-during-covid-19_f63ca261-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-9AE9A28D-EN,C-OECD-DOI-9AE9A28D-EN,10.1787/9ae9a28d-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-04-26,Space economy investment trends,,技术创新与关键技术,否,https://doi.org/10.1787/9ae9a28d-en,https://www.oecd-ilibrary.org/science-and-technology/space-economy-investment-trends_9ae9a28d-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-DA9D7B66-EN,C-OECD-DOI-DA9D7B66-EN,10.1787/da9d7b66-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-05-06,Understanding the contribution of Flanders’ public marine data to society,,技术创新与关键技术,否,https://doi.org/10.1787/da9d7b66-en,https://www.oecd.org/en/publications/understanding-the-contribution-of-flanders-public-marine-data-to-society_da9d7b66-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-EB4938A0-EN,C-OECD-DOI-EB4938A0-EN,10.1787/eb4938a0-en,2071-6826,OECD Digital Economy Papers,2024-05-14,Nowcasting the growth rate of the ICT sector,,技术创新与关键技术,否,https://doi.org/10.1787/eb4938a0-en,https://www.oecd-ilibrary.org/science-and-technology/nowcasting-the-growth-rate-of-the-ict-sector_eb4938a0-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-C167B650-EN,C-OECD-DOI-C167B650-EN,10.1787/c167b650-en,2071-6826,OECD Digital Economy Papers,2024-06-19,Towards digital safety by design for children,,技术创新与关键技术,否,https://doi.org/10.1787/c167b650-en,https://www.oecd.org/en/publications/towards-digital-safety-by-design-for-children_c167b650-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-29D9FBAD-EN,C-OECD-DOI-29D9FBAD-EN,10.1787/29d9fbad-en,2071-6826,OECD Digital Economy Papers,2024-06-20,Key concepts and current technical trends in cryptography for policy makers,,创新政策与研发治理,否,https://doi.org/10.1787/29d9fbad-en,https://www.oecd.org/en/publications/key-concepts-and-current-technical-trends-in-cryptography-for-policy-makers_29d9fbad-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-B1E31997-EN,C-OECD-DOI-B1E31997-EN,10.1787/b1e31997-en,2071-6826,OECD Digital Economy Papers,2024-06-20,New perspectives on measuring cybersecurity,,安全供应链与治理边界（次级）,否,https://doi.org/10.1787/b1e31997-en,https://www.oecd.org/en/publications/new-perspectives-on-measuring-cybersecurity_b1e31997-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-EAFC728B-EN,C-OECD-DOI-EAFC728B-EN,10.1787/eafc728b-en,2071-6826,OECD Digital Economy Papers,2024-06-20,Financing broadband networks of the future,,科学技术创新综合目录,否,https://doi.org/10.1787/eafc728b-en,https://www.oecd-ilibrary.org/science-and-technology/financing-broadband-networks-of-the-future_eafc728b-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-901CB8CF-EN,C-OECD-DOI-901CB8CF-EN,10.1787/901cb8cf-en,2071-6826,OECD Digital Economy Papers,2024-06-24,Transparency reporting on terrorist and violent extremist content online,,科学技术创新综合目录,否,https://doi.org/10.1787/901cb8cf-en,https://www.oecd-ilibrary.org/science-and-technology/transparency-reporting-on-terrorist-and-violent-extremist-content-online_901cb8cf-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-86EE84E2-EN,C-OECD-DOI-86EE84E2-EN,10.1787/86ee84e2-en,2071-6826,OECD Digital Economy Papers,2024-06-28,Shaping a rights-oriented digital transformation,,技术创新与关键技术,否,https://doi.org/10.1787/86ee84e2-en,https://www.oecd.org/en/publications/shaping-a-rights-oriented-digital-transformation_86ee84e2-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-92A94C0F-EN,C-OECD-DOI-92A94C0F-EN,10.1787/92a94c0f-en,2071-6826,OECD Digital Economy Papers,2024-06-28,The OECD Truth Quest Survey,,科学技术创新综合目录,否,https://doi.org/10.1787/92a94c0f-en,https://www.oecd-ilibrary.org/science-and-technology/the-oecd-truth-quest-survey_92a94c0f-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-DCE61B6B-FR,C-OECD-DOI-DCE61B6B-FR,10.1787/dce61b6b-fr,2071-6826,OECD Digital Economy Papers,2024-09-09,L’établissement de rapports de transparence sur les contenus terroristes et extrémistes violents en ligne 2022,,科学技术创新综合目录,否,https://doi.org/10.1787/dce61b6b-fr,https://www.oecd.org/fr/publications/l-etablissement-de-rapports-de-transparence-sur-les-contenus-terroristes-et-extremistes-violents-en-ligne-2022_dce61b6b-fr.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-273475AA-EN,C-OECD-DOI-273475AA-EN,10.1787/273475aa-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-09-26,Defining the geographical level of competition,,科学技术创新综合目录,否,https://doi.org/10.1787/273475aa-en,https://www.oecd.org/en/publications/defining-the-geographical-level-of-competition_273475aa-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-C4C371FB-EN,C-OECD-DOI-C4C371FB-EN,10.1787/c4c371fb-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-09-26,Industry concentration in Europe,,产业创新转化与区域生态,否,https://doi.org/10.1787/c4c371fb-en,https://www.oecd-ilibrary.org/science-and-technology/industry-concentration-in-europe_c4c371fb-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-1668F250-EN,C-OECD-DOI-1668F250-EN,10.1787/1668f250-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-10-16,Diagnosis and policy action for sustainable and inclusive productivity growth,,创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/1668f250-en,https://www.oecd-ilibrary.org/science-and-technology/diagnosis-and-policy-action-for-sustainable-and-inclusive-productivity-growth_1668f250-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-1072CCB6-EN,C-OECD-DOI-1072CCB6-EN,10.1787/1072ccb6-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-10-24,Measuring employment in global value chains by workforce characteristics,,人才大学与科研组织；国际合作开放科学与比较,否,https://doi.org/10.1787/1072ccb6-en,https://www.oecd-ilibrary.org/science-and-technology/measuring-employment-in-global-value-chains-by-workforce-characteristics_1072ccb6-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-5E4C3204-EN,C-OECD-DOI-5E4C3204-EN,10.1787/5e4c3204-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-10-28,Monitoring and evaluation of mission-oriented innovation policies,,创新政策与研发治理,否,https://doi.org/10.1787/5e4c3204-en,https://www.oecd.org/en/publications/monitoring-and-evaluation-of-mission-oriented-innovation-policies_5e4c3204-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,已进入使命导向创新与重大研发组织机制定点全文；按官方原始资产、净文本和科技创新切片调用,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-6430069E-EN,C-OECD-DOI-6430069E-EN,10.1787/6430069e-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-11-12,What is the role of Government Venture Capital for innovation-driven entrepreneurship?,,创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/6430069e-en,https://www.oecd.org/en/publications/what-is-the-role-of-government-venture-capital-for-innovation-driven-entrepreneurship_6430069e-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-CB4E21A6-EN,C-OECD-DOI-CB4E21A6-EN,10.1787/cb4e21a6-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-11-12,The quantitative impacts of subsidies on steel firms,,产业创新转化与区域生态,否,https://doi.org/10.1787/cb4e21a6-en,https://www.oecd-ilibrary.org/science-and-technology/the-quantitative-impacts-of-subsidies-on-steel-firms_cb4e21a6-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-94DCE592-EN,C-OECD-DOI-94DCE592-EN,10.1787/94dce592-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-11-18,A comprehensive overview of the renewable energy industrial ecosystem,,产业创新转化与区域生态,否,https://doi.org/10.1787/94dce592-en,https://www.oecd-ilibrary.org/science-and-technology/a-comprehensive-overview-of-the-renewable-energy-industrial-ecosystem_94dce592-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-216766C6-EN,C-OECD-DOI-216766C6-EN,10.1787/216766c6-en,2071-6826,OECD Digital Economy Papers,2024-11-21,Review of relevance of the OECD Recommendation on ICTs and the Environment,,技术创新与关键技术,否,https://doi.org/10.1787/216766c6-en,https://www.oecd-ilibrary.org/science-and-technology/review-of-relevance-of-the-oecd-recommendation-on-icts-and-the-environment_216766c6-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-4CFB485D-EN,C-OECD-DOI-4CFB485D-EN,10.1787/4cfb485d-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-12-06,Circular economy policies for steel decarbonisation,,科学技术创新综合目录,否,https://doi.org/10.1787/4cfb485d-en,https://www.oecd.org/en/publications/circular-economy-policies-for-steel-decarbonisation_4cfb485d-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-898BCA89-EN,C-OECD-DOI-898BCA89-EN,10.1787/898bca89-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-12-06,Designing Effective Governance to Enable Mission Success,,创新政策与研发治理,否,https://doi.org/10.1787/898bca89-en,https://www.oecd.org/en/publications/designing-effective-governance-to-enable-mission-success_898bca89-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-D7557242-EN,C-OECD-DOI-D7557242-EN,10.1787/d7557242-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-12-06,Unlocking potential in the global scrap steel market,,国际合作开放科学与比较,否,https://doi.org/10.1787/d7557242-en,https://www.oecd.org/en/publications/unlocking-potential-in-the-global-scrap-steel-market_d7557242-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-FC426AB9-EN,C-OECD-DOI-FC426AB9-EN,10.1787/fc426ab9-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-12-16,Measuring greenhouse gas footprints in global production networks,Norihiko Yamano；Michel Lioussis；Agnès Cimper,国际合作开放科学与比较,否,https://doi.org/10.1787/fc426ab9-en,https://www.oecd.org/en/publications/measuring-greenhouse-gas-footprints-in-global-production-networks_fc426ab9-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-E6CB2F3C-EN,C-OECD-DOI-E6CB2F3C-EN,10.1787/e6cb2f3c-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2024-12-17,Addressing steel decarbonisation challenges for industry and policy,,创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/e6cb2f3c-en,https://www.oecd.org/en/publications/addressing-steel-decarbonisation-challenges-for-industry-and-policy_e6cb2f3c-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-A978348F-EN,C-OECD-DOI-A978348F-EN,10.1787/a978348f-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-12-20,Estimating the global economic impacts of international tourism,Ali Alsamawi；Norihiko Yamano；Akash Kohli,国际合作开放科学与比较,否,https://doi.org/10.1787/a978348f-en,https://www.oecd.org/en/publications/estimating-the-global-economic-impacts-of-international-tourism_a978348f-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-E0F18B9C-EN,C-OECD-DOI-E0F18B9C-EN,10.1787/e0f18b9c-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2024-12-20,Estonia’s firm-level production network,Chiara Criscuolo；Antoine Dechezleprêtre；Louise Guillouet；Guy Lalanne；Francesco Manaresi,产业创新转化与区域生态,否,https://doi.org/10.1787/e0f18b9c-en,https://www.oecd.org/en/publications/estonia-s-firm-level-production-network_e0f18b9c-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-ECB32E77-EN,C-OECD-DOI-ECB32E77-EN,10.1787/ecb32e77-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-01-27,"Superstars, shooting stars, and the labour share",Won Hee Cho；Francesco Manaresi；Martin Reinhard,科学技术创新综合目录,否,https://doi.org/10.1787/ecb32e77-en,https://www.oecd.org/en/publications/superstars-shooting-stars-and-the-labour-share_ecb32e77-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-FD1153C3-EN,C-OECD-DOI-FD1153C3-EN,10.1787/fd1153c3-en,2071-6826,OECD Digital Economy Papers,2025-01-28,A quantum technologies policy primer,,技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/fd1153c3-en,https://www.oecd.org/en/publications/a-quantum-technologies-policy-primer_fd1153c3-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-E8C3D060-EN,C-OECD-DOI-E8C3D060-EN,10.1787/e8c3d060-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-01-29,Carbon Border Adjustments,Antoine Dechezleprêtre；Antton Haramboure；Clara Kögel；Guy Lalanne；Norihiko Yamano,科学技术创新综合目录,否,https://doi.org/10.1787/e8c3d060-en,https://www.oecd.org/en/publications/carbon-border-adjustments_e8c3d060-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-3E6510CF-EN,C-OECD-DOI-3E6510CF-EN,10.1787/3e6510cf-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-02-24,Synthetic biology in focus,Douglas K. R. Robinson；Daniel Nadal,科学技术创新综合目录,否,https://doi.org/10.1787/3e6510cf-en,https://www.oecd.org/en/publications/synthetic-biology-in-focus_3e6510cf-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,已进入生物技术与生物制造创新定点全文；按官方原始资产、净文本和科技创新切片调用,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-D1CB2210-EN,C-OECD-DOI-D1CB2210-EN,10.1787/d1cb2210-en,2071-6826,OECD Digital Economy Papers,2025-02-28,The environmental sustainability of communication networks,,科学技术创新综合目录,否,https://doi.org/10.1787/d1cb2210-en,https://www.oecd.org/en/publications/the-environmental-sustainability-of-communication-networks_d1cb2210-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-D714066E-EN,C-OECD-DOI-D714066E-EN,10.1787/d714066e-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-02-28,Concentration and business dynamics in product markets,Sara Calligaris；Chiara Criscuolo；Josh De Lyon；Andrea Greppi；Oliviero Pallanch,产业创新转化与区域生态,否,https://doi.org/10.1787/d714066e-en,https://www.oecd.org/en/publications/concentration-and-business-dynamics-in-product-markets_d714066e-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-D725304C-EN,C-OECD-DOI-D725304C-EN,10.1787/d725304c-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-03-03,Challenges and opportunities of mission-oriented innovation policy in Korea,,创新政策与研发治理,否,https://doi.org/10.1787/d725304c-en,https://www.oecd.org/en/publications/challenges-and-opportunities-of-mission-oriented-innovation-policy-in-korea_d725304c-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-1EE956A5-EN,C-OECD-DOI-1EE956A5-EN,10.1787/1ee956a5-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-03-13,Proactive portfolio management in mission-oriented innovation policy,,创新政策与研发治理,否,https://doi.org/10.1787/1ee956a5-en,https://www.oecd.org/en/publications/proactive-portfolio-management-in-mission-oriented-innovation-policy_1ee956a5-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
