报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CRDS-FY2024-FR-09,CRDS-FY2024-FR-09,2025-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2025年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-09.html,https://www.jst.go.jp/crds/pdf/2024/FR/CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-09.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-FR-09.md,14323749,f4f51527d223f81552546fe7f4d5896d07f96df3f52dcccc1e38de4f96487892,395,765734,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-06,CRDS-FY2024-RR-06,2025-03-01,W3,論文・特許マップで見る環境・エネルギー分野の俯瞰とマテリアル関連研究の波及・展開,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-06.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-06.md,10825210,51ee666ccca8685d81aabd920f3c27cca4800060ab6a3a766150eec2ea490549,85,123376,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-07,CRDS-FY2024-RR-07,2025-03-01,W3,人工知能研究の新潮流2025 ～基盤モデル・生成AIのインパクトと課題～,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-07.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-07.md,8426574,1d19e3e6d0199b42c9d5aa82572b497fc184301ee013a412553099e60b13a62f,300,546748,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-08,CRDS-FY2024-RR-08,2025-03-01,W3,AI時代を牽引する光デバイス技術,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-08.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-08.md,2815148,f2132eda27d9d2fcad793f42ade218052134241a108a004499e78d7c9933b4a0,35,44029,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-11,CRDS-FY2024-RR-11,2025-03-01,W3,研究基盤・研究インフラのエコシステム形成に向けて ―日本・欧州における研究機器の開発、調達、利用促進、共用― （—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-11.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-11.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-11.md,6663092,bbf83791fc8e9a339de68f2cb3847ea266e42cce7c9acf6832fd0f78cc2c1c3c,93,145340,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-12,CRDS-FY2024-RR-12,2025-03-01,W3,科学技術・イノベーションエコシステムにおける産学橋渡しの課題 ―知的財産・デザイン・共創の観点から― （—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-12.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-12.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-12.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-12.md,49015943,56612333800d29351cffccce9eb39b09a1144289b78a91d6e6ebc481744ac6a9,355,362923,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-13,CRDS-FY2024-RR-13,2025-03-01,W3,持続可能な食料システム,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-13.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-13.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-13.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-13.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-13.md,8432386,1434f3c99550455259b7c10d1fb9eb67e70a6e2e892a05e1f4adb725b734d202,69,79209,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-14,CRDS-FY2024-RR-14,2025-03-01,W3,科学技術外交からみた科学技術イノベーション政策の新潮流（2025年）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-14.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-14.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-14.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-14.md,2312830,16b145cb1e4479e53190a48de41695ace66a877edd48d2245463a7288bc95710,57,85386,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-15,CRDS-FY2024-RR-15,2025-03-01,W3,「総合知」に着目した科学技術・イノベーション政策のデザイン,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-15.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-15.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-15.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-15.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-15.md,2593667,be96dafc1d92240546f80dd4cb562b8f72ab7140fabfde5aaa204b5b26531ae2,45,60212,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-SP-03,CRDS-FY2024-SP-03,2025-03-01,W3,次世代型食・栄養研究 ～地球環境の持続可能性とヒトの健康を両立する食・栄養の実現へ～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-SP-03.html,https://www.jst.go.jp/crds/pdf/2024/SP/CRDS-FY2024-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-SP-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-SP-03.md,3023564,b51090fe9e7fecf171dc57abf209ff19a9ff482b9264b0f2dae0c9ae88df6b07,76,122924,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-SP-04,CRDS-FY2024-SP-04,2025-03-01,W3,通信と計算の融合による社会のスマート化,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-SP-04.html,https://www.jst.go.jp/crds/pdf/2024/SP/CRDS-FY2024-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-SP-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-SP-04.md,4104625,e2f31f8f90f9b3ed629e833d0196ab4082fad4b5a62053ae5e9a7f824255ea8a,48,63478,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-SP-05,CRDS-FY2024-SP-05,2025-03-01,W3,社会課題解決に向けた量子マテリアルの活用戦略,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-SP-05.html,https://www.jst.go.jp/crds/pdf/2024/SP/CRDS-FY2024-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-SP-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-SP-05.md,3202773,1c771a9d9dd762943bf56190b944ea86794d6f89b1e3991a9d597c0f8fab081e,58,82892,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-SP-01,CRDS-FY2025-SP-01,2025-05-01,W3,フィジカルAIシステムの研究開発　〜身体性を備えたAIとロボティクスの融合〜,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-SP-01.html,https://www.jst.go.jp/crds/pdf/2025/SP/CRDS-FY2025-SP-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-SP-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-SP-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-SP-01.md,3313001,599c21b2e85d90b3be2f44d6efa170ca05b898c5e1ee4a6455192ac244621352,66,98322,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-FR-01,CRDS-FY2025-FR-01,2025-06-01,W3,研究開発の俯瞰報告書　論文・特許データ分析（2025年） PDF版,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-01.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-01.md,42986075,c23b5021cf4273972ebe13b85189911fdbd152ac56c24b4027436ea7780f40fe,445,141028,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-XR-01,CRDS-FY2025-XR-01,2025-07-01,W3,研究人材流動の関連政策を巡る主要国の動向 －2025年上半期－,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-XR-01.html,https://www.jst.go.jp/crds/pdf/2025/XR/CRDS-FY2025-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-XR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-XR-01.md,1157062,a8f73e518a70789e83f5187a1faba5da583288d7563e5ca9728695e1841578fe,42,50870,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-01,CRDS-FY2025-RR-01,2025-08-01,W3,日本における数理科学とその革新：過去、現在、そして将来の展望,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-01.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-01.md,7194705,261ee24f2b85c1d7f27b9e13ba1403ce39a39d3fd46b95253a19470f85b893c1,99,127107,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-XR-02,CRDS-FY2025-XR-02,2025-08-01,W3,"次期EU研究イノベーション枠組みプログラム（FP10, 2028-2034） 欧州委員会提案",日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-XR-02.html,https://www.jst.go.jp/crds/pdf/2025/XR/CRDS-FY2025-XR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-XR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-XR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-XR-02.md,2493527,e9fa5cd7b22708e9db894d454cd516bc9d7700ced6c80c9d36f9d31c8ae26a6f,30,27150,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-02,CRDS-FY2025-RR-02,2025-09-01,W3,［概要版］科学技術・イノベーションエコシステムにおける産学橋渡しの課題　知的財産・デザイン・共創の観点から（—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-02.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-02.md,38442457,114fa4f44b024a672117ae87b8b8ae7a08ea32af88602bb1e8f5d8933783c1a0,64,74064,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-SP-02,CRDS-FY2025-SP-02,2025-10-01,W3,意思決定を支援する最適化手法の革新 －社会価値創造への貢献－,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-SP-02.html,https://www.jst.go.jp/crds/pdf/2025/SP/CRDS-FY2025-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-SP-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-SP-02.md,2082630,47f6ec127442867c192e2cfa50cc821c0ef2c5bcaa0389b46058acb5d316fe6d,31,41879,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-FR-03,CRDS-FY2025-FR-03,2025-12-01,W3,研究開発の俯瞰報告書　論文・特許データ分析（2026年） PDF版,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-03.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-03.md,47794045,fbec495c378ab7f3a22db57b85f77497c4ac919e858475e30f967204eae73be1,423,136983,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-03,CRDS-FY2025-RR-03,2025-12-01,W3,食料安全保障と栄養安全保障：歴史的背景と世界が目指す方向性,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-03.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-03.md,2692343,42fc3fb72d41d8f8ffa10c854c7d9a1db06f537d9cf4e00a9987facbdeeab29a,55,79978,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-FR-04,CRDS-FY2025-FR-04,2026-01-01,W3,研究開発の俯瞰報告書　環境・エネルギー分野（2026年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-04.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-04.md,12798119,3a6f120a76624ac9895031eb200fe64b1b6cfff598931b9b8dcdcc2859925c58,451,813826,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-FR-06,CRDS-FY2025-FR-06,2026-01-01,W3,研究開発の俯瞰報告書　ナノテクノロジー・材料分野（2026年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-06.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-06.md,7954227,7dfe33090d2c1b660d4d21ef21053973011cf8aca7baa54f8e09bfb1361e776d,351,698123,官方PDF已保存并校验,,2026-08-22
