报告ID,机构ID,机构名称,发布日期,日期精度,报告名称,官方文类,官方出版组,官方科学领域,作者,摘要,DOI,官方落地页,官方PDF入口,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-EU-JRC-JRC100503,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Stakeholders’ engagement beyond the EDP: The working-groups on governance and human resources in Eastern Macedonia and Thrace,Report,Science for policy,Innovation and growth,MARINELLI Elisabetta；BODEN John Mark；AMANATIDOU Effie；TOLIAS Yannis,"The activities described in this policy brief were undertaken as part of a European Parliament Preparatory Action, which ran between September 2014 and November 2015. The Preparatory Action has built on the prior efforts and analysis carried out by the Greek region of Eastern Macedonia and Thrace (REMTh) between 2012 and 2014, with the aim of complementing and reinforcing them. It has revolved around three main aims: • to facilitate the refinement and implementation of the S3 strategy in a region heavily hit by the crisis; • to serve as a model for other convergence regions in Greece and Europe. • to test theories on smart specialisation. These goals have been pursued through three, overlapping, streams of activity, aimed at: 1. Ongoing mapping, stocktaking and assessment of the development of the S3 strategy and identification of actions to ensure its smooth implementation. 2. Testing and optimising an entrepreneurial discovery process (EDP) by engaging stakeholders and policy makers in participatory excercises 3. Bottom-up capacity-building for a sustainable S3 development and implementation This brief focuses on the third of these streams. It details the establishment and outcomes of two working groups specifically set up under the preparatory action. The first sought to develop a regional governance system for RIS3 in Eastern Macedonia and Thrace (Governance working group thereafter) and the second a strategy for the region to enhance human resources mobility both within the private and public sector and internationally (Human resources working group).",10.2791/106753,https://publications.jrc.ec.europa.eu/repository/handle/JRC100503,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100503/remth%20policy%20brief%202%20final%20corrected.pdf,核心,科技人才与技能,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100516,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Framework for Electric Vehicles and Photovoltaic Synergies,Report,Technical reports,Energy and transport,CHAOUACHI Aymen；COVRIG Catalin-Felix；FULLI Gianluca,"Historically road transport has been exclusively dominated by petrol and diesel engines. Both alternatives are proved to be unsustainable due to their environmental impacts and the limited nature of their primary resources. Today’s transportation sector in the European Union (EU) accounts for 23% of CO2 emissions, 72% of which is being emitted by road transport. The European Union’s CO2 emission regulation for new cars, has come as a response to set emission performance limits for new passenger cars with the goal of establishing a road map change for automotive sector. Furthermore, the EU has set challenging targets to reduce greenhouse gas emissions by 40% in 2030 (relative to emissions in 1990) and for energy consumed to be generated at least with 27% from renewable sources in 2030. As regards energy efficiency, the 2030 framework also indicated that the cost-effective delivery of the greenhouse gas emissions reduction target for 2030 would require increased energy savings of the order of 27%. The renewable energy directive particularly identified: technological innovation, energy efficiency and contribution of renewable energy sources in transport sector as one of the most effective tools in reaching the expected targets in terms of sustainability and security of the supply. In such context it is obvious that reaching these challenges will be certainly depending on the rollout of Electric Vehicles (EV) as a mean of sustainable transport, higher penetration of distributed renewable energy sources. One consequential challenge will consist in accommodating such paradigm in the most cost-efficient fashion through active involvement of customer and better flexibility of the demand. This report highlights the current trends and expected evolution in the EU in term of electromobility, Photovoltaic (PV) systems and smart grids, with the aim of identifying mutual synergies aiming at enabling: energy efficiency, sustainable transport and higher share of renewable energy sources in the final energy mix. A technical conceptual architecture for integration of EV facilities and distributed generation sources in the context of smart grid is proposed to identify the predictable penetration limits of PV systems and EV users.",10.2790/44380,https://publications.jrc.ec.europa.eu/repository/handle/JRC100516,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100516/framework%20for%20electric%20vehicles%20and%20photovoltaic%20synergies.pdf,支撑,科技人才与技能,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100520,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Mapping regional energy interests for S3P-Energy,Report,Science for policy,Energy and transport；Innovation and growth,JIMENEZ NAVARRO Juan Pablo；UIHLEIN Andreas,This report presents results from a national and regional (NUTS2 level) energy technology interest mapping exercise as well as socio-economic similarities across regions with common interests and potential alignment amongst regions and countries they belong to.,"['10.2790/27195 (print)', '10.2790/872056 (online)', '10.2790/576426']",https://publications.jrc.ec.europa.eu/repository/handle/JRC100520,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100520/ld1a27763enn.pdf,核心,关键与新兴技术,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100536,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,European Clearinghouse: Organizational and management-related aspects in nuclear event analysis: Summary Report of a European Clearinghouse Topical Study,Report,Technical reports,Energy and transport；Nuclear safety and security,MANNA Giustino,"The research carried out within the European Clearinghouse on Operational Experience Feedback of the European Commission has paid particular attention to the further increase of the effectiveness of the Operational Experience Feedback (OEF) systems by means of improvements in methodologies for event analysis and coding. The effectiveness of the entire OEF system is strongly dependent on the quality and comprehensiveness of the coding or classification system of causal factors and root causes of events. The research carried out at the Joint Research Centre (JRC) of the European Commission has highlighted that issues related to human, organizational and managerial factors are typically not well addressed in the event reports, which mainly focus on human errors at the individual operator or worker level. Moreover, in the existing event investigation practices, the taxonomy of human errors mostly is applied to workforce and not to management or design teams. These findings could be due to the limitations of the analysis methodologies and of the coding and classification systems of causal factors and root causes of events. These observations have brought to concluding the importance of upgrading the coding systems used for the classification of event reports with an enhanced system ideally simple and enabling the identification and appropriate classification of human, organisational and managerial factors in the registered events. This Summary Report presents the results of a comprehensive study performed by the European Clearinghouse on Operating Experience Feedback, which proposes a new approach for the analysis of the events and for the coding of findings, based on the adaptation of the Human Factors Analysis and Coding System (HFACS), already applied to other industries, to the investigation of Nuclear Events: HFACS-NE. A comparative analysis of selected IRS and LERs reports has been carried out using both the IRS and HFACS-NE analysis and coding systems, proving the specific advantages of the HFACS-NE system. A conclusion of the study is that the adoption of the suggested HFACS-NE methodology of event analysis and classification could be considered in a project of upgrade or modification of the IRS coding system, which will benefit of a more detailed and comprehensive analysis and classification of the human, organizational and management-related factors.","['10.2790/389942 (print)', '10.2790/903152 (online)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC100536,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100536/reqno_jrc100536_g.%20manna%20summary%20report%20jrc%20cat.%203.1-final%28online%29.pdf,支撑,,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100557,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Preparatory work for the Environmental Effect Study on the Euro 5 step of L-category vehicles,Report,Science for policy,Energy and transport；Environment and climate change；Standards,ZARDINI Alessandro；CLAIROTTE Michael；LANAPPE Gaston；GIECHASKIEL Barouch；MARTINI Giorgio,"The European Union Regulation 168/2013 requires an Effect Study to confirm the provisions (defined thereby and in Regulation 134/2014 [4]) for the type approval of the Euro 5 L-category vehicles (two- or three-wheel vehicles and quadricycles, such as quads and minicars). The present report describes the testing methodology and preliminary results as input to the main Effect Study. Upon request of DG-GROWTH (Directorate General for Internal Market, Industry, Entrepreneurship and SMEs), the European Commission Joint Research Centre (JRC) undertook an experimental campaign on 12 L-category vehicles to test their propulsion unit and environmental performance in line with a new paradigm: In principle, a vehicle should be clean and energy efficient in each and every operation point. In particular, vehicles belonging to the L-category family were tested over the current legislative test procedure, according to the future legislation contained in Regulation 168/2013 and during a wide open throttle test to assess the maximum performance of the vehicles (max power and torque). Several engine load variables were logged during the experimental testing: Second-by-second mass emissions of carbon dioxide, fuel consumption, power and torque at the wheel, throttle position, etc. The use of load variables is especially useful when on-road driving has to be compared to the legislative testing conditions. The new test cycle proposed for Euro 5 type approval, the Worldwide harmonized Motorcycle Test Cycle (WMTC) proved to be better than the present driving cycle in terms of quantity, quality and dynamics of testing/sampling points. The results related to the monitored load variables are vehicle specific and it was not possible to identify a single all-purpose fitting variable capable of describing engine load conditions during the test. Nevertheless the set of variables investigated in this work are promising and will be used as underpinnings for the Effect Study.","['10.2790/76508 (print)', '10.2790/777240 (online)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC100557,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100557/ld-na-27788-en-n.pdf,支撑,产业创新与成果转化,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100609,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Analysis of carcinogenicity testing for regulatory purposes in the European Union,Report,Technical reports,Health and consumer protection,MADIA Federica；WORTH Andrew；CORVI Raffaella,"The approaches for evaluating the carcinogenic potential of substances, including whether carcinogenicity studies should be conducted, differ substantially across sectors. Despite variations in testing schemes, the two-year bioassay study in rodents represents the standard element across all sectors. The validity of the two-year bioassay though has been questioned in the last decade. Uncertainty is associated with the extrapolation of data from rodents to humans. Furthermore, these studies are extremely time and resource-consuming; the high animal burden has raised ethical concerns. For all these reasons, there is a strong demand for alternative strategies and methods. The development of new in vitro methods for carcinogenicity testing, however, has progressed slowly and those available are far from being accepted for regulatory decision making, especially when evaluating the carcinogenicity of non-genotoxic chemicals or specific classes of compounds such as biologicals, microorganisms and nanomaterials. The European Union Reference Laboratory for alternatives to animal testing (EURL ECVAM) has carried out an analysis of carcinogenicity testing requirements and assessment approaches across different sectors. This consisted of: a systematic review of the different testing requirements; a review of the number of animals used per sector; an estimation of the number of carcinogenicity and genotoxicity studies conducted or waived in respect of the number of substances authorized per sector per year; a review of the type of justifications for waiving the two-year bioassay and how opportunities for waiving are being used. Results from this analysis will provide context for initiatives aimed at: 1) reducing the need for animal use where animal testing is still a requirement; 2) ensuring an adequate carcinogenicity assessment in sectors where animal use is banned or limited; and 3) improving the process of cancer hazard identification where existing methods are not suitable.",10.2788/547846,https://publications.jrc.ec.europa.eu/repository/handle/JRC100609,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100609/jrc100609%20carcinogencity_technical%20report_june21_2016.pdf,支撑,科学体系与科研能力,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100638,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,POTEnCIA model description - version 0.9,Report,Technical reports,Energy and transport,MANTZOS Leonidas；WIESENTHAL Tobias；KOURTI Ioanna；MATEI Nicoleta；NAVAJAS CAWOOD Elena；PAPAFRAGKOU Anastasios；RÓZSAI Máté；RUSS Hans Peter；SORIA RAMIREZ Antonio,"This report lays out the modelling approach that is implemented in the POTEnCIA modelling tool (Policy Oriented Tool for Energy and Climate Change Impact Assessment) and describes its analytical capabilities. POTEnCIA is a modelling tool for the EU energy system that follows a hybrid partial equilibrium approach. It combines behavioural decisions with detailed techno-economic data, therefore allowing for an analysis of both technology-oriented policies and of those addressing behavioural change. Special features and mechanisms are introduced in POTEnCIA in order to appropriately reflect the implications of an uptake of novel energy technologies and of changing market structures, allowing for the robust assessment of ambitious policy futures for the EU energy system. The model runs on an annual basis with a typical projection timeline to 2050.",10.2791/416465,https://publications.jrc.ec.europa.eu/repository/handle/JRC100638,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100638/jrc100638_potencia%20model%20description%20-%20version%200.9.pdf,支撑,关键与新兴技术；创新测量与政策方法,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100644,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Development of M5 Cladding Material Correlations in the TRANSURANUS Code: Revision 1,Report,Technical reports,Nuclear safety and security,KECEK Adam；TUCEK Kamil；HOLMSTROM Bjorn；VAN UFFELEN Paul,"The technical report is based on an earlier research on material properties of the M5 structural material. Complementing this research with new M5 data found in open literature, a set of correlations has been developed for the implementation to the TRANSURANUS code. This includes thermal, mechanical, and chemical (corrosion) properties of M5. As an example, thermal capacity or burst stress correlations have been proposed using the available experimental data. The open literature provides a wide range of experimental data on M5, but for some quantities they are not complete enough to be suitable for the implementation to the TRANSURANUS code. A balanced consideration of similarity of M5 characteristics to those of Zircaloy-4 (Zry-4) or E110 have therefore led to the recommendation to use some of these data selectively also for M5. As such, creep anisotropy coefficients of E110 are recommended to be used also for M5.","['10.2789/332092 (print)', '10.2789/320793 (online)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC100644,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100644/lcna28366enn.pdf,支撑,,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100663,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,"Reports of the Scientific, Technical and Economic Committee for Fisheries (STECF) – Merging of the BT1 and BT2 gear categories in the North Sea (STECF-16-02).",Report,Science for policy,Agriculture and food security,,"The STECF provided advice in relation to possible merging of the BT1 and BT2 gear categories in the North Sea by written procedure in February 2016. The Commission may consult the STECF on any matter relating to marine and fisheries biology, fishing gear technology, fisheries economics, fisheries governance, ecosystem effects of fisheries, aquaculture or similar disciplines.",10.2788/630915,https://publications.jrc.ec.europa.eu/repository/handle/JRC100663,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100663/lb-ax-16-002-en-n.pdf,核心,科学体系与科研能力；关键与新兴技术,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100690,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,Summary of the Meeting on 11 December 2015 on Adaptation of Structural Design to Climate Change,Report,Technical reports,Environment and climate change；Innovation and growth；Safety and security；Standards,DIMOVA Silvia；DOSIO Alessandro；PAUNESCU George；FORMICHI Paolo；CROCE Pietro；MALAKATAS Nikolaos；NOGAL Maria；MERCOGLIANO Paola；FIKKE Svein；PINTO VIEIRA Artur；THIELEN DEL POZO Jutta；RAPOSO DE M. DO N. E S. DE SOTTO MAYOR Maria Luisa；TSIONIS Georgios,"The objectives of the meeting were as follows: 1. Discuss the feasibility and needs for creating snow map for structural design which accounts for the climate change: • availability of methodology and data; • scope of a snow map project – geographic, time span; • support / resources needed. 2. Set-up a group to create a document on the rational and needs for a snow map for structural design which accounts for the climate change. 3. Discuss the interaction with CEN/TC 250 Project Team (PT) on SC1.T5 (the Project Team on the CEN report on adaptation of the Eurocodes to the climate change, Task 5 of SC1, under Mandate M/515). 4. Identify other actions on structures whose effect on structures shall be considered","['10.2788/996279 (print)', '10.2788/8404 (online)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC100690,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100690/summary%20meeting%20cc%2011%20december%202015%20online%20v.pdf,核心,,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100712,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,European Union Location Framework - Guidelines for public procurement of geospatial technologies,Report,Technical reports,Economic and monetary Union；Information society；Standards,PIGNATELLI Francesco；SMITS Paul；VANDENBROUCKE Danny；VANCAUWENBERGHE Glenn；BOGUSLAWSKI Raymond,"These guidelines focus on the procurement of location information products and services, such as the acquisition of new location data to support applications, the acquisition of solutions for using location data and services in e Government processes and products and/or services for making data interoperable and/or accessible. The procurement can take place as part of the development of a Spatial Data Infrastructure (SDI), the implementation of the INSPIRE regulation, or any other Directive in which such information and services are important, or within the context of regular activities of spatial data and service providers and users (e.g. Mapping and Cadastre Agencies, Government departments, local public administrations). The guidelines provide recommendations on elements of best practice in procurement in which location information and location enabled services are important, with some practical examples; and describe some concrete sample texts that could be used in invitations to tender when reference is made to location information and location enabled service requirements. The procurement process is also explained as part of a potential future e-procurement platform in which the application and updating of geospatial standards (through change requests) could be integrated as well.",10.2788/374047,https://publications.jrc.ec.europa.eu/repository/handle/JRC100712,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100712/lb-na-27799-en-n.pdf,支撑,,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC100719,eu-jrc,European Commission Joint Research Centre,2016-01-01,年,How to catch a Unicorn: An exploration of the universe of tech companies with high market capitalisation,Report,Technical reports,Information society；Innovation and growth,SIMON Jean-Paul,"Technology companies with high market capitalisation (often called unicorns) have been receiving a lot of attention and media coverage recently. In general, unicorns are IT-centric (software mostly, but also hardware). They are often rather young global companies that match unsatisfied demand with supply through the production (which can easily be scaled up) of innovative and usually affordable services and products. These are usually part of the mobile internet wave, and rely on connectivity (high speed networks, mobile and fixed), new devices (smartphones, tablets, phablets…) and the opportunities these bring. They are grounded in network effects, and demand-side economies of scale and scope. They depend on a strong favourable business environment, developing organically and building on fast expanding markets (emerging economies, middle classes). They are Venture Capital-dependent and the competition for funding can generate impressive (i.e. inflated) valuations. These companies can be disruptive for other sectors and firms. This report aims to document the phenomenon by investigating a qualitative sample of 30 companies that have recently been valued above the one billion dollar threshold. It identifies some of their characteristics and the lessons to be learnt. The report has two parts: Part I contains the overall findings of the investigation and some suggestions for policy makers. Part II contains a detailed account of the case studies on which the investigation is based. They are published as separate documents.",10.2791/893975,https://publications.jrc.ec.europa.eu/repository/handle/JRC100719,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC100719/jrc100719.pdf,核心,研发投入与创新政策；关键与新兴技术,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
